序號,投保單位名稱,縣市別,機關性質,法定人數,不足人數,不足百分比
63,釆盟股份有限公司,臺北市,D,11,5,45.5%
64,英屬維京群島商利時有限公司台灣分公司,臺北市,D,10,5,50.0%
65,香港商法華香水化粧品有限公司台灣分公司,臺北市,D,5,5,100.0%
66,台灣人壽保險股份有限公司高雄分公司,高雄市,D,6,5,83.3%
67,功學社山葉樂器股份有限公司,臺北市,D,6,5,83.3%
68,英屬維京群島商銀鯨股份有限公司台灣分公司,臺北市,D,6,5,83.3%
69,瀚宇彩晶股份有限公司,臺北市,D,24,5,20.8%
70,新加坡商安富利股份有限公司台灣分公司,臺北市,D,6,5,83.3%
71,新加坡商立可人事顧問有限公司台灣分公司,臺北市,D,6,5,83.3%
72,國泰醫療財團法人國泰綜合醫院,臺北市,D,38,5,13.2%
73,香港商蘋果日報出版發展有限公司台灣分公司,臺北市,D,11,5,45.5%
74,輝瑞大藥廠股份有限公司,新北市,D,4,4,100.0%
75,潤泰全球股份有限公司,臺北市,D,11,4,36.4%
76,台灣杜邦股份有限公司,臺北市,D,5,4,80.0%
77,台灣明尼蘇達礦業製造股份有限公司,臺北市,D,10,4,40.0%
78,台達電子工業股份有限公司桃園廠,桃園縣,D,20,4,20.0%
79,矽統科技股份有限公司,新竹縣,D,5,4,80.0%
80,聯測科技股份有限公司,新竹市,D,14,4,28.6%
81,台達電子工業股份有限公司台南分公司,臺南市,D,5,4,80.0%
82,索爾思光電股份有限公司,新竹縣,D,4,4,100.0%
83,茂德科技股份有限公司,新竹市,D,21,4,19.0%
84,和鑫光電股份有限公司,臺南市,D,33,4,12.1%
85,台灣順豐速運有限公司,臺北市,D,6,4,66.7%
86,景智電子股份有限公司,桃園縣,D,5,4,80.0%
87,南亞電路板股份有限公司樹林廠,新北市,D,10,4,40.0%
88,保誠人壽保險股份有限公司,臺北市,D,7,4,57.1%
89,美商聯邦快遞股份有限公司台灣分公司,臺北市,D,10,4,40.0%
90,群光電子股份有限公司,新北市,D,6,4,66.7%
91,香港商捷時海外貿易有限公司台灣分公司,臺北市,D,11,4,36.4%
92,凱基證券股份有限公司,臺北市,D,29,4,13.8%
93,美商怡佳股份有限公司台灣分公司,臺北市,D,9,4,44.4%
94,聚陽實業股份有限公司,臺北市,D,5,4,80.0%
95,英屬開曼群島商香奈兒精品股份有限公司台灣分公司,臺北市,D,4,4,100.0%
96,萬泰商業銀行股份有限公司,臺北市,D,8,4,50.0%
97,達鴻先進科技股份有限公司,新竹縣,D,10,4,40.0%
98,璨圓光電股份有限公司,桃園縣,D,7,4,57.1%
99,泰金寶電通股份有限公司,臺北市,D,10,4,40.0%
100,群聯電子股份有限公司,新竹縣,D,6,4,66.7%
101,網訊電通股份有限公司,臺北市,D,6,4,66.7%
102,傳奇網路遊戲股份有限公司,臺北市,D,5,4,80.0%
103,新世紀光電股份有限公司,臺南市,D,10,4,40.0%
104,震旦行股份有限公司台北二十九分公司,新北市,D,5,4,80.0%
105,香港商雅虎資訊股份有限公司台灣分公司,臺北市,D,10,4,40.0%
106,台灣大戶屋股份有限公司,臺北市,D,4,4,100.0%
107,瑞士商寶潔家品有限公司台灣分公司,臺北市,D,4,4,100.0%
108,澳商澳盛銀行集團股份有限公司台北分公司,臺北市,D,13,4,30.8%
109,國際康健人壽保險股份有限公司,臺北市,D,9,4,44.4%
110,長庚醫療財團法人高雄長庚紀念醫院,高雄市,D,52,4,7.7%
111,永信藥品工業股份有限公司,臺中市,D,12,3,25.0%
112,翰林出版事業股份有限公司,臺南市,D,10,3,30.0%
113,大連化學工業股份有限公司,臺北市,D,6,3,50.0%
114,宏益玻璃科技股份有限公司,新北市,D,7,3,42.9%
115,致茂電子股份有限公司,桃園縣,D,12,3,25.0%
116,友訊科技股份有限公司,臺北市,D,6,3,50.0%
117,立榮航空股份有限公司,臺北市,D,9,3,33.3%
118,銀泰科技股份有限公司,臺中市,D,9,3,33.3%
119,鴻海精密工業股份有限公司新竹園區分公司,新竹市,D,11,3,27.3%
120,義隆電子股份有限公司,新竹縣,D,6,3,50.0%
121,旭德科技股份有限公司,新竹縣,D,11,3,27.3%
122,明基材料股份有限公司,桃園縣,D,11,3,27.3%
123,廣明光電股份有限公司,桃園縣,D,3,3,100.0%
124,全智科技股份有限公司,新竹市,D,3,3,100.0%
125,兆遠科技股份有限公司,新竹縣,D,3,3,100.0%
126,介面光電股份有限公司,桃園縣,D,18,3,16.7%
127,閎暉實業股份有限公司,新北市,D,5,3,60.0%
128,台灣艾司摩爾股份有限公司,新竹市,D,6,3,50.0%
129,華亞科技股份有限公司,桃園縣,D,35,3,8.6%
130,高通顯示器製造股份有限公司,桃園縣,D,10,3,30.0%
131,台灣玻璃工業股份有限公司彰濱廠,彰化縣,D,4,3,75.0%
132,勝普電子股份有限公司,桃園縣,D,8,3,37.5%
133,台灣飛利浦股份有限公司,臺北市,D,3,3,100.0%
134,華泰大飯店企業股份有限公司,臺北市,D,5,3,60.0%
135,台灣雀巢股份有限公司,臺北市,D,3,3,100.0%
136,吉興工程顧問股份有限公司,臺北市,D,3,3,100.0%
137,威健實業股份有限公司,臺北市,D,4,3,75.0%
138,仲量聯行股份有限公司,臺北市,D,3,3,100.0%
139,遠揚營造工程股份有限公司,臺北市,D,5,3,60.0%
140,年代網際事業股份有限公司,臺北市,D,6,3,50.0%
141,滿心企業股份有限公司,新北市,D,7,3,42.9%
142,長榮國際股份有限公司,臺北市,D,14,3,21.4%
143,台灣房屋仲介股份有限公司,臺北市,D,6,3,50.0%
144,群益金鼎證券股份有限公司,臺北市,D,7,3,42.9%
145,仕橋企管顧問有限公司,臺北市,D,6,3,50.0%
146,西門子股份有限公司,臺北市,D,5,3,60.0%
147,美商科磊股份有限公司台灣分公司,新竹縣,D,4,3,75.0%
148,台灣巴斯夫股份有限公司,臺北市,D,6,3,50.0%
149,精英人力資源股份有限公司,臺北市,D,18,3,16.7%
150,敦陽科技股份有限公司,新竹市,D,6,3,50.0%
151,國泰世紀產物保險股份有限公司,臺北市,D,17,3,17.6%
152,法倈麗國際股份有限公司,臺北市,D,3,3,100.0%
153,三立電視股份有限公司,臺北市,D,11,3,27.3%
154,群環科技股份有限公司,臺北市,D,4,3,75.0%
155,凌華科技股份有限公司,新北市,D,7,3,42.9%
156,科林研發股份有限公司,新竹市,D,3,3,100.0%
157,耕興股份有限公司,新北市,D,4,3,75.0%
158,藝珂人事顧問股份有限公司新竹分公司,新竹市,D,3,3,100.0%
159,傲勝國際股份有限公司,臺北市,D,3,3,100.0%
160,和運租車股份有限公司,臺北市,D,4,3,75.0%
161,長榮空運倉儲股份有限公司,桃園縣,D,5,3,60.0%
162,安瀚視特股份有限公司,臺南市,D,6,3,50.0%
163,雅妮絲比股份有限公司,新北市,D,3,3,100.0%
164,台灣大昌華嘉股份有限公司,臺北市,D,7,3,42.9%
165,建騰創達科技股份有限公司,臺北市,D,3,3,100.0%
166,泰宣企業股份有限公司,臺北市,D,8,3,37.5%
167,互盛股份有限公司台北東二區分公司,臺北市,D,4,3,75.0%
168,益和國際股份有限公司,新北市,D,3,3,100.0%
169,華創車電技術中心股份有限公司,臺北市,D,11,3,27.3%
170,寶紘盛有限公司,桃園縣,D,4,3,75.0%
171,壹傳媒電視廣播股份有限公司,臺北市,D,9,3,33.3%
172,馥盛股份有限公司,臺北市,D,3,3,100.0%
173,紅景天養生御品股份有限公司,臺中市,D,5,3,60.0%
174,中國醫藥大學附設醫院,臺中市,D,39,3,7.7%
175,復興航空運輸股份有限公司,臺北市,D,13,2,15.4%
176,奇美實業股份有限公司,臺南市,D,20,2,10.0%
177,花王（台灣）股份有限公司,新北市,D,5,2,40.0%
178,台灣玻璃工業股份有限公司新竹廠,新竹市,D,10,2,20.0%
179,臺灣華可貴股份有限公司,桃園縣,D,16,2,12.5%
180,華新麗華股份有限公司,臺北市,D,10,2,20.0%
181,生達化學製藥股份有限公司,臺南市,D,8,2,25.0%
182,欣興電子股份有限公司,桃園縣,D,90,2,2.2%
183,嘉裕股份有限公司,臺北市,D,3,2,66.7%
184,台灣佳能股份有限公司,臺中市,D,56,2,3.6%
185,華泰電子股份有限公司,高雄市,D,38,2,5.3%
186,東台精機股份有限公司,高雄市,D,7,2,28.6%
187,久津實業股份有限公司,彰化縣,D,3,2,66.7%
188,森田印刷廠股份有限公司,臺南市,D,3,2,66.7%
189,大成工程股份有限公司,臺南市,D,2,2,100.0%
190,和和機械股份有限公司,臺中市,D,2,2,100.0%
191,春原營造股份有限公司,臺北市,D,2,2,100.0%
192,新店客運股份有限公司,新北市,D,3,2,66.7%
193,磯鑫工業股份有限公司,臺中市,D,3,2,66.7%
194,台灣玻璃工業股份有限公司台中廠,臺中市,D,6,2,33.3%
195,宣昶股份有限公司,臺北市,D,2,2,100.0%
196,光磊科技股份有限公司,新竹市,D,13,2,15.4%
197,巨擘科技股份有限公司,新竹市,D,8,2,25.0%
198,明緯企業股份有限公司,新北市,D,3,2,66.7%
199,華祺工業股份有限公司,桃園縣,D,2,2,100.0%
200,實盈股份有限公司,臺北市,D,2,2,100.0%
201,昆盈企業股份有限公司,新北市,D,3,2,66.7%
202,伸遠工業股份有限公司,新北市,D,2,2,100.0%
203,亞東工業氣體股份有限公司,臺北市,D,3,2,66.7%
204,伊頓飛瑞慕品股份有限公司內湖廠,臺北市,D,5,2,40.0%
205,瑞昱半導體股份有限公司,新竹縣,D,20,2,10.0%
206,智冠科技股份有限公司,高雄市,D,3,2,66.7%
207,美磊科技股份有限公司,新竹縣,D,4,2,50.0%
208,台灣必成股份有限公司,嘉義縣,D,8,2,25.0%
209,達航工業股份有限公司,臺中市,D,3,2,66.7%
210,喬鼎資訊股份有限公司,新竹市,D,2,2,100.0%
211,威致鋼鐵工業股份有限公司,臺南市,D,3,2,66.7%
212,世界先進積體電路股份有限公司,新竹縣,D,35,2,5.7%
213,昇陽國際半導體股份有限公司,新竹市,D,4,2,50.0%
214,啟碁科技股份有限公司,新竹縣,D,19,2,10.5%
215,威達電股份有限公司,新北市,D,2,2,100.0%
216,中華凸版電子股份有限公司,桃園縣,D,2,2,100.0%
217,光紅建聖股份有限公司,臺北市,D,4,2,50.0%
218,茂達電子股份有限公司,新竹市,D,3,2,66.7%
219,金居開發銅箔股份有限公司,臺北市,D,2,2,100.0%
220,聯仕電子化學材料股份有限公司,臺北市,D,2,2,100.0%
221,榮眾科技股份有限公司,臺南市,D,2,2,100.0%
222,達邁科技股份有限公司,新竹縣,D,2,2,100.0%
223,台塑海運股份有限公司,臺北市,D,2,2,100.0%
224,緯創資通股份有限公司,新竹市,D,67,2,3.0%
225,碩達科技股份有限公司,苗栗縣,D,3,2,66.7%
226,國碩科技工業股份有限公司,新竹縣,D,7,2,28.6%
227,台塑生醫科技股份有限公司,臺北市,D,2,2,100.0%
228,恩茂科技股份有限公司,桃園縣,D,2,2,100.0%
229,友輝光電股份有限公司,桃園縣,D,3,2,66.7%
230,台灣大福高科技設備股份有限公司,臺南市,D,2,2,100.0%
231,研碩電腦股份有限公司,臺北市,D,3,2,66.7%
232,日商丸紅國際股份有限公司交通專案分公司,臺北市,D,2,2,100.0%
233,太極能源科技股份有限公司,臺北市,D,5,2,40.0%
234,益邦製藥股份有限公司,苗栗縣,D,2,2,100.0%
235,南亞科技股份有限公司三廠,新北市,D,22,2,9.1%
236,永碩聯合國際股份有限公司,臺北市,D,12,2,16.7%
237,精聯電子股份有限公司,新北市,D,3,2,66.7%
238,台灣大日印光罩科技股份有限公司,新竹市,D,2,2,100.0%
239,銘異科技股份有限公司銘異六廠,桃園縣,D,2,2,100.0%
240,晶碩光學股份有限公司,桃園縣,D,2,2,100.0%
241,日月光半導體製造股份有限公司中壢分公司封測六廠,桃園縣,D,20,2,10.0%
242,璨圓光電股份有限公司平鎮廠,桃園縣,D,2,2,100.0%
243,第一商業銀行股份有限公司,臺北市,D,66,2,3.0%
244,蘇黎世產物保險股份有限公司,臺北市,D,8,2,25.0%
245,第一產物保險股份有限公司,臺北市,D,7,2,28.6%
246,中華開發工業銀行股份有限公司,臺北市,D,5,2,40.0%
247,優美股份有限公司,臺北市,D,2,2,100.0%
248,宏碁股份有限公司,臺北市,D,22,2,9.1%
249,洋基通運股份有限公司,臺北市,D,9,2,22.2%
250,儒鴻企業股份有限公司,新北市,D,11,2,18.2%
251,金器工業股份有限公司,臺北市,D,4,2,50.0%
252,荷商葛蘭素史克藥廠股份有限公司台灣分公司,臺北市,D,3,2,66.7%
253,飛捷科技股份有限公司,臺北市,D,3,2,66.7%
254,台灣玻璃工業股份有限公司,臺北市,D,2,2,100.0%
255,台灣德國萊因技術監護顧問股份有限公司,臺北市,D,3,2,66.7%
256,荷蘭商古馳亞太貿易股份有限公司台灣分公司,臺北市,D,3,2,66.7%
257,阿托科技股份有限公司,臺北市,D,2,2,100.0%
258,誠品股份有限公司,臺北市,D,12,2,16.7%
259,愛德萬測試股份有限公司,新竹縣,D,2,2,100.0%
260,華立企業股份有限公司台北分公司,臺北市,D,3,2,66.7%
261,美商亞培股份有限公司台灣分公司,臺北市,D,3,2,66.7%
262,敬業企業管理顧問股份有限公司,臺北市,D,2,2,100.0%
263,奇鋐科技股份有限公司,新北市,D,3,2,66.7%
264,中宇環保工程股份有限公司,高雄市,D,11,2,18.2%
265,普安科技股份有限公司,新北市,D,4,2,50.0%
266,聯意製作股份有限公司,臺北市,D,10,2,20.0%
267,台灣三星電子股份有限公司,臺北市,D,4,2,50.0%
268,美商安邁科技股份有限公司台灣分公司,臺北市,D,4,2,50.0%
269,新加坡商克蘭詩股份有限公司台灣分公司,臺北市,D,2,2,100.0%
270,日商瑞穗實業銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
271,北達汽車股份有限公司,臺北市,D,2,2,100.0%
272,新台旅行社股份有限公司,臺北市,D,2,2,100.0%
273,昇恒昌股份有限公司,臺北市,D,38,2,5.3%
274,新光三越百貨股份有限公司台北信義分公司,臺北市,D,6,2,33.3%
275,藝珂人事顧問股份有限公司高雄分公司,高雄市,D,5,2,40.0%
276,思夢樂股份有限公司,桃園縣,D,3,2,66.7%
277,亞藝國際股份有限公司,臺北市,D,2,2,100.0%
278,臺灣阿斯特捷利康股份有限公司,臺北市,D,2,2,100.0%
279,台灣日鑛金屬股份有限公司,桃園縣,D,2,2,100.0%
280,伯朗咖啡股份有限公司,臺北市,D,5,2,40.0%
281,系微股份有限公司,臺北市,D,5,2,40.0%
282,藝珂人事顧問股份有限公司台中分公司,臺中市,D,4,2,50.0%
283,立錡科技股份有限公司,新竹縣,D,7,2,28.6%
284,台灣保全股份有限公司,臺北市,D,10,2,20.0%
285,和潤企業股份有限公司,臺北市,D,4,2,50.0%
286,廣積科技股份有限公司,臺北市,D,3,2,66.7%
287,康迅數位整合股份有限公司,臺北市,D,3,2,66.7%
288,山汰科技企業有限公司,臺中市,D,2,2,100.0%
289,明基電通股份有限公司,臺北市,D,3,2,66.7%
290,台灣新思科技股份有限公司,臺北市,D,2,2,100.0%
291,霖園公寓大廈管理維護股份有限公司,臺北市,D,2,2,100.0%
292,香港商俊思海外有限公司台灣分公司,臺北市,D,2,2,100.0%
293,閎康科技股份有限公司,新竹縣,D,2,2,100.0%
294,包豪氏企業有限公司,臺北市,D,2,2,100.0%
295,荷蘭商臺灣戴爾股份有限公司台灣分公司,臺北市,D,7,2,28.6%
296,互動國際數位股份有限公司,新北市,D,3,2,66.7%
297,中化裕民健康事業股份有限公司,臺北市,D,2,2,100.0%
298,海華科技股份有限公司,新北市,D,2,2,100.0%
299,吉比鮮釀股份有限公司,臺北市,D,2,2,100.0%
300,訊崴技術有限公司,臺北市,D,2,2,100.0%
301,優力國際安全認證有限公司,臺北市,D,5,2,40.0%
302,長鴻榮實業股份有限公司,臺北市,D,2,2,100.0%
303,鵬泰顧問有限公司,臺北市,D,6,2,33.3%
304,京站實業股份有限公司,臺北市,D,2,2,100.0%
305,香港商立德國際商品試驗有限公司桃園分公司,桃園縣,D,4,2,50.0%
306,台灣固網股份有限公司,臺北市,D,3,2,66.7%
307,香港商壹傳媒動畫有限公司台灣分公司,臺北市,D,5,2,40.0%
308,香港商希思黎化妝品有限公司台灣分公司,臺北市,D,2,2,100.0%
309,全球華人股份有限公司台南分公司,臺南市,D,11,2,18.2%
310,典華婚訂資源整合股份有限公司,臺北市,D,2,2,100.0%
311,北智捷汽車股份有限公司,新北市,D,3,2,66.7%
312,第一商業銀行信用卡處,臺北市,D,2,2,100.0%
313,巴黎管理顧問股份有限公司,臺北市,D,2,2,100.0%
314,業鑫科技顧問股份有限公司,新竹縣,D,4,2,50.0%
315,福容大飯店股份有限公司淡水漁人碼頭分公司,新北市,D,3,2,66.7%
316,荷蘭商拉股份有限公司台灣分公司,臺北市,D,2,2,100.0%
317,台灣蔻馳股份有限公司,臺北市,D,2,2,100.0%
318,糖朝餐飲股份有限公司,臺北市,D,2,2,100.0%
319,香港商聯寶電腦有限公司台灣分公司,臺北市,D,2,2,100.0%
320,華泰商業銀行股份有限公司,臺北市,D,8,2,25.0%
321,天下雜誌股份有限公司,臺北市,D,2,2,100.0%
322,日商倍樂生股份有限公司台北分公司,臺北市,D,3,2,66.7%
323,新光醫療財團法人新光吳火獅紀念醫院,臺北市,D,23,2,8.7%
324,長庚醫療財團法人雲林長庚紀念醫院,雲林縣,D,2,2,100.0%
325,臺灣肥料股份有限公司新竹廠,新竹市,D,1,1,100.0%
326,台灣中華化學工業股份有限公司,桃園縣,D,2,1,50.0%
327,光正股份有限公司,桃園縣,D,1,1,100.0%
328,台灣水泥股份有限公司花蓮廠,花蓮縣,D,1,1,100.0%
329,台灣第一三共股份有限公司,臺北市,D,1,1,100.0%
330,台灣新東機械股份有限公司,新北市,D,1,1,100.0%
331,三重汽車客運股份有限公司,新北市,D,13,1,7.7%
332,漢威聯合股份有限公司,新北市,D,1,1,100.0%
333,高福化學工業股份有限公司,高雄市,D,1,1,100.0%
334,聯合利華股份有限公司,臺北市,D,3,1,33.3%
335,臺灣日鍛工業股份有限公司,桃園縣,D,1,1,100.0%
336,中化合成生技股份有限公司,新北市,D,2,1,50.0%
337,宏益纖維工業股份有限公司,臺北市,D,2,1,50.0%
338,聯城工業股份有限公司,新竹縣,D,1,1,100.0%
339,台灣卡西歐股份有限公司,臺北市,D,1,1,100.0%
340,中日合成化學股份有限公司,臺北市,D,1,1,100.0%
341,和泰股份有限公司,臺北市,D,1,1,100.0%
342,健泰工業股份有限公司,桃園縣,D,1,1,100.0%
343,惠民製藥股份有限公司,臺北市,D,1,1,100.0%
344,永豐餘工業用紙股份有限公司成功廠,臺中市,D,2,1,50.0%
345,協益電子股份有限公司,新北市,D,3,1,33.3%
346,新東手套廠股份有限公司,臺北市,D,1,1,100.0%
347,佳麗寶化工股份有限公司,高雄市,D,1,1,100.0%
348,仁宗蕾絲股份有限公司,桃園縣,D,1,1,100.0%
349,台硝股份有限公司,桃園縣,D,1,1,100.0%
350,美利達工業股份有限公司,彰化縣,D,10,1,10.0%
351,國揚實業股份有限公司,臺北市,D,1,1,100.0%
352,皇冠金屬工業股份有限公司,臺北市,D,1,1,100.0%
353,達興纖維股份有限公司新化工廠,臺南市,D,1,1,100.0%
354,清祿鞋業股份有限公司,臺南市,D,1,1,100.0%
355,佳美食品工業股份有限公司,臺中市,D,2,1,50.0%
356,協易機械工業股份有限公司,桃園縣,D,3,1,33.3%
357,高明精機工業股份有限公司,臺中市,D,1,1,100.0%
358,三久股份有限公司,臺中市,D,1,1,100.0%
359,新光紡織股份有限公司桃園廠,桃園縣,D,2,1,50.0%
360,中美嘉吉股份有限公司台中飼料廠,臺中市,D,1,1,100.0%
361,新生五金工廠股份有限公司,臺北市,D,1,1,100.0%
362,順源工業股份有限公司,新北市,D,1,1,100.0%
363,健喬信元醫藥生技股份有限公司,新竹縣,D,3,1,33.3%
364,福安工業股份有限公司,臺南市,D,1,1,100.0%
365,超眾科技股份有限公司,新北市,D,2,1,50.0%
366,中美和石油化學股份有限公司,臺北市,D,3,1,33.3%
367,嬌生股份有限公司,臺北市,D,1,1,100.0%
368,本源興股份有限公司,臺北市,D,1,1,100.0%
369,漢泰鋼鐵廠股份有限公司,高雄市,D,1,1,100.0%
370,中傳企業股份有限公司,桃園縣,D,1,1,100.0%
371,三禮電子器材股份有限公司,新北市,D,1,1,100.0%
372,台灣水泥股份有限公司台中水泥製品廠,臺中市,D,1,1,100.0%
373,格得電子工業股份有限公司,高雄市,D,1,1,100.0%
374,啟益企業股份有限公司屏東造紙廠,屏東縣,D,1,1,100.0%
375,天盛精微科技有限公司,桃園縣,D,1,1,100.0%
376,濟生股份有限公司,臺北市,D,1,1,100.0%
377,均豪精密工業股份有限公司,新竹縣,D,4,1,25.0%
378,榮勝機械工程股份有限公司,新竹市,D,1,1,100.0%
379,坤福營造股份有限公司,臺中市,D,1,1,100.0%
380,台昌彩藝工業股份有限公司,臺中市,D,1,1,100.0%
381,龍偉實業股份有限公司,新北市,D,1,1,100.0%
382,喬暘電子股份有限公司,臺北市,D,1,1,100.0%
383,同昌機械股份有限公司,桃園縣,D,1,1,100.0%
384,台技塑膠股份有限公司,桃園縣,D,1,1,100.0%
385,旭和螺絲工業股份有限公司,高雄市,D,1,1,100.0%
386,高準精密工業股份有限公司,高雄市,D,1,1,100.0%
387,萬國通路股份有限公司,臺南市,D,3,1,33.3%
388,全友電腦股份有限公司,新竹市,D,1,1,100.0%
389,台灣麗偉電腦機械股份有限公司,臺中市,D,1,1,100.0%
390,北爾電子股份有限公司,新北市,D,1,1,100.0%
391,祥儀企業股份有限公司,桃園縣,D,4,1,25.0%
392,博世力士樂股份有限公司,新北市,D,1,1,100.0%
393,神通電腦股份有限公司,臺北市,D,1,1,100.0%
394,三盛製衣廠股份有限公司,新北市,D,1,1,100.0%
395,志沛企業有限公司,臺北市,D,1,1,100.0%
396,正氧機械工業股份有限公司,臺南市,D,1,1,100.0%
397,開元食品工業股份有限公司,臺北市,D,7,1,14.3%
398,北譯精機股份有限公司,桃園縣,D,1,1,100.0%
399,啟德電子股份有限公司,臺中市,D,1,1,100.0%
400,智偉織造股份有限公司,桃園縣,D,1,1,100.0%
401,遠雄營造股份有限公司,臺北市,D,2,1,50.0%
402,百略醫學科技股份有限公司,臺北市,D,1,1,100.0%
403,新歷芳企業股份有限公司,臺中市,D,1,1,100.0%
404,台灣前電電業股份有限公司,臺北市,D,1,1,100.0%
405,百容電子股份有限公司,臺中市,D,5,1,20.0%
406,偉訓科技股份有限公司,臺南市,D,1,1,100.0%
407,台灣伊都錦股份有限公司,臺北市,D,2,1,50.0%
408,合宇實業股份有限公司,臺南市,D,1,1,100.0%
409,伍經企業股份有限公司,高雄市,D,1,1,100.0%
410,永誠興業股份有限公司,高雄市,D,1,1,100.0%
411,國記營造股份有限公司,桃園縣,D,1,1,100.0%
412,璟豐工業股份有限公司,臺南市,D,2,1,50.0%
413,明門實業股份有限公司,臺北市,D,1,1,100.0%
414,大進精工股份有限公司,臺南市,D,1,1,100.0%
415,台灣赫克力士股份有限公司,臺北市,D,1,1,100.0%
416,元貝實業股份有限公司,臺中市,D,1,1,100.0%
417,東海冷凍股份有限公司,新北市,D,1,1,100.0%
418,油欣精機股份有限公司,桃園縣,D,1,1,100.0%
419,鼎朋企業股份有限公司,桃園縣,D,1,1,100.0%
420,國瑞汽車股份有限公司,臺北市,D,33,1,3.0%
421,天工精密股份有限公司,臺中市,D,1,1,100.0%
422,中鹿營造股份有限公司,臺北市,D,2,1,50.0%
423,寶僑家品股份有限公司,臺北市,D,1,1,100.0%
424,川慶科技股份有限公司,新北市,D,1,1,100.0%
