序號,投保單位名稱,縣市別,機關性質,法定人數,不足人數,不足百分比
49,微星科技股份有限公司,新北市,D,20,7,35.0%
50,香港商捷時海外貿易有限公司台灣分公司,臺北市,D,12,7,58.3%
51,香港商蘋果日報出版發展有限公司台灣分公司,臺北市,D,11,7,63.6%
52,台灣玻璃工業股份有限公司新竹廠,新竹市,D,10,6,60.0%
53,台灣應用材料股份有限公司,新竹縣,D,7,6,85.7%
54,奇美材料科技股份有限公司,臺南市,D,11,6,54.5%
55,聚成科技股份有限公司,新竹市,D,8,6,75.0%
56,英屬維京群島商漢登企業有限公司台灣分公司,臺北市,D,10,6,60.0%
57,趨勢科技股份有限公司,臺北市,D,11,6,54.5%
58,美商怡佳股份有限公司台灣分公司,臺北市,D,9,6,66.7%
59,達鴻先進科技股份有限公司,新竹縣,D,10,6,60.0%
60,英屬維京群島商銀鯨股份有限公司台灣分公司,臺北市,D,8,6,75.0%
61,璨圓光電股份有限公司,桃園縣,D,9,6,66.7%
62,泰金寶電通股份有限公司,臺北市,D,9,6,66.7%
63,長庚醫療財團法人高雄長庚紀念醫院,高雄市,D,50,6,12.0%
64,黛安芬國際股份有限公司,新北市,D,13,5,38.5%
65,台灣華歌爾股份有限公司,桃園縣,D,24,5,20.8%
66,台灣明尼蘇達礦業製造股份有限公司,臺北市,D,10,5,50.0%
67,敬鵬工業股份有限公司,桃園縣,D,37,5,13.5%
68,光寶科技股份有限公司,新北市,D,19,5,26.3%
69,台灣化學纖維股份有限公司麥寮分公司,雲林縣,D,17,5,29.4%
70,南亞科技股份有限公司錦興廠,桃園縣,D,16,5,31.3%
71,明基材料股份有限公司,桃園縣,D,11,5,45.5%
72,昱晶能源科技股份有限公司,苗栗縣,D,8,5,62.5%
73,昱晶能源科技股份有限公司台北分公司,臺北市,D,7,5,71.4%
74,南亞電路板股份有限公司樹林廠,新北市,D,9,5,55.6%
75,台灣富士全錄股份有限公司,臺北市,D,9,5,55.6%
76,京城商業銀行股份有限公司,臺南市,D,9,5,55.6%
77,宏碁股份有限公司,臺北市,D,22,5,22.7%
78,美商英特爾亞太科技有限公司台灣分公司,臺北市,D,6,5,83.3%
79,釆盟股份有限公司,臺北市,D,11,5,45.5%
80,新加坡商安富利股份有限公司台灣分公司,臺北市,D,6,5,83.3%
81,新加坡商立可人事顧問有限公司台灣分公司,臺北市,D,6,5,83.3%
82,新世紀光電股份有限公司,臺南市,D,10,5,50.0%
83,香港商雅虎資訊股份有限公司台灣分公司,臺北市,D,10,5,50.0%
84,資誠聯合會計師事務所（薛明玲會計師）,臺北市,D,25,5,20.0%
85,三信商業銀行股份有限公司,臺中市,D,11,5,45.5%
86,輝瑞大藥廠股份有限公司,新北市,D,4,4,100.0%
87,潤泰全球股份有限公司,臺北市,D,12,4,33.3%
88,新日興股份有限公司,新北市,D,9,4,44.4%
89,致茂電子股份有限公司,桃園縣,D,12,4,33.3%
90,矽統科技股份有限公司,新竹縣,D,6,4,66.7%
91,定穎電子股份有限公司,桃園縣,D,10,4,40.0%
92,台灣必成股份有限公司,嘉義縣,D,8,4,50.0%
93,銀泰科技股份有限公司,臺中市,D,10,4,40.0%
94,台達電子工業股份有限公司台南分公司,臺南市,D,5,4,80.0%
95,索爾思光電股份有限公司,新竹縣,D,4,4,100.0%
96,台灣順豐速運有限公司,臺北市,D,6,4,66.7%
97,明興光電股份有限公司,新竹縣,D,4,4,100.0%
98,景智電子股份有限公司,桃園縣,D,5,4,80.0%
99,聯景光電股份有限公司,桃園縣,D,9,4,44.4%
100,保誠人壽保險股份有限公司,臺北市,D,6,4,66.7%
101,華泰大飯店企業股份有限公司,臺北市,D,4,4,100.0%
102,太平洋崇光百貨股份有限公司,臺北市,D,10,4,40.0%
103,群益金鼎證券股份有限公司,臺北市,D,8,4,50.0%
104,香港商法華香水化粧品有限公司台灣分公司,臺北市,D,4,4,100.0%
105,西門子股份有限公司,臺北市,D,5,4,80.0%
106,英屬開曼群島商香奈兒精品股份有限公司台灣分公司,臺北市,D,4,4,100.0%
107,萬泰商業銀行股份有限公司,臺北市,D,8,4,50.0%
108,中宇環保工程股份有限公司,高雄市,D,11,4,36.4%
109,三立電視股份有限公司,臺北市,D,11,4,36.4%
110,群環科技股份有限公司,臺北市,D,4,4,100.0%
111,功學社山葉樂器股份有限公司,臺北市,D,6,4,66.7%
112,香港商瑞健股份有限公司台灣分公司,桃園縣,D,12,4,33.3%
113,和潤企業股份有限公司,臺北市,D,4,4,100.0%
114,安瀚視特股份有限公司,臺南市,D,6,4,66.7%
115,傳奇網路遊戲股份有限公司,臺北市,D,4,4,100.0%
116,震旦行股份有限公司台北二十九分公司,新北市,D,5,4,80.0%
117,荷蘭商臺灣戴爾股份有限公司台灣分公司,臺北市,D,6,4,66.7%
118,瑞士商寶潔家品有限公司台灣分公司,臺北市,D,4,4,100.0%
119,時代國際飯店股份有限公司,臺北市,D,8,4,50.0%
120,壹傳媒電視廣播股份有限公司,臺北市,D,10,4,40.0%
121,遠東航空股份有限公司,臺北市,D,5,3,60.0%
122,台灣杜邦股份有限公司,臺北市,D,5,3,60.0%
123,翰林出版事業股份有限公司,臺南市,D,10,3,30.0%
124,大連化學工業股份有限公司,臺北市,D,6,3,50.0%
125,光磊科技股份有限公司,新竹市,D,13,3,23.1%
126,鴻海精密工業股份有限公司新竹園區分公司,新竹市,D,11,3,27.3%
127,聯測科技股份有限公司,新竹市,D,14,3,21.4%
128,궏碁科技股份有限公司,新竹縣,D,20,3,15.0%
129,廣明光電股份有限公司,桃園縣,D,3,3,100.0%
130,和鑫光電股份有限公司,臺南市,D,27,3,11.1%
131,全智科技股份有限公司,新竹市,D,3,3,100.0%
132,兆遠科技股份有限公司,新竹縣,D,3,3,100.0%
133,亞太優勢微系統股份有限公司,新竹縣,D,3,3,100.0%
134,台灣艾司摩爾股份有限公司,新竹市,D,6,3,50.0%
135,日月光半導體製造股份有限公司中壢分公司封測四廠,桃園縣,D,17,3,17.6%
136,太陽光電能源科技股份有限公司,新竹縣,D,3,3,100.0%
137,精聯電子股份有限公司,新北市,D,3,3,100.0%
138,台灣飛利浦股份有限公司,臺北市,D,3,3,100.0%
139,台灣雀巢股份有限公司,臺北市,D,3,3,100.0%
140,威健實業股份有限公司,臺北市,D,4,3,75.0%
141,遠揚營造工程股份有限公司,臺北市,D,6,3,50.0%
142,年代網際事業股份有限公司,臺北市,D,6,3,50.0%
143,台灣房屋仲介股份有限公司,臺北市,D,6,3,50.0%
144,全家便利商店股份有限公司,臺北市,D,42,3,7.1%
145,統一綜合證券股份有限公司,臺北市,D,15,3,20.0%
146,龍巖股份有限公司,臺北市,D,4,3,75.0%
147,聚陽實業股份有限公司,臺北市,D,4,3,75.0%
148,台灣索尼股份有限公司,臺北市,D,4,3,75.0%
149,美商科磊股份有限公司台灣分公司,新竹縣,D,4,3,75.0%
150,台灣巴斯夫股份有限公司,臺北市,D,6,3,50.0%
151,奇鋐科技股份有限公司,新北市,D,4,3,75.0%
152,法떈麗國際股份有限公司,臺北市,D,3,3,100.0%
153,科林研發股份有限公司,新竹市,D,3,3,100.0%
154,益登科技股份有限公司,臺北市,D,3,3,100.0%
155,耕興股份有限公司,新北市,D,4,3,75.0%
156,傲勝國際股份有限公司,臺北市,D,3,3,100.0%
157,長榮空運倉儲股份有限公司,桃園縣,D,5,3,60.0%
158,勝霖藥品股份有限公司,臺中市,D,4,3,75.0%
159,群聯電子股份有限公司,新竹縣,D,5,3,60.0%
160,台灣大昌華嘉股份有限公司,臺北市,D,7,3,42.9%
161,泰宣企業股份有限公司,臺北市,D,7,3,42.9%
162,富士康國際股份有限公司,新北市,D,15,3,20.0%
163,互盛股份有限公司台北東二區分公司,臺北市,D,4,3,75.0%
164,益和國際股份有限公司,新北市,D,3,3,100.0%
165,台灣大戶屋股份有限公司,臺北市,D,4,3,75.0%
166,華泰商業銀行股份有限公司,臺北市,D,8,3,37.5%
167,中國醫藥大學附設醫院,臺中市,D,38,3,7.9%
168,裕民航運股份有限公司,臺北市,D,3,2,66.7%
169,中華航空股份有限公司,桃園縣,D,62,2,3.2%
170,花王（台灣）股份有限公司,新北市,D,5,2,40.0%
171,臺灣華可貴股份有限公司,桃園縣,D,16,2,12.5%
172,正新橡膠工業股份有限公司,彰化縣,D,43,2,4.7%
173,華新麗華股份有限公司,臺北市,D,12,2,16.7%
174,永信藥品工業股份有限公司,臺中市,D,11,2,18.2%
175,嘉裕股份有限公司,臺北市,D,3,2,66.7%
176,台灣佳能股份有限公司,臺中市,D,49,2,4.1%
177,華泰電子股份有限公司,高雄市,D,39,2,5.1%
178,台達電子工業股份有限公司,桃園縣,D,20,2,10.0%
179,東台精機股份有限公司,高雄市,D,7,2,28.6%
180,森田印刷廠股份有限公司,臺南市,D,3,2,66.7%
181,均豪精密工業股份有限公司,新竹縣,D,5,2,40.0%
182,春原營造股份有限公司,臺北市,D,2,2,100.0%
183,精技電腦股份有限公司,臺北市,D,4,2,50.0%
184,油機工業股份有限公司,高雄市,D,4,2,50.0%
185,宏益玻璃科技股份有限公司,新北市,D,7,2,28.6%
186,巨擘科技股份有限公司,新竹市,D,7,2,28.6%
187,寶僑家品股份有限公司,臺北市,D,2,2,100.0%
188,明緯企業股份有限公司,新北市,D,3,2,66.7%
189,實盈股份有限公司,臺北市,D,2,2,100.0%
190,亞洲化學股份有限公司楊梅一廠,桃園縣,D,5,2,40.0%
191,友訊科技股份有限公司,臺北市,D,6,2,33.3%
192,亞東工業氣體股份有限公司,臺北市,D,3,2,66.7%
193,伊頓飛瑞慕品股份有限公司內湖廠,臺北市,D,6,2,33.3%
194,亞旭電腦股份有限公司,新北市,D,11,2,18.2%
195,智冠科技股份有限公司,高雄市,D,3,2,66.7%
196,達航工業股份有限公司,臺中市,D,4,2,50.0%
197,喬鼎資訊股份有限公司,新竹市,D,2,2,100.0%
198,林朋科技股份有限公司,臺中市,D,2,2,100.0%
199,東京威力科創股份有限公司,新竹市,D,3,2,66.7%
200,昇陽國際半導體股份有限公司,新竹市,D,3,2,66.7%
201,威達電股份有限公司,新北市,D,2,2,100.0%
202,中華凸版電子股份有限公司,桃園縣,D,2,2,100.0%
203,茂達電子股份有限公司,新竹市,D,3,2,66.7%
204,金居開發銅箔股份有限公司,臺北市,D,2,2,100.0%
205,艾克爾國際科技股份有限公司,桃園縣,D,12,2,16.7%
206,國巨股份有限公司大發廠,新北市,D,5,2,40.0%
207,盛群半導體股份有限公司,新竹市,D,3,2,66.7%
208,州巧科技股份有限公司,新竹縣,D,3,2,66.7%
209,達邁科技股份有限公司,新竹縣,D,2,2,100.0%
210,台塑海運股份有限公司,臺北市,D,2,2,100.0%
211,鴻佰科技股份有限公司,桃園縣,D,3,2,66.7%
212,華亞科技股份有限公司,桃園縣,D,35,2,5.7%
213,台塑生醫科技股份有限公司,臺北市,D,2,2,100.0%
214,友輝光電股份有限公司,桃園縣,D,3,2,66.7%
215,日月光半導體製造股份有限公司中壢分公司,桃園縣,D,38,2,5.3%
216,台灣大福高科技設備股份有限公司,臺南市,D,2,2,100.0%
217,研碩電腦股份有限公司,臺北市,D,3,2,66.7%
218,日商丸紅國際股份有限公司交通專案分公司,臺北市,D,2,2,100.0%
219,台灣大日印光罩科技股份有限公司,新竹市,D,2,2,100.0%
220,高通顯示器製造股份有限公司,新竹市,D,3,2,66.7%
221,揚弘實業股份有限公司,臺北市,D,4,2,50.0%
222,台灣玻璃工業股份有限公司彰濱廠,彰化縣,D,3,2,66.7%
223,第一商業銀行股份有限公司,臺北市,D,66,2,3.0%
224,第一產物保險股份有限公司,臺北市,D,7,2,28.6%
225,中國電視事業股份有限公司,臺北市,D,5,2,40.0%
226,中華開發工業銀行股份有限公司,臺北市,D,5,2,40.0%
227,優美股份有限公司,臺北市,D,2,2,100.0%
228,南陽實業股份有限公司,臺北市,D,8,2,25.0%
229,吉興工程顧問股份有限公司,臺北市,D,3,2,66.7%
230,儒鴻企業股份有限公司,新北市,D,9,2,22.2%
231,仲量聯行股份有限公司,臺北市,D,3,2,66.7%
232,麗嬰國際股份有限公司,臺北市,D,4,2,50.0%
233,荷商葛蘭素史克藥廠股份有限公司台灣分公司,臺北市,D,3,2,66.7%
234,崇貿科技股份有限公司,新北市,D,2,2,100.0%
235,滿心企業股份有限公司,新北市,D,7,2,28.6%
236,長榮國際股份有限公司,臺北市,D,14,2,14.3%
237,群光電子股份有限公司,新北市,D,5,2,40.0%
238,凱撒大飯店股份有限公司,屏東縣,D,2,2,100.0%
239,台灣玻璃工業股份有限公司,臺北市,D,2,2,100.0%
240,台灣德國萊因技術監護顧問股份有限公司,臺北市,D,3,2,66.7%
241,荷蘭商古馳亞太貿易股份有限公司台灣分公司,臺北市,D,3,2,66.7%
242,艾波比股份有限公司,臺北市,D,3,2,66.7%
243,阿托科技股份有限公司,臺北市,D,2,2,100.0%
244,立端科技股份有限公司,新北市,D,4,2,50.0%
245,新宇科技服務股份有限公司,臺北市,D,3,2,66.7%
246,瑞士商瑞士銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
247,華立企業股份有限公司台北分公司,臺北市,D,3,2,66.7%
248,精英人力資源股份有限公司,臺北市,D,17,2,11.8%
249,美商亞培股份有限公司台灣分公司,臺北市,D,3,2,66.7%
250,敦陽科技股份有限公司,新竹市,D,6,2,33.3%
251,普安科技股份有限公司,新北市,D,4,2,50.0%
252,國泰世紀產物保險股份有限公司,臺北市,D,16,2,12.5%
253,聯意製作股份有限公司,臺北市,D,10,2,20.0%
254,伍豐科技股份有限公司,新北市,D,2,2,100.0%
255,高達汽車股份有限公司,臺中市,D,2,2,100.0%
256,台灣三星電子股份有限公司,臺北市,D,4,2,50.0%
257,凌華科技股份有限公司,新北市,D,7,2,28.6%
258,美商安邁科技股份有限公司台灣分公司,臺北市,D,4,2,50.0%
259,新加坡商克蘭詩股份有限公司台灣分公司,臺北市,D,2,2,100.0%
260,日商瑞穗實業銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
261,大潤發流通事業股份有限公司,臺北市,D,2,2,100.0%
262,新光三越百貨股份有限公司台北信義分公司,臺北市,D,6,2,33.3%
263,光環科技股份有限公司,新竹市,D,4,2,50.0%
264,藝珂人事顧問股份有限公司新竹分公司,新竹市,D,3,2,66.7%
265,思夢樂股份有限公司,桃園縣,D,3,2,66.7%
266,臺灣阿斯特捷利康股份有限公司,臺北市,D,2,2,100.0%
267,臺灣工業銀行股份有限公司,臺北市,D,2,2,100.0%
268,台灣日괵金屬股份有限公司,桃園縣,D,2,2,100.0%
269,系微股份有限公司,臺北市,D,5,2,40.0%
270,立錡科技股份有限公司,新竹縣,D,7,2,28.6%
271,台灣保全股份有限公司,臺北市,D,10,2,20.0%
272,華碩聯合科技股份有限公司,臺北市,D,5,2,40.0%
273,廣積科技股份有限公司,臺北市,D,3,2,66.7%
274,明基電通股份有限公司,臺北市,D,3,2,66.7%
275,台灣新思科技有限公司,臺北市,D,2,2,100.0%
276,霖園公寓大廈管理維護股份有限公司,臺北市,D,2,2,100.0%
277,百慕達商泰科資訊科技有限公司台灣分公司,臺北市,D,2,2,100.0%
278,雅妮絲比股份有限公司,新北市,D,2,2,100.0%
279,台耀科技股份有限公司,桃園縣,D,2,2,100.0%
280,督洋生技股份有限公司,臺北市,D,2,2,100.0%
281,閎康科技股份有限公司,新竹縣,D,2,2,100.0%
282,香港商歷궐亞太有限公司台灣分公司,臺北市,D,4,2,50.0%
283,名喬人才服務股份有限公司,新竹市,D,4,2,50.0%
284,阿瘦實業股份有限公司,臺北市,D,11,2,18.2%
285,台灣英特科人力股份有限公司,臺中市,D,5,2,40.0%
286,中化裕民健康事業股份有限公司,臺北市,D,2,2,100.0%
287,遠東都會股份有限公司,臺北市,D,3,2,66.7%
288,海華科技股份有限公司,新北市,D,2,2,100.0%
289,華創車電技術中心股份有限公司,臺北市,D,10,2,20.0%
290,訊崴技術有限公司,臺北市,D,2,2,100.0%
291,長生能源股份有限公司,臺北市,D,2,2,100.0%
292,中華國際黃頁股份有限公司,臺北市,D,3,2,66.7%
293,鵬泰顧問有限公司,臺北市,D,5,2,40.0%
294,京站實業股份有限公司,臺北市,D,2,2,100.0%
295,台灣固網股份有限公司,臺北市,D,3,2,66.7%
296,台新國際商業銀行股份有限公司敦南分公司,臺北市,D,55,2,3.6%
297,北智捷汽車股份有限公司,新北市,D,3,2,66.7%
298,第一商業銀行信用卡處,臺北市,D,2,2,100.0%
299,馥盛股份有限公司,臺北市,D,2,2,100.0%
300,巴黎管理顧問股份有限公司,臺北市,D,2,2,100.0%
301,荷蘭商띔拉股份有限公司台灣分公司,臺北市,D,2,2,100.0%
302,國際康健人壽保險股份有限公司,臺北市,D,9,2,22.2%
303,國泰醫療財團法人國泰綜合醫院,臺北市,D,37,2,5.4%
304,長庚醫療財團法人台北長庚紀念醫院,臺北市,D,9,2,22.2%
305,天下雜誌股份有限公司,臺北市,D,2,2,100.0%
306,日商倍樂生股份有限公司台北分公司,臺北市,D,3,2,66.7%
307,長庚醫療財團法人雲林長庚紀念醫院,雲林縣,D,2,2,100.0%
308,臺灣水泥股份有限公司總管理處,臺北市,D,2,1,50.0%
309,台灣中華化學工業股份有限公司,桃園縣,D,2,1,50.0%
310,中國化學製藥股份有限公司,臺北市,D,6,1,16.7%
311,台南紡織股份有限公司,臺南市,D,17,1,5.9%
312,新興航運股份有限公司,臺北市,D,1,1,100.0%
313,奇美實業股份有限公司,臺南市,D,20,1,5.0%
314,台灣水泥股份有限公司花蓮廠,花蓮縣,D,1,1,100.0%
315,三福氣體股份有限公司,臺北市,D,7,1,14.3%
316,台灣第一三共股份有限公司,臺北市,D,1,1,100.0%
317,臺灣塑膠工業股份有限公司,高雄市,D,7,1,14.3%
318,台灣新東機械股份有限公司,新北市,D,1,1,100.0%
319,泰翔纖維染整股份有限公司,新北市,D,1,1,100.0%
320,漢威聯合股份有限公司,新北市,D,1,1,100.0%
321,臺灣日鍛工業股份有限公司,桃園縣,D,1,1,100.0%
322,中化合成生技股份有限公司,新北市,D,2,1,50.0%
323,福保化學股份有限公司,桃園縣,D,1,1,100.0%
324,宏益纖維工業股份有限公司,臺北市,D,2,1,50.0%
325,聯城工業股份有限公司,新竹縣,D,1,1,100.0%
326,台灣卡西歐股份有限公司,臺北市,D,1,1,100.0%
327,中日合成化學股份有限公司,臺北市,D,1,1,100.0%
328,台灣村田股份有限公司,臺中市,D,3,1,33.3%
329,健泰工業股份有限公司,桃園縣,D,1,1,100.0%
330,味全食品工業股份有限公司高雄廠,高雄市,D,2,1,50.0%
331,惠民製藥股份有限公司,臺北市,D,1,1,100.0%
332,台灣好奇股份有限公司,高雄市,D,1,1,100.0%
333,台灣山二股份有限公司,臺中市,D,1,1,100.0%
334,佳麗寶化工股份有限公司,高雄市,D,1,1,100.0%
335,高力熱處理工業股份有限公司,桃園縣,D,3,1,33.3%
336,仁宗蕾絲股份有限公司,桃園縣,D,1,1,100.0%
337,台硝股份有限公司,桃園縣,D,1,1,100.0%
338,國揚實業股份有限公司,臺北市,D,1,1,100.0%
339,中影股份有限公司製片廠,臺北市,D,1,1,100.0%
340,裕元興業股份有限公司,臺北市,D,1,1,100.0%
341,皇冠金屬工業股份有限公司,臺北市,D,1,1,100.0%
342,達興纖維股份有限公司新化工廠,臺南市,D,1,1,100.0%
343,台灣生物製劑股份有限公司,彰化縣,D,1,1,100.0%
344,佳美食品工業股份有限公司,臺中市,D,3,1,33.3%
345,協易機械工業股份有限公司,桃園縣,D,3,1,33.3%
346,三久股份有限公司,臺中市,D,1,1,100.0%
347,中美嘉吉股份有限公司台中飼料廠,臺中市,D,1,1,100.0%
348,新生五金工廠股份有限公司,臺北市,D,1,1,100.0%
349,健喬信元醫藥生技股份有限公司,新竹縣,D,3,1,33.3%
350,納爾科股份有限公司,新北市,D,1,1,100.0%
351,超眾科技股份有限公司,新北市,D,2,1,50.0%
352,中美和石油化學股份有限公司,臺北市,D,3,1,33.3%
353,裕榮食品股份有限公司,高雄市,D,1,1,100.0%
354,中國營建股份有限公司,高雄市,D,1,1,100.0%
355,嬌生股份有限公司,臺北市,D,1,1,100.0%
356,泰鋒染化工業股份有限公司,桃園縣,D,1,1,100.0%
357,漢泰鋼鐵廠股份有限公司,高雄市,D,1,1,100.0%
358,中傳企業股份有限公司,桃園縣,D,1,1,100.0%
359,格得電子工業股份有限公司,高雄市,D,1,1,100.0%
360,宏和精密紡織股份有限公司,臺南市,D,1,1,100.0%
361,天盛精微科技有限公司,桃園縣,D,1,1,100.0%
362,濟生股份有限公司,臺北市,D,1,1,100.0%
363,光洋應用材料科技股份有限公司,臺南市,D,11,1,9.1%
364,隆典實業股份有限公司,臺中市,D,1,1,100.0%
365,榮勝機械工程股份有限公司,新竹市,D,1,1,100.0%
366,和旭機械股份有限公司,臺北市,D,1,1,100.0%
367,坤福營造股份有限公司,臺中市,D,1,1,100.0%
368,台昌彩藝工業股份有限公司,臺中市,D,1,1,100.0%
369,華格電子股份有限公司,臺南市,D,1,1,100.0%
370,偉銓營造有限公司,臺南市,D,1,1,100.0%
371,龍偉實業股份有限公司,新北市,D,1,1,100.0%
372,和和機械股份有限公司,臺中市,D,1,1,100.0%
373,亞柏工業有限公司,彰化縣,D,1,1,100.0%
374,有美股份有限公司,臺北市,D,1,1,100.0%
375,喬暘電子股份有限公司,臺北市,D,1,1,100.0%
376,偉林電子股份有限公司,臺北市,D,1,1,100.0%
377,同昌機械股份有限公司,桃園縣,D,1,1,100.0%
378,台技塑膠股份有限公司,桃園縣,D,1,1,100.0%
379,旭和螺絲工業股份有限公司,高雄市,D,1,1,100.0%
380,巧力工業股份有限公司,臺北市,D,1,1,100.0%
381,松穎機械工業股份有限公司,苗栗縣,D,1,1,100.0%
382,萬國通路股份有限公司,臺南市,D,3,1,33.3%
383,星記精密工業股份有限公司,臺中市,D,1,1,100.0%
384,全友電腦股份有限公司,新竹市,D,1,1,100.0%
385,北爾電子股份有限公司,新北市,D,1,1,100.0%
386,建準電機工業股份有限公司,高雄市,D,4,1,25.0%
387,博世力士樂股份有限公司,新北市,D,1,1,100.0%
388,台灣玻璃工業股份有限公司台中廠,臺中市,D,7,1,14.3%
389,志沛企業有限公司,臺北市,D,1,1,100.0%
390,港洲營造股份有限公司,臺中市,D,1,1,100.0%
391,啟德電子股份有限公司,臺中市,D,1,1,100.0%
392,智偉織造股份有限公司,桃園縣,D,1,1,100.0%
393,隆大營建事業股份有限公司,高雄市,D,1,1,100.0%
394,百略醫學科技股份有限公司,臺北市,D,1,1,100.0%
395,惠普股份有限公司,臺北市,D,1,1,100.0%
396,新歷芳企業股份有限公司,臺中市,D,1,1,100.0%
397,台灣前電電業股份有限公司,臺北市,D,1,1,100.0%
398,正新鋁業股份有限公司,桃園縣,D,1,1,100.0%
399,台灣伊都錦股份有限公司,臺北市,D,2,1,50.0%
400,永誠興業股份有限公司,高雄市,D,1,1,100.0%
401,華容股份有限公司,高雄市,D,1,1,100.0%
402,璟豐工業股份有限公司,臺南市,D,2,1,50.0%
403,逢吉工業股份有限公司,臺中市,D,1,1,100.0%
404,明門實業股份有限公司,臺北市,D,1,1,100.0%
405,大進精工股份有限公司,臺南市,D,1,1,100.0%
406,台灣赫克力士股份有限公司,臺北市,D,1,1,100.0%
407,油欣精機股份有限公司,桃園縣,D,1,1,100.0%
408,佳世達科技股份有限公司,桃園縣,D,17,1,5.9%
409,詮盛工業股份有限公司,屏東縣,D,1,1,100.0%
410,中鹿營造股份有限公司,臺北市,D,2,1,50.0%
411,利晉工程股份有限公司,桃園縣,D,2,1,50.0%
412,華祺工業股份有限公司,桃園縣,D,1,1,100.0%
413,瑞鋒營造有限公司,高雄市,D,1,1,100.0%
414,橋椿金屬股份有限公司,臺中市,D,2,1,50.0%
415,泉順食品企業股份有限公司,苗栗縣,D,1,1,100.0%
416,利強纖維染整股份有限公司,臺北市,D,1,1,100.0%
417,至佳電子股份有限公司,新北市,D,1,1,100.0%
418,台灣陶氏化學股份有限公司,臺北市,D,1,1,100.0%
419,正台興業股份有限公司,新北市,D,1,1,100.0%
420,嘉新水泥股份有限公司,臺北市,D,1,1,100.0%
421,宗達通運股份有限公司,新竹市,D,1,1,100.0%
422,虎山交通器材廠有限公司,新北市,D,1,1,100.0%
423,樹億興業股份有限公司,南投縣,D,1,1,100.0%
424,邦昌金屬股份有限公司,臺中市,D,1,1,100.0%
425,健維實業股份有限公司,新北市,D,1,1,100.0%
426,上品綜合工業股份有限公司,桃園縣,D,1,1,100.0%
