序號,投保單位名稱,縣市別,機關性質,法定人數,不足人數,不足百分比
59,台灣富士全錄股份有限公司,臺北市,D,9,5,55.6%
60,保誠人壽保險股份有限公司,臺北市,D,6,5,83.3%
61,美商英特爾亞太科技有限公司台灣分公司,臺北市,D,7,5,71.4%
62,太平洋崇光百貨股份有限公司,臺北市,D,10,5,50.0%
63,釆盟股份有限公司,臺北市,D,11,5,45.5%
64,英屬維京群島商漢登企業有限公司台灣分公司,臺北市,D,10,5,50.0%
65,功學社山葉樂器股份有限公司,臺北市,D,6,5,83.3%
66,英屬維京群島商銀鯨股份有限公司台灣分公司,臺北市,D,7,5,71.4%
67,新加坡商安富利股份有限公司台灣分公司,臺北市,D,6,5,83.3%
68,勤業眾信聯合會計師事務所（陳清祥會計師）,臺北市,D,31,5,16.1%
69,三信商業銀行股份有限公司,臺中市,D,11,5,45.5%
70,香港商蘋果日報出版發展有限公司台灣分公司,臺北市,D,11,5,45.5%
71,新竹物流股份有限公司,新竹縣,D,29,4,13.8%
72,中華航空股份有限公司,桃園縣,D,63,4,6.3%
73,輝瑞大藥廠股份有限公司,新北市,D,4,4,100.0%
74,潤泰全球股份有限公司,臺北市,D,12,4,33.3%
75,台灣明尼蘇達礦業製造股份有限公司,臺北市,D,10,4,40.0%
76,致茂電子股份有限公司,桃園縣,D,12,4,33.3%
77,矽統科技股份有限公司,新竹縣,D,5,4,80.0%
78,聯測科技股份有限公司,新竹市,D,14,4,28.6%
79,台達電子工業股份有限公司台南分公司,臺南市,D,5,4,80.0%
80,索爾思光電股份有限公司,新竹縣,D,4,4,100.0%
81,台灣艾司摩爾股份有限公司,新竹市,D,6,4,66.7%
82,昱晶能源科技股份有限公司,苗栗縣,D,8,4,50.0%
83,台灣順豐速運有限公司,臺北市,D,6,4,66.7%
84,和碩聯合科技股份有限公司,臺北市,D,50,4,8.0%
85,景智電子股份有限公司,桃園縣,D,5,4,80.0%
86,聚成科技股份有限公司,新竹市,D,7,4,57.1%
87,勝普電子股份有限公司,桃園縣,D,8,4,50.0%
88,美商聯邦快遞股份有限公司台灣分公司,臺北市,D,10,4,40.0%
89,群光電子股份有限公司,新北市,D,6,4,66.7%
90,凱基證券股份有限公司,臺北市,D,29,4,13.8%
91,香港商法華香水化粧品有限公司台灣分公司,臺北市,D,4,4,100.0%
92,西門子股份有限公司,臺北市,D,5,4,80.0%
93,美商怡佳股份有限公司台灣分公司,臺北市,D,9,4,44.4%
94,聚陽實業股份有限公司,臺北市,D,5,4,80.0%
95,英屬開曼群島商香奈兒精品股份有限公司台灣分公司,臺北市,D,4,4,100.0%
96,萬泰商業銀行股份有限公司,臺北市,D,8,4,50.0%
97,三立電視股份有限公司,臺北市,D,11,4,36.4%
98,台灣高速鐵路股份有限公司,臺北市,D,32,4,12.5%
99,泰金寶電通股份有限公司,臺北市,D,10,4,40.0%
100,群聯電子股份有限公司,新竹縣,D,6,4,66.7%
101,網訊電通股份有限公司,臺北市,D,6,4,66.7%
102,新世紀光電股份有限公司,臺南市,D,10,4,40.0%
103,震旦行股份有限公司台北二十九分公司,新北市,D,5,4,80.0%
104,香港商雅虎資訊股份有限公司台灣分公司,臺北市,D,10,4,40.0%
105,瑞士商寶潔家品有限公司台灣分公司,臺北市,D,4,4,100.0%
106,紅景天養生御品股份有限公司,臺中市,D,7,4,57.1%
107,遠東航空股份有限公司,臺北市,D,5,3,60.0%
108,臺灣華可貴股份有限公司,桃園縣,D,16,3,18.8%
109,台灣杜邦股份有限公司,臺北市,D,5,3,60.0%
110,翰林出版事業股份有限公司,臺南市,D,10,3,30.0%
111,大連化學工業股份有限公司,臺北市,D,6,3,50.0%
112,宏益玻璃科技股份有限公司,新北市,D,7,3,42.9%
113,巨擘科技股份有限公司,新竹市,D,8,3,37.5%
114,友訊科技股份有限公司,臺北市,D,6,3,50.0%
115,瑞昱半導體股份有限公司,新竹縣,D,19,3,15.8%
116,鴻海精密工業股份有限公司新竹園區分公司,新竹市,D,11,3,27.3%
117,義隆電子股份有限公司,新竹縣,D,6,3,50.0%
118,台灣化學纖維股份有限公司麥寮分公司,雲林縣,D,17,3,17.6%
119,啟碁科技股份有限公司,新竹縣,D,20,3,15.0%
120,廣明光電股份有限公司,桃園縣,D,3,3,100.0%
121,全智科技股份有限公司,新竹市,D,3,3,100.0%
122,兆遠科技股份有限公司,新竹縣,D,3,3,100.0%
123,介面光電股份有限公司,桃園縣,D,19,3,15.8%
124,亞太優勢微系統股份有限公司,新竹縣,D,3,3,100.0%
125,閎暉實業股份有限公司,新北市,D,5,3,60.0%
126,聯景光電股份有限公司,桃園縣,D,10,3,30.0%
127,南亞電路板股份有限公司樹林廠,新北市,D,9,3,33.3%
128,台灣飛利浦股份有限公司,臺北市,D,3,3,100.0%
129,華泰大飯店企業股份有限公司,臺北市,D,5,3,60.0%
130,宏碁股份有限公司,臺北市,D,22,3,13.6%
131,台灣雀巢股份有限公司,臺北市,D,3,3,100.0%
132,吉興工程顧問股份有限公司,臺北市,D,3,3,100.0%
133,威健實業股份有限公司,臺北市,D,4,3,75.0%
134,年代網際事業股份有限公司,臺北市,D,6,3,50.0%
135,滿心企業股份有限公司,新北市,D,7,3,42.9%
136,長榮國際股份有限公司,臺北市,D,14,3,21.4%
137,台灣房屋仲介股份有限公司,臺北市,D,6,3,50.0%
138,群益金鼎證券股份有限公司,臺北市,D,7,3,42.9%
139,仕橋企管顧問有限公司,臺北市,D,6,3,50.0%
140,美商科磊股份有限公司台灣分公司,新竹縣,D,4,3,75.0%
141,台灣巴斯夫股份有限公司,臺北市,D,6,3,50.0%
142,國泰世紀產物保險股份有限公司,臺北市,D,17,3,17.6%
143,法떈麗國際股份有限公司,臺北市,D,3,3,100.0%
144,聯意製作股份有限公司,臺北市,D,10,3,30.0%
145,群環科技股份有限公司,臺北市,D,4,3,75.0%
146,凌華科技股份有限公司,新北市,D,7,3,42.9%
147,科林研發股份有限公司,新竹市,D,3,3,100.0%
148,立兆股份有限公司,新北市,D,4,3,75.0%
149,耕興股份有限公司,新北市,D,4,3,75.0%
150,藝珂人事顧問股份有限公司新竹分公司,新竹市,D,3,3,100.0%
151,傲勝國際股份有限公司,臺北市,D,3,3,100.0%
152,和潤企業股份有限公司,臺北市,D,4,3,75.0%
153,長榮空運倉儲股份有限公司,桃園縣,D,5,3,60.0%
154,安瀚視特股份有限公司,臺南市,D,6,3,50.0%
155,傳奇網路遊戲股份有限公司,臺北市,D,4,3,75.0%
156,台灣大昌華嘉股份有限公司,臺北市,D,7,3,42.9%
157,香港商歷궐亞太有限公司台灣分公司,臺北市,D,4,3,75.0%
158,阿瘦實業股份有限公司,臺北市,D,13,3,23.1%
159,建騰創達科技股份有限公司,臺北市,D,3,3,100.0%
160,互盛股份有限公司台北東二區分公司,臺北市,D,4,3,75.0%
161,益和國際股份有限公司,新北市,D,3,3,100.0%
162,壹傳媒電視廣播股份有限公司,臺北市,D,9,3,33.3%
163,澳商澳盛銀行集團股份有限公司台北分公司,臺北市,D,13,3,23.1%
164,台灣優衣庫有限公司,新北市,D,14,3,21.4%
165,國際康健人壽保險股份有限公司,臺北市,D,9,3,33.3%
166,國泰醫療財團法人國泰綜合醫院,臺北市,D,37,3,8.1%
167,長庚醫療財團法人高雄長庚紀念醫院,高雄市,D,51,3,5.9%
168,復興航空運輸股份有限公司,臺北市,D,13,2,15.4%
169,奇美實業股份有限公司,臺南市,D,20,2,10.0%
170,花王（台灣）股份有限公司,新北市,D,5,2,40.0%
171,永信藥品工業股份有限公司,臺中市,D,12,2,16.7%
172,生達化學製藥股份有限公司,臺南市,D,8,2,25.0%
173,嘉裕股份有限公司,臺北市,D,3,2,66.7%
174,台達電子工業股份有限公司,桃園縣,D,20,2,10.0%
175,東台精機股份有限公司,高雄市,D,7,2,28.6%
176,森田印刷廠股份有限公司,臺南市,D,3,2,66.7%
177,大成工程股份有限公司,臺南市,D,3,2,66.7%
178,敬鵬工業股份有限公司,桃園縣,D,38,2,5.3%
179,春原營造股份有限公司,臺北市,D,2,2,100.0%
180,磯鑫工業股份有限公司,臺中市,D,3,2,66.7%
181,宣昶股份有限公司,臺北市,D,2,2,100.0%
182,光磊科技股份有限公司,新竹市,D,13,2,15.4%
183,國瑞汽車股份有限公司,臺北市,D,33,2,6.1%
184,華祺工業股份有限公司,桃園縣,D,2,2,100.0%
185,實盈股份有限公司,臺北市,D,2,2,100.0%
186,昆盈企業股份有限公司,新北市,D,3,2,66.7%
187,亞東工業氣體股份有限公司,臺北市,D,3,2,66.7%
188,伊頓飛瑞慕品股份有限公司內湖廠,臺北市,D,5,2,40.0%
189,智冠科技股份有限公司,高雄市,D,3,2,66.7%
190,台灣必成股份有限公司,嘉義縣,D,8,2,25.0%
191,銀泰科技股份有限公司,臺中市,D,9,2,22.2%
192,達航工業股份有限公司,臺中市,D,3,2,66.7%
193,喬鼎資訊股份有限公司,新竹市,D,2,2,100.0%
194,林朋科技股份有限公司,臺中市,D,2,2,100.0%
195,昇陽國際半導體股份有限公司,新竹市,D,3,2,66.7%
196,威達電股份有限公司,新北市,D,2,2,100.0%
197,中華凸版電子股份有限公司,桃園縣,D,2,2,100.0%
198,茂達電子股份有限公司,新竹市,D,3,2,66.7%
199,金居開發銅箔股份有限公司,臺北市,D,2,2,100.0%
200,明基材料股份有限公司,桃園縣,D,11,2,18.2%
201,榮眾科技股份有限公司,臺南市,D,2,2,100.0%
202,和鑫光電股份有限公司,臺南市,D,29,2,6.9%
203,達邁科技股份有限公司,新竹縣,D,2,2,100.0%
204,台塑海運股份有限公司,臺北市,D,2,2,100.0%
205,茂迪股份有限公司園區分公司,臺南市,D,28,2,7.1%
206,艾笛森光電股份有限公司,新北市,D,4,2,50.0%
207,友輝光電股份有限公司,桃園縣,D,3,2,66.7%
208,台灣大福高科技設備股份有限公司,臺南市,D,2,2,100.0%
209,研碩電腦股份有限公司,臺北市,D,3,2,66.7%
210,日商丸紅國際股份有限公司交通專案分公司,臺北市,D,2,2,100.0%
211,益邦製藥股份有限公司,苗栗縣,D,2,2,100.0%
212,南亞科技股份有限公司三廠,新北市,D,22,2,9.1%
213,精聯電子股份有限公司,新北市,D,3,2,66.7%
214,台灣大日印光罩科技股份有限公司,新竹市,D,2,2,100.0%
215,高通顯示器製造股份有限公司,桃園縣,D,10,2,20.0%
216,銘異科技股份有限公司銘異六廠,桃園縣,D,2,2,100.0%
217,昱成光能股份有限公司,臺北市,D,3,2,66.7%
218,台灣玻璃工業股份有限公司彰濱廠,彰化縣,D,3,2,66.7%
219,新光產物保險股份有限公司,臺北市,D,14,2,14.3%
220,蘇黎世產物保險股份有限公司,臺北市,D,8,2,25.0%
221,第一產物保險股份有限公司,臺北市,D,7,2,28.6%
222,中華開發工業銀行股份有限公司,臺北市,D,5,2,40.0%
223,優美股份有限公司,臺北市,D,2,2,100.0%
224,國泰世華商業銀行股份有限公司,臺北市,D,25,2,8.0%
225,洋基通運股份有限公司,臺北市,D,9,2,22.2%
226,儒鴻企業股份有限公司,新北市,D,12,2,16.7%
227,金器工業股份有限公司,臺北市,D,4,2,50.0%
228,仲量聯行股份有限公司,臺北市,D,3,2,66.7%
229,友尚股份有限公司,臺北市,D,5,2,40.0%
230,荷商葛蘭素史克藥廠股份有限公司台灣分公司,臺北市,D,3,2,66.7%
231,飛捷科技股份有限公司,臺北市,D,3,2,66.7%
232,台灣玻璃工業股份有限公司,臺北市,D,2,2,100.0%
233,台灣德國萊因技術監護顧問股份有限公司,臺北市,D,3,2,66.7%
234,荷蘭商古馳亞太貿易股份有限公司台灣分公司,臺北市,D,3,2,66.7%
235,阿托科技股份有限公司,臺北市,D,2,2,100.0%
236,立端科技股份有限公司,新北市,D,4,2,50.0%
237,新宇科技服務股份有限公司,臺北市,D,3,2,66.7%
238,愛德萬測試股份有限公司,新竹縣,D,2,2,100.0%
239,瑞士商瑞士銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
240,華立企業股份有限公司台北分公司,臺北市,D,3,2,66.7%
241,美商亞培股份有限公司台灣分公司,臺北市,D,3,2,66.7%
242,敬業企業管理顧問股份有限公司,臺北市,D,2,2,100.0%
243,奇鋐科技股份有限公司,新北市,D,3,2,66.7%
244,中華僑泰物流股份有限公司,桃園縣,D,2,2,100.0%
245,敦陽科技股份有限公司,新竹市,D,6,2,33.3%
246,中宇環保工程股份有限公司,高雄市,D,11,2,18.2%
247,普安科技股份有限公司,新北市,D,4,2,50.0%
248,台灣三星電子股份有限公司,臺北市,D,4,2,50.0%
249,美商安邁科技股份有限公司台灣分公司,臺北市,D,4,2,50.0%
250,新加坡商克蘭詩股份有限公司台灣分公司,臺北市,D,2,2,100.0%
251,日商瑞穗實業銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
252,新光三越百貨股份有限公司台北信義分公司,臺北市,D,6,2,33.3%
253,光環科技股份有限公司,新竹市,D,4,2,50.0%
254,臺灣阿斯特捷利康股份有限公司,臺北市,D,2,2,100.0%
255,台灣日鑛金屬股份有限公司,桃園縣,D,2,2,100.0%
256,伯朗咖啡股份有限公司,臺北市,D,5,2,40.0%
257,系微股份有限公司,臺北市,D,5,2,40.0%
258,立錡科技股份有限公司,新竹縣,D,7,2,28.6%
259,台灣保全股份有限公司,臺北市,D,10,2,20.0%
260,和運租車股份有限公司,臺北市,D,3,2,66.7%
261,精實企業管理顧問股份有限公司,臺北市,D,6,2,33.3%
262,廣積科技股份有限公司,臺北市,D,3,2,66.7%
263,康迅數位整合股份有限公司,臺北市,D,3,2,66.7%
264,山汰科技企業有限公司,臺中市,D,2,2,100.0%
265,明基電通股份有限公司,臺北市,D,3,2,66.7%
266,台灣新思科技有限公司,臺北市,D,2,2,100.0%
267,霖園公寓大廈管理維護股份有限公司,臺北市,D,2,2,100.0%
268,香港商俊思海外有限公司台灣分公司,臺北市,D,2,2,100.0%
269,雅妮絲比股份有限公司,新北市,D,2,2,100.0%
270,閎康科技股份有限公司,新竹縣,D,2,2,100.0%
271,荷蘭商臺灣戴爾股份有限公司台灣分公司,臺北市,D,7,2,28.6%
272,互動國際數位股份有限公司,新北市,D,3,2,66.7%
273,亞德光機股份有限公司,桃園縣,D,2,2,100.0%
274,中化裕民健康事業股份有限公司,臺北市,D,2,2,100.0%
275,六角國際事業股份有限公司,新竹縣,D,2,2,100.0%
276,大予行銷顧問有限公司,臺北市,D,3,2,66.7%
277,海華科技股份有限公司,新北市,D,2,2,100.0%
278,吉比鮮釀股份有限公司,臺北市,D,2,2,100.0%
279,華創車電技術中心股份有限公司,臺北市,D,10,2,20.0%
280,訊崴技術有限公司,臺北市,D,2,2,100.0%
281,長鴻榮實業股份有限公司,臺北市,D,2,2,100.0%
282,鵬泰顧問有限公司,臺北市,D,6,2,33.3%
283,京站實業股份有限公司,臺北市,D,2,2,100.0%
284,香港商立德國際商品試驗有限公司桃園分公司,桃園縣,D,4,2,50.0%
285,台灣固網股份有限公司,臺北市,D,3,2,66.7%
286,香港商壹傳媒動畫有限公司台灣分公司,臺北市,D,5,2,40.0%
287,香港商希思黎化妝品有限公司台灣分公司,臺北市,D,2,2,100.0%
288,北智捷汽車股份有限公司,新北市,D,3,2,66.7%
289,第一商業銀行信用卡處,臺北市,D,2,2,100.0%
290,馥盛股份有限公司,臺北市,D,2,2,100.0%
291,巴黎管理顧問股份有限公司,臺北市,D,2,2,100.0%
292,裕隆經管企業股份有限公司,新北市,D,2,2,100.0%
293,英冠達科技股份有限公司,臺北市,D,3,2,66.7%
294,荷蘭商飒拉股份有限公司台灣分公司,臺北市,D,2,2,100.0%
295,台灣蔻馳股份有限公司,臺北市,D,2,2,100.0%
296,糖朝餐飲股份有限公司,臺北市,D,2,2,100.0%
297,華泰商業銀行股份有限公司,臺北市,D,8,2,25.0%
298,長庚醫療財團法人台北長庚紀念醫院,臺北市,D,9,2,22.2%
299,天下雜誌股份有限公司,臺北市,D,2,2,100.0%
300,中國醫藥大學附設醫院,臺中市,D,38,2,5.3%
301,日商倍樂生股份有限公司台北分公司,臺北市,D,3,2,66.7%
302,長庚醫療財團法人雲林長庚紀念醫院,雲林縣,D,2,2,100.0%
303,臺灣肥料股份有限公司新竹廠,新竹市,D,1,1,100.0%
304,南僑化學工業股份有限公司,臺北市,D,2,1,50.0%
305,台灣中華化學工業股份有限公司,桃園縣,D,2,1,50.0%
306,新興航運股份有限公司,臺北市,D,1,1,100.0%
307,台灣水泥股份有限公司花蓮廠,花蓮縣,D,1,1,100.0%
308,台灣第一三共股份有限公司,臺北市,D,1,1,100.0%
309,華新麗華股份有限公司,臺北市,D,11,1,9.1%
310,臺灣塑膠工業股份有限公司,高雄市,D,7,1,14.3%
311,台灣新東機械股份有限公司,新北市,D,1,1,100.0%
312,泰翔纖維染整股份有限公司,新北市,D,1,1,100.0%
313,漢威聯合股份有限公司,新北市,D,1,1,100.0%
314,臺灣日鍛工業股份有限公司,桃園縣,D,1,1,100.0%
315,中化合成生技股份有限公司,新北市,D,2,1,50.0%
316,宏益纖維工業股份有限公司,臺北市,D,2,1,50.0%
317,聯城工業股份有限公司,新竹縣,D,1,1,100.0%
318,欣興電子股份有限公司,桃園縣,D,88,1,1.1%
319,台灣卡西歐股份有限公司,臺北市,D,1,1,100.0%
320,中日合成化學股份有限公司,臺北市,D,1,1,100.0%
321,和泰股份有限公司,臺北市,D,1,1,100.0%
322,健泰工業股份有限公司,桃園縣,D,1,1,100.0%
323,惠民製藥股份有限公司,臺北市,D,1,1,100.0%
324,台灣好奇股份有限公司,高雄市,D,1,1,100.0%
325,新東手套廠股份有限公司,臺北市,D,1,1,100.0%
326,佳麗寶化工股份有限公司,高雄市,D,1,1,100.0%
327,高力熱處理工業股份有限公司,桃園縣,D,3,1,33.3%
328,仁宗蕾絲股份有限公司,桃園縣,D,1,1,100.0%
329,台硝股份有限公司,桃園縣,D,1,1,100.0%
330,國揚實業股份有限公司,臺北市,D,1,1,100.0%
331,皇冠金屬工業股份有限公司,臺北市,D,1,1,100.0%
332,達興纖維股份有限公司新化工廠,臺南市,D,1,1,100.0%
333,佳美食品工業股份有限公司,臺中市,D,2,1,50.0%
334,脫普聚益股份有限公司,臺北市,D,1,1,100.0%
335,協易機械工業股份有限公司,桃園縣,D,3,1,33.3%
336,三久股份有限公司,臺中市,D,1,1,100.0%
337,台燿科技股份有限公司,新竹縣,D,8,1,12.5%
338,中美嘉吉股份有限公司台中飼料廠,臺中市,D,1,1,100.0%
339,新生五金工廠股份有限公司,臺北市,D,1,1,100.0%
340,順源工業股份有限公司,新北市,D,1,1,100.0%
341,百輝紙器股份有限公司,臺南市,D,1,1,100.0%
342,健喬信元醫藥生技股份有限公司,新竹縣,D,3,1,33.3%
343,福安工業股份有限公司,臺南市,D,1,1,100.0%
344,超眾科技股份有限公司,新北市,D,2,1,50.0%
345,中美和石油化學股份有限公司,臺北市,D,3,1,33.3%
346,裕榮食品股份有限公司,高雄市,D,1,1,100.0%
347,美律實業股份有限公司,臺中市,D,3,1,33.3%
348,嬌生股份有限公司,臺北市,D,1,1,100.0%
349,泰鋒染化工業股份有限公司,桃園縣,D,1,1,100.0%
350,本源興股份有限公司,臺北市,D,2,1,50.0%
351,中傳企業股份有限公司,桃園縣,D,1,1,100.0%
352,台灣水泥股份有限公司台中水泥製品廠,臺中市,D,1,1,100.0%
353,格得電子工業股份有限公司,高雄市,D,1,1,100.0%
354,天盛精微科技有限公司,桃園縣,D,1,1,100.0%
355,濟生股份有限公司,臺北市,D,1,1,100.0%
356,均豪精密工業股份有限公司,新竹縣,D,4,1,25.0%
357,坤福營造股份有限公司,臺中市,D,1,1,100.0%
358,台昌彩藝工業股份有限公司,臺中市,D,1,1,100.0%
359,龍偉實業股份有限公司,新北市,D,1,1,100.0%
360,和和機械股份有限公司,臺中市,D,1,1,100.0%
361,有美股份有限公司,臺北市,D,1,1,100.0%
362,喬暘電子股份有限公司,臺北市,D,1,1,100.0%
363,同昌機械股份有限公司,桃園縣,D,1,1,100.0%
364,台技塑膠股份有限公司,桃園縣,D,1,1,100.0%
365,旭和螺絲工業股份有限公司,高雄市,D,1,1,100.0%
366,高準精密工業股份有限公司,高雄市,D,1,1,100.0%
367,星記精密工業股份有限公司,臺中市,D,1,1,100.0%
368,全友電腦股份有限公司,新竹市,D,1,1,100.0%
369,台灣麗偉電腦機械股份有限公司,臺中市,D,1,1,100.0%
370,北爾電子股份有限公司,新北市,D,1,1,100.0%
371,博世力士樂股份有限公司,新北市,D,1,1,100.0%
372,台灣玻璃工業股份有限公司台中廠,臺中市,D,6,1,16.7%
373,神通電腦股份有限公司,臺北市,D,1,1,100.0%
374,志沛企業有限公司,臺北市,D,1,1,100.0%
375,正氧機械工業股份有限公司,臺南市,D,1,1,100.0%
376,北譯精機股份有限公司,桃園縣,D,1,1,100.0%
377,啟德電子股份有限公司,臺中市,D,1,1,100.0%
378,智偉織造股份有限公司,桃園縣,D,1,1,100.0%
379,遠雄營造股份有限公司,臺北市,D,2,1,50.0%
380,野寶科技股份有限公司,臺中市,D,3,1,33.3%
381,隆大營建事業股份有限公司,高雄市,D,1,1,100.0%
382,百略醫學科技股份有限公司,臺北市,D,1,1,100.0%
383,新歷芳企業股份有限公司,臺中市,D,1,1,100.0%
384,凱美塑膠機械股份有限公司,臺中市,D,1,1,100.0%
385,台灣前電電業股份有限公司,臺北市,D,1,1,100.0%
386,百容電子股份有限公司,臺中市,D,5,1,20.0%
387,台灣伊都錦股份有限公司,臺北市,D,2,1,50.0%
388,合宇實業股份有限公司,臺南市,D,1,1,100.0%
389,永誠興業股份有限公司,高雄市,D,1,1,100.0%
390,國記營造股份有限公司,桃園縣,D,1,1,100.0%
391,明門實業股份有限公司,臺北市,D,1,1,100.0%
392,大進精工股份有限公司,臺南市,D,1,1,100.0%
393,台灣赫克力士股份有限公司,臺北市,D,1,1,100.0%
394,元貝實業股份有限公司,臺中市,D,1,1,100.0%
395,油欣精機股份有限公司,桃園縣,D,1,1,100.0%
396,天工精密股份有限公司,臺中市,D,1,1,100.0%
397,中鹿營造股份有限公司,臺北市,D,2,1,50.0%
398,寶僑家品股份有限公司,臺北市,D,1,1,100.0%
399,利晉工程股份有限公司,桃園縣,D,2,1,50.0%
400,明緯企業股份有限公司,新北市,D,3,1,33.3%
401,喬麥屋企業有限公司,新北市,D,1,1,100.0%
402,丞豐實業股份有限公司,新北市,D,1,1,100.0%
403,橋椿金屬股份有限公司,臺中市,D,2,1,50.0%
404,協達車料股份有限公司,新北市,D,1,1,100.0%
405,至佳電子股份有限公司,新北市,D,1,1,100.0%
406,台灣陶氏化學股份有限公司,臺北市,D,1,1,100.0%
407,正台興業股份有限公司,新北市,D,1,1,100.0%
408,喬茂精模工業股份有限公司,臺中市,D,1,1,100.0%
409,嘉新水泥股份有限公司,臺北市,D,1,1,100.0%
410,宗達通運股份有限公司,新竹市,D,1,1,100.0%
411,五綸織造股份有限公司,彰化縣,D,1,1,100.0%
412,樹億興業股份有限公司,南投縣,D,1,1,100.0%
413,上品綜合工業股份有限公司,桃園縣,D,1,1,100.0%
414,宏泰高分子企業有限公司,桃園縣,D,1,1,100.0%
415,若雷針織股份有限公司,臺北市,D,1,1,100.0%
416,麗儀服飾實業股份有限公司,新北市,D,1,1,100.0%
417,建名精密企業股份有限公司,桃園縣,D,1,1,100.0%
418,雙興濾布企業股份有限公司,新竹縣,D,1,1,100.0%
419,台灣百和工業股份有限公司,彰化縣,D,6,1,16.7%
420,協欣電子工業股份有限公司,桃園縣,D,1,1,100.0%
421,益華電腦科技股份有限公司,新竹市,D,1,1,100.0%
422,欣雄天然氣股份有限公司,高雄市,D,1,1,100.0%
423,磐昌科技企業股份有限公司,臺北市,D,1,1,100.0%
424,彰源企業股份有限公司,雲林縣,D,6,1,16.7%
425,旭大實業股份有限公司,新北市,D,1,1,100.0%
426,町洋企業股份有限公司,新北市,D,1,1,100.0%
