序號,投保單位名稱,縣市別,機關性質,法定人數,不足人數,不足百分比
64,緯創資通股份有限公司,新竹市,D,70,5,7.1%
65,京城商業銀行股份有限公司,臺南市,D,9,5,55.6%
66,太平洋崇光百貨股份有限公司,臺北市,D,10,5,50.0%
67,微星科技股份有限公司,新北市,D,21,5,23.8%
68,釆盟股份有限公司,臺北市,D,11,5,45.5%
69,英屬維京群島商利時有限公司台灣分公司,臺北市,D,10,5,50.0%
70,香港商法華香水化粧品有限公司台灣分公司,臺北市,D,5,5,100.0%
71,英屬開曼群島商香奈兒精品股份有限公司台灣分公司,臺北市,D,5,5,100.0%
72,三立電視股份有限公司,臺北市,D,12,5,41.7%
73,藝珂人事顧問股份有限公司,臺北市,D,27,5,18.5%
74,功學社山葉樂器股份有限公司,臺北市,D,6,5,83.3%
75,台灣高速鐵路股份有限公司,臺北市,D,32,5,15.6%
76,台灣凸版國際彩光股份有限公司,臺北市,D,9,5,55.6%
77,台灣大昌華嘉股份有限公司,臺北市,D,7,5,71.4%
78,輝瑞大藥廠股份有限公司,新北市,D,4,4,100.0%
79,潤泰全球股份有限公司,臺北市,D,11,4,36.4%
80,大連化學工業股份有限公司,臺北市,D,7,4,57.1%
81,銀泰科技股份有限公司,臺中市,D,9,4,44.4%
82,台達電子工業股份有限公司台南分公司,臺南市,D,5,4,80.0%
83,索爾思光電股份有限公司,新竹縣,D,4,4,100.0%
84,茂德科技股份有限公司,新竹市,D,10,4,40.0%
85,台灣艾司摩爾股份有限公司,新竹市,D,7,4,57.1%
86,景智電子股份有限公司,桃園縣,D,5,4,80.0%
87,聯景光電股份有限公司,桃園縣,D,9,4,44.4%
88,南亞電路板股份有限公司樹林廠,新北市,D,10,4,40.0%
89,勝普電子股份有限公司錦興廠,桃園縣,D,8,4,50.0%
90,美商聯邦快遞股份有限公司台灣分公司,臺北市,D,10,4,40.0%
91,台灣雀巢股份有限公司,臺北市,D,4,4,100.0%
92,研華股份有限公司,臺北市,D,21,4,19.0%
93,群光電子股份有限公司,新北市,D,6,4,66.7%
94,美商怡佳股份有限公司台灣分公司,臺北市,D,9,4,44.4%
95,萬泰商業銀行股份有限公司,臺北市,D,8,4,50.0%
96,敦陽科技股份有限公司,新竹市,D,6,4,66.7%
97,中宇環保工程股份有限公司,高雄市,D,11,4,36.4%
98,達鴻先進科技股份有限公司,新竹縣,D,12,4,33.3%
99,英屬維京群島商銀鯨股份有限公司台灣分公司,臺北市,D,6,4,66.7%
100,璨圓光電股份有限公司,桃園縣,D,8,4,50.0%
101,泰金寶電通股份有限公司,臺北市,D,11,4,36.4%
102,新加坡商安富利股份有限公司台灣分公司,臺北市,D,6,4,66.7%
103,傳奇網路遊戲股份有限公司,臺北市,D,5,4,80.0%
104,新世紀光電股份有限公司,臺南市,D,10,4,40.0%
105,震旦行股份有限公司台北二十九分公司,新北市,D,5,4,80.0%
106,香港商雅虎資訊股份有限公司台灣分公司,臺北市,D,10,4,40.0%
107,瑞士商寶潔家品有限公司台灣分公司,臺北市,D,4,4,100.0%
108,荷蘭商飒拉股份有限公司台灣分公司,臺北市,D,4,4,100.0%
109,中國醫藥大學附設醫院,臺中市,D,40,4,10.0%
110,台灣杜邦股份有限公司,臺北市,D,4,3,75.0%
111,翰林出版事業股份有限公司,臺南市,D,10,3,30.0%
112,宏益玻璃科技股份有限公司,新北市,D,7,3,42.9%
113,致茂電子股份有限公司,桃園縣,D,12,3,25.0%
114,矽統科技股份有限公司,新竹縣,D,4,3,75.0%
115,友訊科技股份有限公司,臺北市,D,6,3,50.0%
116,亞東工業氣體股份有限公司,臺北市,D,4,3,75.0%
117,立榮航空股份有限公司,臺北市,D,9,3,33.3%
118,台灣必成股份有限公司,嘉義縣,D,8,3,37.5%
119,鴻海精密工業股份有限公司新竹園區分公司,新竹市,D,11,3,27.3%
120,義隆電子股份有限公司,新竹縣,D,6,3,50.0%
121,世界先進積體電路股份有限公司,新竹縣,D,36,3,8.3%
122,聯測科技股份有限公司,新竹市,D,13,3,23.1%
123,啟碁科技股份有限公司,新竹縣,D,19,3,15.8%
124,明基材料股份有限公司,桃園縣,D,11,3,27.3%
125,廣明光電股份有限公司,桃園縣,D,3,3,100.0%
126,榮眾科技股份有限公司,臺南市,D,3,3,100.0%
127,全智科技股份有限公司,新竹市,D,3,3,100.0%
128,閎暉實業股份有限公司,新北市,D,5,3,60.0%
129,國碩科技工業股份有限公司,新竹縣,D,7,3,42.9%
130,台灣順豐速運有限公司,臺北市,D,6,3,50.0%
131,永碩聯合國際股份有限公司,臺北市,D,12,3,25.0%
132,高通顯示器製造股份有限公司,桃園縣,D,10,3,30.0%
133,台灣玻璃工業股份有限公司彰濱廠,彰化縣,D,4,3,75.0%
134,台灣飛利浦股份有限公司,臺北市,D,3,3,100.0%
135,華泰大飯店企業股份有限公司,臺北市,D,5,3,60.0%
136,吉興工程顧問股份有限公司,臺北市,D,3,3,100.0%
137,威健實業股份有限公司,臺北市,D,4,3,75.0%
138,年代網際事業股份有限公司,臺北市,D,6,3,50.0%
139,長榮國際股份有限公司,臺北市,D,14,3,21.4%
140,群益金鼎證券股份有限公司,臺北市,D,7,3,42.9%
141,凱基證券股份有限公司,臺北市,D,29,3,10.3%
142,仕橋企管顧問有限公司,臺北市,D,6,3,50.0%
143,誠品股份有限公司,臺北市,D,13,3,23.1%
144,美商科磊股份有限公司台灣分公司,新竹縣,D,4,3,75.0%
145,台灣巴斯夫股份有限公司,臺北市,D,6,3,50.0%
146,玉山商業銀行股份有限公司,臺北市,D,21,3,14.3%
147,精英人力資源股份有限公司,臺北市,D,20,3,15.0%
148,美商亞培股份有限公司台灣分公司,臺北市,D,3,3,100.0%
149,法麗國際股份有限公司,臺北市,D,3,3,100.0%
150,遠雄人壽保險事業股份有限公司,臺北市,D,14,3,21.4%
151,順益汽車股份有限公司,臺北市,D,13,3,23.1%
152,群環科技股份有限公司,臺北市,D,4,3,75.0%
153,凌華科技股份有限公司,新北市,D,7,3,42.9%
154,科林研發股份有限公司,新竹市,D,3,3,100.0%
155,耕興股份有限公司,新北市,D,4,3,75.0%
156,藝珂人事顧問股份有限公司新竹分公司,新竹市,D,3,3,100.0%
157,傲勝國際股份有限公司,臺北市,D,3,3,100.0%
158,長榮空運倉儲股份有限公司,桃園縣,D,5,3,60.0%
159,康迅數位整合股份有限公司,臺北市,D,4,3,75.0%
160,台灣新思科技股份有限公司,臺北市,D,5,3,60.0%
161,群聯電子股份有限公司,新竹縣,D,6,3,50.0%
162,一零四人力資源顧問股份有限公司,臺北市,D,18,3,16.7%
163,建騰創達科技股份有限公司,臺北市,D,3,3,100.0%
164,泰宣企業股份有限公司,臺北市,D,8,3,37.5%
165,互盛股份有限公司台北東二區分公司,臺北市,D,4,3,75.0%
166,益和國際股份有限公司,新北市,D,3,3,100.0%
167,華創車電技術中心股份有限公司,臺北市,D,11,3,27.3%
168,台灣大戶屋股份有限公司,臺北市,D,3,3,100.0%
169,日陞企管顧問有限公司,桃園縣,D,4,3,75.0%
170,長鴻榮實業股份有限公司,臺北市,D,3,3,100.0%
171,馥盛股份有限公司,臺北市,D,3,3,100.0%
172,澳商澳盛銀行集團股份有限公司台北分公司,臺北市,D,14,3,21.4%
173,業鑫科技顧問股份有限公司,新竹縣,D,5,3,60.0%
174,香港商聯寶電腦有限公司台灣分公司,臺北市,D,3,3,100.0%
175,香港商亞妮斯比股份有限公司台灣分公司,臺北市,D,3,3,100.0%
176,長庚醫療財團法人高雄長庚紀念醫院,高雄市,D,53,3,5.7%
177,復興航空運輸股份有限公司,臺北市,D,15,2,13.3%
178,奇美實業股份有限公司,臺南市,D,20,2,10.0%
179,花王（台灣）股份有限公司,新北市,D,5,2,40.0%
180,台灣玻璃工業股份有限公司新竹廠,新竹市,D,10,2,20.0%
181,臺灣華可貴股份有限公司,桃園縣,D,16,2,12.5%
182,三重汽車客運股份有限公司,新北市,D,14,2,14.3%
183,華泰電子股份有限公司,高雄市,D,38,2,5.3%
184,東台精機股份有限公司,高雄市,D,7,2,28.6%
185,森田印刷廠股份有限公司,臺南市,D,3,2,66.7%
186,大成工程股份有限公司,臺南市,D,2,2,100.0%
187,和和機械股份有限公司,臺中市,D,2,2,100.0%
188,春原營造股份有限公司,臺北市,D,2,2,100.0%
189,新店客運股份有限公司,新北市,D,3,2,66.7%
190,宣昶股份有限公司,臺北市,D,2,2,100.0%
191,光磊科技股份有限公司,新竹市,D,13,2,15.4%
192,明緯企業股份有限公司,新北市,D,3,2,66.7%
193,實盈股份有限公司,臺北市,D,2,2,100.0%
194,昆盈企業股份有限公司,新北市,D,3,2,66.7%
195,亞洲化學股份有限公司楊梅一廠,桃園縣,D,5,2,40.0%
196,大立光電股份有限公司,臺中市,D,28,2,7.1%
197,伸遠工業股份有限公司,新北市,D,2,2,100.0%
198,伊頓飛瑞慕品股份有限公司內湖廠,臺北市,D,5,2,40.0%
199,智冠科技股份有限公司,高雄市,D,3,2,66.7%
200,美磊科技股份有限公司,新竹縣,D,3,2,66.7%
201,達航工業股份有限公司,臺中市,D,3,2,66.7%
202,喬鼎資訊股份有限公司,新竹市,D,2,2,100.0%
203,新普科技股份有限公司,新竹縣,D,4,2,50.0%
204,鈊象電子股份有限公司,新北市,D,9,2,22.2%
205,台灣普利司通股份有限公司,新竹縣,D,7,2,28.6%
206,東京威力科創股份有限公司,新竹市,D,3,2,66.7%
207,威達電股份有限公司,新北市,D,2,2,100.0%
208,光紅建聖股份有限公司,臺北市,D,4,2,50.0%
209,茂達電子股份有限公司,新竹市,D,3,2,66.7%
210,旭德科技股份有限公司,新竹縣,D,11,2,18.2%
211,達創科技股份有限公司,桃園縣,D,8,2,25.0%
212,台灣精銳科技股份有限公司,臺中市,D,5,2,40.0%
213,華亞科技股份有限公司,桃園縣,D,36,2,5.6%
214,台塑生醫科技股份有限公司,臺北市,D,2,2,100.0%
215,友輝光電股份有限公司,桃園縣,D,3,2,66.7%
216,台灣大福高科技設備股份有限公司,臺南市,D,2,2,100.0%
217,研碩電腦股份有限公司,臺北市,D,3,2,66.7%
218,日商丸紅國際股份有限公司交通專案分公司,臺北市,D,2,2,100.0%
219,益邦製藥股份有限公司,苗栗縣,D,2,2,100.0%
220,南亞科技股份有限公司三廠,新北市,D,20,2,10.0%
221,精聯電子股份有限公司,新北市,D,3,2,66.7%
222,台灣大日印光罩科技股份有限公司,新竹市,D,2,2,100.0%
223,銘異科技股份有限公司銘異六廠,桃園縣,D,2,2,100.0%
224,璨圓光電股份有限公司平鎮廠,桃園縣,D,2,2,100.0%
225,第一商業銀行股份有限公司,臺北市,D,66,2,3.0%
226,第一產物保險股份有限公司,臺北市,D,7,2,28.6%
227,中華開發工業銀行股份有限公司,臺北市,D,5,2,40.0%
228,優美股份有限公司,臺北市,D,2,2,100.0%
229,宏碁股份有限公司,臺北市,D,22,2,9.1%
230,洋基通運股份有限公司,臺北市,D,9,2,22.2%
231,儒鴻企業股份有限公司,新北市,D,11,2,18.2%
232,金器工業股份有限公司,臺北市,D,4,2,50.0%
233,仲量聯行股份有限公司,臺北市,D,2,2,100.0%
234,遠揚營造工程股份有限公司,臺北市,D,4,2,50.0%
235,荷商葛蘭素史克藥廠股份有限公司台灣分公司,臺北市,D,3,2,66.7%
236,崇貿科技股份有限公司,新北市,D,2,2,100.0%
237,滿心企業股份有限公司,新北市,D,7,2,28.6%
238,台灣玻璃工業股份有限公司,臺北市,D,2,2,100.0%
239,台灣房屋仲介股份有限公司,臺北市,D,6,2,33.3%
240,台灣德國萊因技術監護顧問股份有限公司,臺北市,D,3,2,66.7%
241,荷蘭商古馳亞太貿易股份有限公司台灣分公司,臺北市,D,3,2,66.7%
242,艾波比股份有限公司,臺北市,D,3,2,66.7%
243,台新綜合證券股份有限公司,臺北市,D,2,2,100.0%
244,東宜資訊股份有限公司,臺北市,D,8,2,25.0%
245,愛德萬測試股份有限公司,新竹縣,D,2,2,100.0%
246,華立企業股份有限公司台北分公司,臺北市,D,3,2,66.7%
247,敬業企業管理顧問股份有限公司,臺北市,D,2,2,100.0%
248,奇鋐科技股份有限公司,新北市,D,3,2,66.7%
249,普安科技股份有限公司,新北市,D,4,2,50.0%
250,聯意製作股份有限公司,臺北市,D,10,2,20.0%
251,統合開發股份有限公司,新北市,D,3,2,66.7%
252,高達汽車股份有限公司,臺中市,D,2,2,100.0%
253,台灣三星電子股份有限公司,臺北市,D,4,2,50.0%
254,美商安邁科技股份有限公司台灣分公司,臺北市,D,4,2,50.0%
255,新加坡商克蘭詩股份有限公司台灣分公司,臺北市,D,2,2,100.0%
256,日商瑞穗實業銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
257,北達汽車股份有限公司,臺北市,D,2,2,100.0%
258,新台旅行社股份有限公司,臺北市,D,2,2,100.0%
259,英屬維爾京群島商莎莎國際股份有限公司台北分公司,臺北市,D,3,2,66.7%
260,光環科技股份有限公司,新竹市,D,5,2,40.0%
261,思夢樂股份有限公司,桃園縣,D,3,2,66.7%
262,亞藝國際股份有限公司,臺北市,D,2,2,100.0%
263,臺灣阿斯特捷利康股份有限公司,臺北市,D,2,2,100.0%
264,台灣日金屬股份有限公司,桃園縣,D,2,2,100.0%
265,藝珂人事顧問股份有限公司台中分公司,臺中市,D,3,2,66.7%
266,立錡科技股份有限公司,新竹縣,D,7,2,28.6%
267,台灣保全股份有限公司,臺北市,D,10,2,20.0%
268,和運租車股份有限公司,臺北市,D,4,2,50.0%
269,和潤企業股份有限公司,臺北市,D,4,2,50.0%
270,華碩聯合科技股份有限公司,臺北市,D,5,2,40.0%
271,廣積科技股份有限公司,臺北市,D,3,2,66.7%
272,神坊資訊股份有限公司,臺北市,D,2,2,100.0%
273,明基電通股份有限公司,臺北市,D,3,2,66.7%
274,霖園公寓大廈管理維護股份有限公司,臺北市,D,2,2,100.0%
275,力旺電子股份有限公司,新竹市,D,2,2,100.0%
276,閎康科技股份有限公司,新竹縣,D,2,2,100.0%
277,香港商歷峯亞太有限公司台灣分公司,臺北市,D,4,2,50.0%
278,燦星國際旅行社股份有限公司,臺北市,D,5,2,40.0%
279,波茵特股份有限公司,臺北市,D,2,2,100.0%
280,荷蘭商臺灣戴爾股份有限公司台灣分公司,臺北市,D,7,2,28.6%
281,互動國際數位股份有限公司,新北市,D,3,2,66.7%
282,台灣英特科人力股份有限公司,臺中市,D,3,2,66.7%
283,中化裕民健康事業股份有限公司,臺北市,D,2,2,100.0%
284,六角國際事業股份有限公司,新竹縣,D,3,2,66.7%
285,海華科技股份有限公司,新北市,D,2,2,100.0%
286,英屬維京群島商永德福汽車股份有限公司台灣分公司,臺北市,D,2,2,100.0%
287,訊崴技術有限公司,臺北市,D,2,2,100.0%
288,艾肯管理顧問有限公司,桃園縣,D,15,2,13.3%
289,優力國際安全認證有限公司,臺北市,D,5,2,40.0%
290,宜得利家居股份有限公司,新北市,D,2,2,100.0%
291,鵬泰顧問有限公司,臺北市,D,5,2,40.0%
292,京站實業股份有限公司,臺北市,D,2,2,100.0%
293,香港商立德國際商品試驗有限公司桃園分公司,桃園縣,D,4,2,50.0%
294,台灣固網股份有限公司,臺北市,D,3,2,66.7%
295,香港商壹傳媒動畫有限公司台灣分公司,臺北市,D,5,2,40.0%
296,智樂堂網路股份有限公司,高雄市,D,2,2,100.0%
297,典華婚訂資源整合股份有限公司,臺北市,D,2,2,100.0%
298,北智捷汽車股份有限公司,新北市,D,3,2,66.7%
299,壹傳媒電視廣播股份有限公司,臺北市,D,7,2,28.6%
300,第一商業銀行信用卡處,臺北市,D,2,2,100.0%
301,巴黎管理顧問股份有限公司,臺北市,D,2,2,100.0%
302,紅景天養生御品股份有限公司,臺中市,D,3,2,66.7%
303,正合國際有限公司,桃園縣,D,3,2,66.7%
304,國際康健人壽保險股份有限公司,臺北市,D,9,2,22.2%
305,陳立教育事業股份有限公司,臺北市,D,2,2,100.0%
306,華泰商業銀行股份有限公司,臺北市,D,8,2,25.0%
307,日商倍樂生股份有限公司台北分公司,臺北市,D,3,2,66.7%
308,新光醫療財團法人新光吳火獅紀念醫院,臺北市,D,23,2,8.7%
309,財團法人台北歐洲學校,臺北市,D,3,2,66.7%
310,財團法人佛教慈濟綜合醫院台中分院,臺中市,D,13,2,15.4%
311,長庚醫療財團法人雲林長庚紀念醫院,雲林縣,D,2,2,100.0%
312,台灣水泥股份有限公司台北水泥製品廠,臺北市,D,1,1,100.0%
313,臺灣肥料股份有限公司新竹廠,新竹市,D,1,1,100.0%
314,台灣中華化學工業股份有限公司,桃園縣,D,2,1,50.0%
315,永豐化學工業股份有限公司,新北市,D,2,1,50.0%
316,大亞電線電纜股份有限公司,臺南市,D,5,1,20.0%
317,輝瑞生技股份有限公司,新北市,D,2,1,50.0%
318,正隆股份有限公司,新北市,D,4,1,25.0%
319,三福氣體股份有限公司,臺北市,D,8,1,12.5%
320,台灣第一三共股份有限公司,臺北市,D,1,1,100.0%
321,華新麗華股份有限公司,臺北市,D,9,1,11.1%
322,永信藥品工業股份有限公司,臺中市,D,11,1,9.1%
323,台灣新東機械股份有限公司,新北市,D,1,1,100.0%
324,泰翔纖維染整股份有限公司,新北市,D,1,1,100.0%
325,漢威聯合股份有限公司,新北市,D,1,1,100.0%
326,聯合利華股份有限公司,臺北市,D,3,1,33.3%
327,臺灣日鍛工業股份有限公司,桃園縣,D,1,1,100.0%
328,中化合成生技股份有限公司,新北市,D,2,1,50.0%
329,福保化學股份有限公司,桃園縣,D,1,1,100.0%
330,宏益纖維工業股份有限公司,臺北市,D,2,1,50.0%
331,聯城工業股份有限公司,新竹縣,D,1,1,100.0%
332,台灣卡西歐股份有限公司,臺北市,D,1,1,100.0%
333,台灣佳能股份有限公司,臺中市,D,52,1,1.9%
334,中日合成化學股份有限公司,臺北市,D,1,1,100.0%
335,和泰股份有限公司,臺北市,D,1,1,100.0%
336,健泰工業股份有限公司,桃園縣,D,1,1,100.0%
337,惠民製藥股份有限公司,臺北市,D,1,1,100.0%
338,永豐餘工業用紙股份有限公司成功廠,臺中市,D,2,1,50.0%
339,佳麗寶化工股份有限公司,高雄市,D,1,1,100.0%
340,高力熱處理工業股份有限公司,桃園縣,D,3,1,33.3%
341,仁宗蕾絲股份有限公司,桃園縣,D,1,1,100.0%
342,台灣特殊金屬網股份有限公司,桃園縣,D,1,1,100.0%
343,台硝股份有限公司,桃園縣,D,1,1,100.0%
344,國揚實業股份有限公司,臺北市,D,1,1,100.0%
345,達興纖維股份有限公司新化工廠,臺南市,D,1,1,100.0%
346,台灣生物製劑股份有限公司,彰化縣,D,1,1,100.0%
347,佳美食品工業股份有限公司,臺中市,D,2,1,50.0%
348,能源航運股份有限公司,臺北市,D,1,1,100.0%
349,新光紡織股份有限公司桃園廠,桃園縣,D,2,1,50.0%
350,中美嘉吉股份有限公司台中飼料廠,臺中市,D,1,1,100.0%
351,新生五金工廠股份有限公司,臺北市,D,1,1,100.0%
352,順源工業股份有限公司,新北市,D,1,1,100.0%
353,穎明工業股份有限公司,高雄市,D,3,1,33.3%
354,健喬信元醫藥生技股份有限公司,新竹縣,D,3,1,33.3%
355,福安工業股份有限公司,臺南市,D,1,1,100.0%
356,超眾科技股份有限公司,新北市,D,2,1,50.0%
357,中美和石油化學股份有限公司,臺北市,D,3,1,33.3%
358,中鋼焊材廠股份有限公司,臺南市,D,2,1,50.0%
359,益興電子股份有限公司,桃園縣,D,2,1,50.0%
360,大同磁器股份有限公司新埔廠,新竹縣,D,1,1,100.0%
361,美律實業股份有限公司,臺中市,D,4,1,25.0%
362,嬌生股份有限公司,臺北市,D,1,1,100.0%
363,侯泰企業股份有限公司,雲林縣,D,1,1,100.0%
364,黑松股份有限公司中壢廠,桃園縣,D,2,1,50.0%
365,本源興股份有限公司,臺北市,D,1,1,100.0%
366,漢泰鋼鐵廠股份有限公司,高雄市,D,1,1,100.0%
367,中傳企業股份有限公司,桃園縣,D,1,1,100.0%
368,台灣水泥股份有限公司台中水泥製品廠,臺中市,D,1,1,100.0%
369,格得電子工業股份有限公司,高雄市,D,1,1,100.0%
370,濟生股份有限公司,臺北市,D,1,1,100.0%
371,均豪精密工業股份有限公司,新竹縣,D,4,1,25.0%
372,榮勝機械工程股份有限公司,新竹市,D,1,1,100.0%
373,台昌彩藝工業股份有限公司,臺中市,D,1,1,100.0%
374,喬暘電子股份有限公司,臺北市,D,1,1,100.0%
375,同昌機械股份有限公司,桃園縣,D,1,1,100.0%
376,台技塑膠股份有限公司,桃園縣,D,1,1,100.0%
377,旭和螺絲工業股份有限公司,高雄市,D,1,1,100.0%
378,高準精密工業股份有限公司,高雄市,D,1,1,100.0%
379,久馨股份有限公司,臺中市,D,1,1,100.0%
380,全友電腦股份有限公司,新竹市,D,1,1,100.0%
381,北爾電子股份有限公司,新北市,D,1,1,100.0%
382,磯鑫工業股份有限公司,臺中市,D,2,1,50.0%
383,博世力士樂股份有限公司,新北市,D,1,1,100.0%
384,台灣玻璃工業股份有限公司台中廠,臺中市,D,6,1,16.7%
385,華宏新技股份有限公司,高雄市,D,9,1,11.1%
386,神通電腦股份有限公司,臺北市,D,1,1,100.0%
387,三盛製衣廠股份有限公司,新北市,D,1,1,100.0%
388,正氧機械工業股份有限公司,臺南市,D,1,1,100.0%
389,北譯精機股份有限公司,桃園縣,D,1,1,100.0%
390,啟德電子股份有限公司,臺中市,D,1,1,100.0%
391,智偉織造股份有限公司,桃園縣,D,1,1,100.0%
392,愛子美實業股份有限公司,臺北市,D,1,1,100.0%
393,隆大營建事業股份有限公司,高雄市,D,1,1,100.0%
394,百略醫學科技股份有限公司,臺北市,D,1,1,100.0%
395,新歷芳企業股份有限公司,臺中市,D,1,1,100.0%
396,台灣前電電業股份有限公司,臺北市,D,1,1,100.0%
397,寬源實業股份有限公司,南投縣,D,1,1,100.0%
398,偉訓科技股份有限公司,臺南市,D,1,1,100.0%
399,台灣伊都錦股份有限公司,臺北市,D,2,1,50.0%
400,賜芳股份有限公司,雲林縣,D,1,1,100.0%
401,伍經企業股份有限公司,高雄市,D,1,1,100.0%
402,永誠興業股份有限公司,高雄市,D,1,1,100.0%
403,國記營造股份有限公司,桃園縣,D,1,1,100.0%
404,嶸昌機械股份有限公司,新北市,D,1,1,100.0%
405,李長榮化學工業股份有限公司林園廠,高雄市,D,1,1,100.0%
406,明門實業股份有限公司,臺北市,D,1,1,100.0%
407,大進精工股份有限公司,臺南市,D,1,1,100.0%
408,台灣赫克力士股份有限公司,臺北市,D,1,1,100.0%
409,東海冷凍股份有限公司,新北市,D,1,1,100.0%
410,油欣精機股份有限公司,桃園縣,D,1,1,100.0%
411,巨擘科技股份有限公司,新竹市,D,9,1,11.1%
412,捷流閥業股份有限公司,新北市,D,2,1,50.0%
413,再華實業股份有限公司,新北市,D,1,1,100.0%
414,鼎朋企業股份有限公司,桃園縣,D,1,1,100.0%
415,國瑞汽車股份有限公司,臺北市,D,35,1,2.9%
416,天工精密股份有限公司,臺中市,D,1,1,100.0%
417,中鹿營造股份有限公司,臺北市,D,2,1,50.0%
418,寶僑家品股份有限公司,臺北市,D,1,1,100.0%
419,利晉工程股份有限公司,桃園縣,D,2,1,50.0%
420,華祺工業股份有限公司,桃園縣,D,1,1,100.0%
421,喬麥屋企業有限公司,新北市,D,1,1,100.0%
422,丞豐實業股份有限公司,新北市,D,1,1,100.0%
423,立仲機械股份有限公司,臺中市,D,1,1,100.0%
424,台灣開利股份有限公司,臺北市,D,2,1,50.0%
