序號,投保單位名稱,縣市別,機關性質,法定人數,不足人數,不足百分比
32,新加坡商惠普全球科技股份有限公司台灣分公司,臺北市,D,11,8,72.7%
33,藝珂人事顧問股份有限公司,臺北市,D,28,8,28.6%
34,旭硝子顯示玻璃股份有限公司,雲林縣,D,18,7,38.9%
35,台灣電氣硝子股份有限公司,臺中市,D,8,7,87.5%
36,聚成科技股份有限公司,新竹市,D,9,7,77.8%
37,上海商業儲蓄銀行股份有限公司,臺北市,D,23,7,30.4%
38,富士康國際股份有限公司,新北市,D,15,7,46.7%
39,遠東航空股份有限公司,臺北市,D,6,6,100.0%
40,黛安芬國際股份有限公司,新北市,D,13,6,46.2%
41,台灣明尼蘇達礦業製造股份有限公司,臺北市,D,10,6,60.0%
42,長榮海運股份有限公司,臺北市,D,12,6,50.0%
43,新日興股份有限公司,新北市,D,11,6,54.5%
44,光寶科技股份有限公司,新北市,D,19,6,31.6%
45,台塑石化股份有限公司,雲林縣,D,51,6,11.8%
46,台灣應用材料股份有限公司,新竹縣,D,9,6,66.7%
47,奇美材料科技股份有限公司,臺南市,D,11,6,54.5%
48,和碩聯合科技股份有限公司,臺北市,D,51,6,11.8%
49,台灣富士全錄股份有限公司,臺北市,D,9,6,66.7%
50,美商英特爾亞太科技有限公司台灣分公司,臺北市,D,7,6,85.7%
51,微星科技股份有限公司,新北市,D,21,6,28.6%
52,趨勢科技股份有限公司,臺北市,D,12,6,50.0%
53,玉山商業銀行股份有限公司,臺北市,D,22,6,27.3%
54,遠雄人壽保險事業股份有限公司,臺北市,D,14,6,42.9%
55,萬寶華企業管理顧問股份有限公司,臺北市,D,26,6,23.1%
56,台灣高速鐵路股份有限公司,臺北市,D,32,6,18.8%
57,瀚宇彩晶股份有限公司,臺北市,D,24,6,25.0%
58,香港商瑞健股份有限公司台灣分公司,桃園縣,D,15,6,40.0%
59,三信商業銀行股份有限公司,臺中市,D,11,6,54.5%
60,台灣華歌爾股份有限公司,桃園縣,D,24,5,20.8%
61,聯景光電股份有限公司,桃園縣,D,10,5,50.0%
62,京城商業銀行股份有限公司,臺南市,D,9,5,55.6%
63,太平洋崇光百貨股份有限公司,臺北市,D,10,5,50.0%
64,釆盟股份有限公司,臺北市,D,11,5,45.5%
65,英屬維京群島商利時有限公司台灣分公司,臺北市,D,10,5,50.0%
66,香港商法華香水化粧品有限公司台灣分公司,臺北市,D,5,5,100.0%
67,英屬開曼群島商香奈兒精品股份有限公司台灣分公司,臺北市,D,5,5,100.0%
68,功學社山葉樂器股份有限公司,臺北市,D,6,5,83.3%
69,英屬維京群島商銀鯨股份有限公司台灣分公司,臺北市,D,6,5,83.3%
70,泰金寶電通股份有限公司,臺北市,D,11,5,45.5%
71,新加坡商安富利股份有限公司台灣分公司,臺北市,D,6,5,83.3%
72,新加坡商立可人事顧問有限公司台灣分公司,臺北市,D,6,5,83.3%
73,全球華人股份有限公司台南分公司,臺南市,D,14,5,35.7%
74,國泰醫療財團法人國泰綜合醫院,臺北市,D,38,5,13.2%
75,香港商蘋果日報出版發展有限公司台灣分公司,臺北市,D,11,5,45.5%
76,中華航空股份有限公司,桃園縣,D,63,4,6.3%
77,輝瑞大藥廠股份有限公司,新北市,D,4,4,100.0%
78,潤泰全球股份有限公司,臺北市,D,11,4,36.4%
79,欣興電子股份有限公司,桃園縣,D,91,4,4.4%
80,台灣杜邦股份有限公司,臺北市,D,5,4,80.0%
81,矽統科技股份有限公司,新竹縣,D,5,4,80.0%
82,聯測科技股份有限公司,新竹市,D,14,4,28.6%
83,台達電子工業股份有限公司台南分公司,臺南市,D,5,4,80.0%
84,索爾思光電股份有限公司,新竹縣,D,4,4,100.0%
85,啟碁科技股份有限公司,新竹縣,D,20,4,20.0%
86,介面光電股份有限公司,桃園縣,D,18,4,22.2%
87,景智電子股份有限公司,桃園縣,D,5,4,80.0%
88,南亞電路板股份有限公司樹林廠,新北市,D,10,4,40.0%
89,美商聯邦快遞股份有限公司台灣分公司,臺北市,D,10,4,40.0%
90,研華股份有限公司,臺北市,D,21,4,19.0%
91,群光電子股份有限公司,新北市,D,6,4,66.7%
92,香港商捷時海外貿易有限公司台灣分公司,臺北市,D,11,4,36.4%
93,美商怡佳股份有限公司台灣分公司,臺北市,D,9,4,44.4%
94,萬泰商業銀行股份有限公司,臺北市,D,8,4,50.0%
95,中宇環保工程股份有限公司,高雄市,D,12,4,33.3%
96,達鴻先進科技股份有限公司,新竹縣,D,12,4,33.3%
97,三立電視股份有限公司,臺北市,D,12,4,33.3%
98,璨圓光電股份有限公司,桃園縣,D,7,4,57.1%
99,網訊電通股份有限公司,臺北市,D,6,4,66.7%
100,傳奇網路遊戲股份有限公司,臺北市,D,5,4,80.0%
101,新世紀光電股份有限公司,臺南市,D,10,4,40.0%
102,震旦行股份有限公司台北二十九分公司,新北市,D,5,4,80.0%
103,泰宣企業股份有限公司,臺北市,D,8,4,50.0%
104,香港商雅虎資訊股份有限公司台灣分公司,臺北市,D,10,4,40.0%
105,台灣大戶屋股份有限公司,臺北市,D,4,4,100.0%
106,瑞士商寶潔家品有限公司台灣分公司,臺北市,D,4,4,100.0%
107,長庚醫療財團法人高雄長庚紀念醫院,高雄市,D,52,4,7.7%
108,台灣佳能股份有限公司,臺中市,D,54,3,5.6%
109,華泰電子股份有限公司,高雄市,D,39,3,7.7%
110,台達電子工業股份有限公司桃園廠,桃園縣,D,19,3,15.8%
111,大連化學工業股份有限公司,臺北市,D,6,3,50.0%
112,光磊科技股份有限公司,新竹市,D,14,3,21.4%
113,巨擘科技股份有限公司,新竹市,D,8,3,37.5%
114,致茂電子股份有限公司,桃園縣,D,12,3,25.0%
115,友訊科技股份有限公司,臺北市,D,6,3,50.0%
116,立榮航空股份有限公司,臺北市,D,9,3,33.3%
117,台灣必成股份有限公司,嘉義縣,D,8,3,37.5%
118,銀泰科技股份有限公司,臺中市,D,9,3,33.3%
119,鴻海精密工業股份有限公司新竹園區分公司,新竹市,D,11,3,27.3%
120,義隆電子股份有限公司,新竹縣,D,6,3,50.0%
121,台灣化學纖維股份有限公司麥寮分公司,雲林縣,D,18,3,16.7%
122,旭德科技股份有限公司,新竹縣,D,11,3,27.3%
123,明基材料股份有限公司,桃園縣,D,11,3,27.3%
124,廣明光電股份有限公司,桃園縣,D,3,3,100.0%
125,榮眾科技股份有限公司,臺南市,D,3,3,100.0%
126,全智科技股份有限公司,新竹市,D,3,3,100.0%
127,閎暉實業股份有限公司,新北市,D,5,3,60.0%
128,台灣艾司摩爾股份有限公司,新竹市,D,6,3,50.0%
129,華亞科技股份有限公司,桃園縣,D,35,3,8.6%
130,國碩科技工業股份有限公司,新竹縣,D,7,3,42.9%
131,台灣順豐速運有限公司,臺北市,D,6,3,50.0%
132,昱晶能源科技股份有限公司台北分公司,臺北市,D,7,3,42.9%
133,高通顯示器製造股份有限公司,桃園縣,D,10,3,30.0%
134,日月光半導體製造股份有限公司中壢分公司封測六廠,桃園縣,D,22,3,13.6%
135,台灣玻璃工業股份有限公司彰濱廠,彰化縣,D,4,3,75.0%
136,勝普電子股份有限公司,桃園縣,D,8,3,37.5%
137,保誠人壽保險股份有限公司,臺北市,D,7,3,42.9%
138,台灣飛利浦股份有限公司,臺北市,D,3,3,100.0%
139,台灣雀巢股份有限公司,臺北市,D,3,3,100.0%
140,吉興工程顧問股份有限公司,臺北市,D,3,3,100.0%
141,威健實業股份有限公司,臺北市,D,4,3,75.0%
142,仲量聯行股份有限公司,臺北市,D,3,3,100.0%
143,年代網際事業股份有限公司,臺北市,D,6,3,50.0%
144,滿心企業股份有限公司,新北市,D,7,3,42.9%
145,長榮國際股份有限公司,臺北市,D,14,3,21.4%
146,台灣房屋仲介股份有限公司,臺北市,D,6,3,50.0%
147,群益金鼎證券股份有限公司,臺北市,D,7,3,42.9%
148,凱基證券股份有限公司,臺北市,D,29,3,10.3%
149,仕橋企管顧問有限公司,臺北市,D,6,3,50.0%
150,美商科磊股份有限公司台灣分公司,新竹縣,D,4,3,75.0%
151,台灣巴斯夫股份有限公司,臺北市,D,6,3,50.0%
152,精英人力資源股份有限公司,臺北市,D,19,3,15.8%
153,美商亞培股份有限公司台灣分公司,臺北市,D,3,3,100.0%
154,敦陽科技股份有限公司,新竹市,D,6,3,50.0%
155,法倈麗國際股份有限公司,臺北市,D,3,3,100.0%
156,聯意製作股份有限公司,臺北市,D,11,3,27.3%
157,群環科技股份有限公司,臺北市,D,4,3,75.0%
158,凌華科技股份有限公司,新北市,D,7,3,42.9%
159,科林研發股份有限公司,新竹市,D,3,3,100.0%
160,耕興股份有限公司,新北市,D,4,3,75.0%
161,藝珂人事顧問股份有限公司新竹分公司,新竹市,D,3,3,100.0%
162,傲勝國際股份有限公司,臺北市,D,3,3,100.0%
163,和運租車股份有限公司,臺北市,D,4,3,75.0%
164,長榮空運倉儲股份有限公司,桃園縣,D,5,3,60.0%
165,康迅數位整合股份有限公司,臺北市,D,4,3,75.0%
166,安瀚視特股份有限公司,臺南市,D,6,3,50.0%
167,群聯電子股份有限公司,新竹縣,D,6,3,50.0%
168,雅妮絲比股份有限公司,新北市,D,3,3,100.0%
169,台灣大昌華嘉股份有限公司,臺北市,D,7,3,42.9%
170,建騰創達科技股份有限公司,臺北市,D,3,3,100.0%
171,台灣無印良品股份有限公司,臺北市,D,7,3,42.9%
172,互盛股份有限公司台北東二區分公司,臺北市,D,4,3,75.0%
173,益和國際股份有限公司,新北市,D,3,3,100.0%
174,華創車電技術中心股份有限公司,臺北市,D,11,3,27.3%
175,壹傳媒電視廣播股份有限公司,臺北市,D,9,3,33.3%
176,馥盛股份有限公司,臺北市,D,3,3,100.0%
177,澳商澳盛銀行集團股份有限公司台北分公司,臺北市,D,14,3,21.4%
178,紅景天養生御品股份有限公司,臺中市,D,4,3,75.0%
179,荷蘭商飒拉股份有限公司台灣分公司,臺北市,D,3,3,100.0%
180,中國醫藥大學附設醫院,臺中市,D,40,3,7.5%
181,奇美實業股份有限公司,臺南市,D,20,2,10.0%
182,花王（台灣）股份有限公司,新北市,D,5,2,40.0%
183,台灣玻璃工業股份有限公司新竹廠,新竹市,D,10,2,20.0%
184,臺灣華可貴股份有限公司,桃園縣,D,16,2,12.5%
185,華新麗華股份有限公司,臺北市,D,10,2,20.0%
186,三重汽車客運股份有限公司,新北市,D,13,2,15.4%
187,東台精機股份有限公司,高雄市,D,7,2,28.6%
188,森田印刷廠股份有限公司,臺南市,D,3,2,66.7%
189,翰林出版事業股份有限公司,臺南市,D,9,2,22.2%
190,大成工程股份有限公司,臺南市,D,2,2,100.0%
191,和和機械股份有限公司,臺中市,D,2,2,100.0%
192,春原營造股份有限公司,臺北市,D,2,2,100.0%
193,新店客運股份有限公司,新北市,D,3,2,66.7%
194,磯鑫工業股份有限公司,臺中市,D,3,2,66.7%
195,宏益玻璃科技股份有限公司,新北市,D,6,2,33.3%
196,宣昶股份有限公司,臺北市,D,2,2,100.0%
197,寶僑家品股份有限公司,臺北市,D,2,2,100.0%
198,華祺工業股份有限公司,桃園縣,D,2,2,100.0%
199,實盈股份有限公司,臺北市,D,2,2,100.0%
200,昆盈企業股份有限公司,新北市,D,3,2,66.7%
201,亞洲化學股份有限公司楊梅一廠,桃園縣,D,5,2,40.0%
202,伸遠工業股份有限公司,新北市,D,2,2,100.0%
203,亞東工業氣體股份有限公司,臺北市,D,3,2,66.7%
204,伊頓飛瑞慕品股份有限公司內湖廠,臺北市,D,5,2,40.0%
205,瑞昱半導體股份有限公司,新竹縣,D,20,2,10.0%
206,旺宏電子股份有限公司,新竹市,D,48,2,4.2%
207,智冠科技股份有限公司,高雄市,D,3,2,66.7%
208,美磊科技股份有限公司,新竹縣,D,4,2,50.0%
209,達航工業股份有限公司,臺中市,D,3,2,66.7%
210,喬鼎資訊股份有限公司,新竹市,D,2,2,100.0%
211,世界先進積體電路股份有限公司,新竹縣,D,35,2,5.7%
212,東京威力科創股份有限公司,新竹市,D,3,2,66.7%
213,昇陽國際半導體股份有限公司,新竹市,D,4,2,50.0%
214,威達電股份有限公司,新北市,D,2,2,100.0%
215,中華凸版電子股份有限公司,桃園縣,D,2,2,100.0%
216,光紅建聖股份有限公司,臺北市,D,4,2,50.0%
217,茂達電子股份有限公司,新竹市,D,3,2,66.7%
218,達創科技股份有限公司,桃園縣,D,8,2,25.0%
219,聯仕電子化學材料股份有限公司,臺北市,D,2,2,100.0%
220,達邁科技股份有限公司,新竹縣,D,2,2,100.0%
221,台塑海運股份有限公司,臺北市,D,2,2,100.0%
222,洋華光電股份有限公司,桃園縣,D,10,2,20.0%
223,緯創資通股份有限公司,新竹市,D,68,2,2.9%
224,碩達科技股份有限公司,苗栗縣,D,3,2,66.7%
225,台塑生醫科技股份有限公司,臺北市,D,2,2,100.0%
226,友輝光電股份有限公司,桃園縣,D,3,2,66.7%
227,昱晶能源科技股份有限公司,苗栗縣,D,8,2,25.0%
228,台灣大福高科技設備股份有限公司,臺南市,D,2,2,100.0%
229,研碩電腦股份有限公司,臺北市,D,3,2,66.7%
230,日商丸紅國際股份有限公司交通專案分公司,臺北市,D,2,2,100.0%
231,晶測電子股份有限公司,桃園縣,D,2,2,100.0%
232,益邦製藥股份有限公司,苗栗縣,D,2,2,100.0%
233,南亞科技股份有限公司三廠,新北市,D,21,2,9.5%
234,永碩聯合國際股份有限公司,臺北市,D,12,2,16.7%
235,精聯電子股份有限公司,新北市,D,3,2,66.7%
236,台灣大日印光罩科技股份有限公司,新竹市,D,2,2,100.0%
237,銘異科技股份有限公司銘異六廠,桃園縣,D,2,2,100.0%
238,璨圓光電股份有限公司平鎮廠,桃園縣,D,2,2,100.0%
239,第一商業銀行股份有限公司,臺北市,D,66,2,3.0%
240,蘇黎世產物保險股份有限公司,臺北市,D,8,2,25.0%
241,第一產物保險股份有限公司,臺北市,D,7,2,28.6%
242,中國電視事業股份有限公司,臺北市,D,4,2,50.0%
243,中華開發工業銀行股份有限公司,臺北市,D,5,2,40.0%
244,優美股份有限公司,臺北市,D,2,2,100.0%
245,華泰大飯店企業股份有限公司,臺北市,D,5,2,40.0%
246,宏碁股份有限公司,臺北市,D,22,2,9.1%
247,洋基通運股份有限公司,臺北市,D,9,2,22.2%
248,儒鴻企業股份有限公司,新北市,D,11,2,18.2%
249,金器工業股份有限公司,臺北市,D,4,2,50.0%
250,遠揚營造工程股份有限公司,臺北市,D,5,2,40.0%
251,荷商葛蘭素史克藥廠股份有限公司台灣分公司,臺北市,D,3,2,66.7%
252,台灣玻璃工業股份有限公司,臺北市,D,2,2,100.0%
253,台灣德國萊因技術監護顧問股份有限公司,臺北市,D,3,2,66.7%
254,勤眾興業股份有限公司,桃園縣,D,2,2,100.0%
255,荷蘭商古馳亞太貿易股份有限公司台灣分公司,臺北市,D,3,2,66.7%
256,艾波比股份有限公司,臺北市,D,3,2,66.7%
257,阿托科技股份有限公司,臺北市,D,2,2,100.0%
258,誠品股份有限公司,臺北市,D,12,2,16.7%
259,台新綜合證券股份有限公司,臺北市,D,2,2,100.0%
260,東宜資訊股份有限公司,臺北市,D,8,2,25.0%
261,艾訊股份有限公司,新北市,D,4,2,50.0%
262,愛德萬測試股份有限公司,新竹縣,D,2,2,100.0%
263,華立企業股份有限公司台北分公司,臺北市,D,3,2,66.7%
264,敬業企業管理顧問股份有限公司,臺北市,D,2,2,100.0%
265,奇鋐科技股份有限公司,新北市,D,3,2,66.7%
266,普安科技股份有限公司,新北市,D,4,2,50.0%
267,國泰世紀產物保險股份有限公司,臺北市,D,17,2,11.8%
268,台灣人壽保險股份有限公司高雄分公司,高雄市,D,6,2,33.3%
269,台灣三星電子股份有限公司,臺北市,D,4,2,50.0%
270,美商安邁科技股份有限公司台灣分公司,臺北市,D,4,2,50.0%
271,新加坡商克蘭詩股份有限公司台灣分公司,臺北市,D,2,2,100.0%
272,日商瑞穗實業銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
273,北達汽車股份有限公司,臺北市,D,2,2,100.0%
274,新台旅行社股份有限公司,臺北市,D,2,2,100.0%
275,昇恒昌股份有限公司,臺北市,D,40,2,5.0%
276,新光三越百貨股份有限公司台北信義分公司,臺北市,D,6,2,33.3%
277,思夢樂股份有限公司,桃園縣,D,3,2,66.7%
278,亞藝國際股份有限公司,臺北市,D,2,2,100.0%
279,臺灣阿斯特捷利康股份有限公司,臺北市,D,2,2,100.0%
280,台灣日鑛金屬股份有限公司,桃園縣,D,2,2,100.0%
281,藝珂人事顧問股份有限公司台中分公司,臺中市,D,3,2,66.7%
282,立錡科技股份有限公司,新竹縣,D,7,2,28.6%
283,台灣保全股份有限公司,臺北市,D,10,2,20.0%
284,和潤企業股份有限公司,臺北市,D,4,2,50.0%
285,廣積科技股份有限公司,臺北市,D,3,2,66.7%
286,明基電通股份有限公司,臺北市,D,3,2,66.7%
287,台灣新思科技股份有限公司,臺北市,D,2,2,100.0%
288,霖園公寓大廈管理維護股份有限公司,臺北市,D,2,2,100.0%
289,力旺電子股份有限公司,新竹市,D,2,2,100.0%
290,香港商俊思海外有限公司台灣分公司,臺北市,D,2,2,100.0%
291,閎康科技股份有限公司,新竹縣,D,2,2,100.0%
292,包豪氏企業有限公司,臺北市,D,2,2,100.0%
293,波茵特股份有限公司,臺北市,D,2,2,100.0%
294,荷蘭商臺灣戴爾股份有限公司台灣分公司,臺北市,D,7,2,28.6%
295,互動國際數位股份有限公司,新北市,D,3,2,66.7%
296,台灣英特科人力股份有限公司,臺中市,D,3,2,66.7%
297,中化裕民健康事業股份有限公司,臺北市,D,2,2,100.0%
298,海華科技股份有限公司,新北市,D,2,2,100.0%
299,英屬維京群島商永德福汽車股份有限公司台灣分公司,臺北市,D,2,2,100.0%
300,吉比鮮釀股份有限公司,臺北市,D,2,2,100.0%
301,訊崴技術有限公司,臺北市,D,2,2,100.0%
302,優力國際安全認證有限公司,臺北市,D,5,2,40.0%
303,宜得利家居股份有限公司,新北市,D,2,2,100.0%
304,長鴻榮實業股份有限公司,臺北市,D,2,2,100.0%
305,鵬泰顧問有限公司,臺北市,D,6,2,33.3%
306,京站實業股份有限公司,臺北市,D,2,2,100.0%
307,香港商立德國際商品試驗有限公司桃園分公司,桃園縣,D,4,2,50.0%
308,台灣固網股份有限公司,臺北市,D,3,2,66.7%
309,香港商壹傳媒動畫有限公司台灣分公司,臺北市,D,5,2,40.0%
310,香港商希思黎化妝品有限公司台灣分公司,臺北市,D,2,2,100.0%
311,小蒙牛餐飲有限公司,臺北市,D,3,2,66.7%
312,北智捷汽車股份有限公司,新北市,D,3,2,66.7%
313,第一商業銀行信用卡處,臺北市,D,2,2,100.0%
314,巴黎管理顧問股份有限公司,臺北市,D,2,2,100.0%
315,業鑫科技顧問股份有限公司,新竹縣,D,4,2,50.0%
316,國際康健人壽保險股份有限公司,臺北市,D,9,2,22.2%
317,糖朝餐飲股份有限公司,臺北市,D,2,2,100.0%
318,福容大飯店股份有限公司月眉分公司,臺中市,D,2,2,100.0%
319,陳立教育事業股份有限公司,臺北市,D,2,2,100.0%
320,香港商聯寶電腦有限公司台灣分公司,臺北市,D,2,2,100.0%
321,華泰商業銀行股份有限公司,臺北市,D,8,2,25.0%
322,日商倍樂生股份有限公司台北分公司,臺北市,D,3,2,66.7%
323,新光醫療財團法人新光吳火獅紀念醫院,臺北市,D,23,2,8.7%
324,財團法人台北歐洲學校,臺北市,D,3,2,66.7%
325,長庚醫療財團法人雲林長庚紀念醫院,雲林縣,D,2,2,100.0%
326,台灣水泥股份有限公司台北水泥製品廠,臺北市,D,1,1,100.0%
327,臺灣肥料股份有限公司新竹廠,新竹市,D,1,1,100.0%
328,台灣中華化學工業股份有限公司,桃園縣,D,2,1,50.0%
329,永豐化學工業股份有限公司,新北市,D,2,1,50.0%
330,復興航空運輸股份有限公司,臺北市,D,14,1,7.1%
331,輝瑞生技股份有限公司,新北市,D,3,1,33.3%
332,正隆股份有限公司,新北市,D,4,1,25.0%
333,台灣第一三共股份有限公司,臺北市,D,1,1,100.0%
334,永信藥品工業股份有限公司,臺中市,D,11,1,9.1%
335,台灣新東機械股份有限公司,新北市,D,1,1,100.0%
336,泰翔纖維染整股份有限公司,新北市,D,1,1,100.0%
337,漢威聯合股份有限公司,新北市,D,1,1,100.0%
338,高福化學工業股份有限公司,高雄市,D,1,1,100.0%
339,聯合利華股份有限公司,臺北市,D,3,1,33.3%
340,臺灣日鍛工業股份有限公司,桃園縣,D,1,1,100.0%
341,宏益纖維工業股份有限公司,臺北市,D,2,1,50.0%
342,聯城工業股份有限公司,新竹縣,D,1,1,100.0%
343,台灣卡西歐股份有限公司,臺北市,D,1,1,100.0%
344,中日合成化學股份有限公司,臺北市,D,1,1,100.0%
345,和泰股份有限公司,臺北市,D,1,1,100.0%
346,健泰工業股份有限公司,桃園縣,D,1,1,100.0%
347,惠民製藥股份有限公司,臺北市,D,1,1,100.0%
348,永豐餘工業用紙股份有限公司成功廠,臺中市,D,2,1,50.0%
349,協益電子股份有限公司,新北市,D,3,1,33.3%
350,隆興鋼鐵工業股份有限公司,高雄市,D,1,1,100.0%
351,佳麗寶化工股份有限公司,高雄市,D,1,1,100.0%
352,台硝股份有限公司,桃園縣,D,1,1,100.0%
353,美利達工業股份有限公司,彰化縣,D,10,1,10.0%
354,國揚實業股份有限公司,臺北市,D,1,1,100.0%
355,達興纖維股份有限公司新化工廠,臺南市,D,1,1,100.0%
356,佳美食品工業股份有限公司,臺中市,D,2,1,50.0%
357,協易機械工業股份有限公司,桃園縣,D,3,1,33.3%
358,三久股份有限公司,臺中市,D,1,1,100.0%
359,新光紡織股份有限公司桃園廠,桃園縣,D,2,1,50.0%
360,中美嘉吉股份有限公司台中飼料廠,臺中市,D,1,1,100.0%
361,新生五金工廠股份有限公司,臺北市,D,1,1,100.0%
362,順源工業股份有限公司,新北市,D,1,1,100.0%
363,穎明工業股份有限公司,高雄市,D,3,1,33.3%
364,寶成工業股份有限公司第三廠,彰化縣,D,4,1,25.0%
365,健喬信元醫藥生技股份有限公司,新竹縣,D,3,1,33.3%
366,福安工業股份有限公司,臺南市,D,1,1,100.0%
367,中美和石油化學股份有限公司,臺北市,D,3,1,33.3%
368,美律實業股份有限公司,臺中市,D,4,1,25.0%
369,嬌生股份有限公司,臺北市,D,1,1,100.0%
370,黑松股份有限公司中壢廠,桃園縣,D,2,1,50.0%
371,本源興股份有限公司,臺北市,D,1,1,100.0%
372,漢泰鋼鐵廠股份有限公司,高雄市,D,1,1,100.0%
373,中傳企業股份有限公司,桃園縣,D,1,1,100.0%
374,台灣水泥股份有限公司台中水泥製品廠,臺中市,D,1,1,100.0%
375,格得電子工業股份有限公司,高雄市,D,1,1,100.0%
376,天盛精微科技有限公司,桃園縣,D,1,1,100.0%
377,濟生股份有限公司,臺北市,D,1,1,100.0%
378,均豪精密工業股份有限公司,新竹縣,D,4,1,25.0%
379,榮勝機械工程股份有限公司,新竹市,D,1,1,100.0%
380,坤福營造股份有限公司,臺中市,D,1,1,100.0%
381,台昌彩藝工業股份有限公司,臺中市,D,1,1,100.0%
382,龍偉實業股份有限公司,新北市,D,1,1,100.0%
383,東聯化學股份有限公司高雄林園廠,高雄市,D,3,1,33.3%
384,喬暘電子股份有限公司,臺北市,D,1,1,100.0%
385,同昌機械股份有限公司,桃園縣,D,1,1,100.0%
386,台技塑膠股份有限公司,桃園縣,D,1,1,100.0%
387,旭和螺絲工業股份有限公司,高雄市,D,1,1,100.0%
388,雷虎科技股份有限公司,臺中市,D,2,1,50.0%
389,高準精密工業股份有限公司,高雄市,D,1,1,100.0%
390,萬國通路股份有限公司,臺南市,D,4,1,25.0%
391,全友電腦股份有限公司,新竹市,D,1,1,100.0%
392,北爾電子股份有限公司,新北市,D,1,1,100.0%
393,博世力士樂股份有限公司,新北市,D,1,1,100.0%
394,台灣玻璃工業股份有限公司台中廠,臺中市,D,6,1,16.7%
395,華宏新技股份有限公司,高雄市,D,10,1,10.0%
396,神通電腦股份有限公司,臺北市,D,1,1,100.0%
397,三盛製衣廠股份有限公司,新北市,D,1,1,100.0%
398,正氧機械工業股份有限公司,臺南市,D,1,1,100.0%
399,北譯精機股份有限公司,桃園縣,D,1,1,100.0%
400,啟德電子股份有限公司,臺中市,D,1,1,100.0%
401,智偉織造股份有限公司,桃園縣,D,1,1,100.0%
402,遠雄營造股份有限公司,臺北市,D,2,1,50.0%
403,百略醫學科技股份有限公司,臺北市,D,1,1,100.0%
404,新歷芳企業股份有限公司,臺中市,D,1,1,100.0%
405,台灣前電電業股份有限公司,臺北市,D,1,1,100.0%
406,介強製衣股份有限公司,新北市,D,1,1,100.0%
407,偉訓科技股份有限公司,臺南市,D,1,1,100.0%
408,台灣伊都錦股份有限公司,臺北市,D,2,1,50.0%
409,永誠興業股份有限公司,高雄市,D,1,1,100.0%
410,國記營造股份有限公司,桃園縣,D,1,1,100.0%
411,璟豐工業股份有限公司,臺南市,D,2,1,50.0%
412,明門實業股份有限公司,臺北市,D,1,1,100.0%
413,盛籐企業股份有限公司,彰化縣,D,1,1,100.0%
414,大進精工股份有限公司,臺南市,D,1,1,100.0%
415,台灣赫克力士股份有限公司,臺北市,D,1,1,100.0%
416,東海冷凍股份有限公司,新北市,D,1,1,100.0%
417,油欣精機股份有限公司,桃園縣,D,1,1,100.0%
418,鼎朋企業股份有限公司,桃園縣,D,1,1,100.0%
419,祝旺開發股份有限公司,臺北市,D,1,1,100.0%
420,國瑞汽車股份有限公司,臺北市,D,34,1,2.9%
421,佳世達科技股份有限公司,桃園縣,D,17,1,5.9%
422,天工精密股份有限公司,臺中市,D,1,1,100.0%
423,仁寶電腦工業股份有限公司,桃園縣,D,49,1,2.0%
