序號,投保單位名稱,縣市別,機關性質,法定人數,不足人數,不足百分比
39,瀚宇彩晶股份有限公司,臺北市,D,23,7,30.4%
40,富士康國際股份有限公司,新北市,D,15,7,46.7%
41,香港商蘋果日報出版發展有限公司台灣分公司,臺北市,D,11,7,63.6%
42,遠東航空股份有限公司,臺北市,D,6,6,100.0%
43,台灣明尼蘇達礦業製造股份有限公司,臺北市,D,10,6,60.0%
44,新日興股份有限公司,新北市,D,11,6,54.5%
45,敬鵬工業股份有限公司,桃園縣,D,38,6,15.8%
46,光寶科技股份有限公司,新北市,D,19,6,31.6%
47,台塑石化股份有限公司,雲林縣,D,51,6,11.8%
48,台灣應用材料股份有限公司,新竹縣,D,9,6,66.7%
49,旭硝子顯示玻璃股份有限公司,雲林縣,D,17,6,35.3%
50,奇美材料科技股份有限公司,臺南市,D,11,6,54.5%
51,台灣富士全錄股份有限公司,臺北市,D,9,6,66.7%
52,保誠人壽保險股份有限公司,臺北市,D,7,6,85.7%
53,美商英特爾亞太科技有限公司台灣分公司,臺北市,D,7,6,85.7%
54,微星科技股份有限公司,新北市,D,21,6,28.6%
55,趨勢科技股份有限公司,臺北市,D,12,6,50.0%
56,藝珂人事顧問股份有限公司,臺北市,D,27,6,22.2%
57,台灣高速鐵路股份有限公司,臺北市,D,32,6,18.8%
58,香港商瑞健股份有限公司台灣分公司,桃園縣,D,15,6,40.0%
59,國泰醫療財團法人國泰綜合醫院,臺北市,D,38,6,15.8%
60,黛安芬國際股份有限公司,新北市,D,12,5,41.7%
61,介面光電股份有限公司,桃園縣,D,18,5,27.8%
62,聯景光電股份有限公司,桃園縣,D,10,5,50.0%
63,京城商業銀行股份有限公司,臺南市,D,9,5,55.6%
64,太平洋崇光百貨股份有限公司,臺北市,D,10,5,50.0%
65,釆盟股份有限公司,臺北市,D,11,5,45.5%
66,英屬維京群島商利時有限公司台灣分公司,臺北市,D,10,5,50.0%
67,香港商法華香水化粧品有限公司台灣分公司,臺北市,D,5,5,100.0%
68,英屬開曼群島商香奈兒精品股份有限公司台灣分公司,臺北市,D,5,5,100.0%
69,三立電視股份有限公司,臺北市,D,12,5,41.7%
70,英屬維京群島商銀鯨股份有限公司台灣分公司,臺北市,D,6,5,83.3%
71,新加坡商立可人事顧問有限公司台灣分公司,臺北市,D,6,5,83.3%
72,三信商業銀行股份有限公司,臺中市,D,10,5,50.0%
73,輝瑞大藥廠股份有限公司,新北市,D,4,4,100.0%
74,潤泰全球股份有限公司,臺北市,D,11,4,36.4%
75,欣興電子股份有限公司,桃園縣,D,91,4,4.4%
76,台灣華歌爾股份有限公司,桃園縣,D,24,4,16.7%
77,大連化學工業股份有限公司,臺北市,D,7,4,57.1%
78,矽統科技股份有限公司,新竹縣,D,5,4,80.0%
79,台達電子工業股份有限公司台南分公司,臺南市,D,5,4,80.0%
80,索爾思光電股份有限公司,新竹縣,D,4,4,100.0%
81,茂德科技股份有限公司,新竹市,D,10,4,40.0%
82,啟碁科技股份有限公司,新竹縣,D,20,4,20.0%
83,緯創資通股份有限公司,新竹市,D,69,4,5.8%
84,台灣艾司摩爾股份有限公司,新竹市,D,7,4,57.1%
85,景智電子股份有限公司,桃園縣,D,5,4,80.0%
86,南亞電路板股份有限公司樹林廠,新北市,D,10,4,40.0%
87,美商聯邦快遞股份有限公司台灣分公司,臺北市,D,10,4,40.0%
88,群光電子股份有限公司,新北市,D,6,4,66.7%
89,香港商捷時海外貿易有限公司台灣分公司,臺北市,D,11,4,36.4%
90,美商怡佳股份有限公司台灣分公司,臺北市,D,9,4,44.4%
91,萬泰商業銀行股份有限公司,臺北市,D,8,4,50.0%
92,精英人力資源股份有限公司,臺北市,D,19,4,21.1%
93,遠雄人壽保險事業股份有限公司,臺北市,D,14,4,28.6%
94,達鴻先進科技股份有限公司,新竹縣,D,12,4,33.3%
95,功學社山葉樂器股份有限公司,臺北市,D,6,4,66.7%
96,耕興股份有限公司,新北市,D,5,4,80.0%
97,璨圓光電股份有限公司,桃園縣,D,8,4,50.0%
98,泰金寶電通股份有限公司,臺北市,D,11,4,36.4%
99,群聯電子股份有限公司,新竹縣,D,6,4,66.7%
100,新加坡商安富利股份有限公司台灣分公司,臺北市,D,6,4,66.7%
101,網訊電通股份有限公司,臺北市,D,6,4,66.7%
102,傳奇網路遊戲股份有限公司,臺北市,D,5,4,80.0%
103,新世紀光電股份有限公司,臺南市,D,10,4,40.0%
104,震旦行股份有限公司台北二十九分公司,新北市,D,5,4,80.0%
105,泰宣企業股份有限公司,臺北市,D,8,4,50.0%
106,香港商雅虎資訊股份有限公司台灣分公司,臺北市,D,10,4,40.0%
107,瑞士商寶潔家品有限公司台灣分公司,臺北市,D,4,4,100.0%
108,壹傳媒電視廣播股份有限公司,臺北市,D,8,4,50.0%
109,荷蘭商飒拉股份有限公司台灣分公司,臺北市,D,4,4,100.0%
110,中國醫藥大學附設醫院,臺中市,D,40,4,10.0%
111,台灣杜邦股份有限公司,臺北市,D,4,3,75.0%
112,華泰電子股份有限公司,高雄市,D,39,3,7.7%
113,致茂電子股份有限公司,桃園縣,D,12,3,25.0%
114,大立光電股份有限公司,臺中市,D,27,3,11.1%
115,友訊科技股份有限公司,臺北市,D,6,3,50.0%
116,立榮航空股份有限公司,臺北市,D,9,3,33.3%
117,瑞昱半導體股份有限公司,新竹縣,D,21,3,14.3%
118,台灣必成股份有限公司,嘉義縣,D,8,3,37.5%
119,銀泰科技股份有限公司,臺中市,D,9,3,33.3%
120,鴻海精密工業股份有限公司新竹園區分公司,新竹市,D,11,3,27.3%
121,義隆電子股份有限公司,新竹縣,D,6,3,50.0%
122,台灣化學纖維股份有限公司麥寮分公司,雲林縣,D,18,3,16.7%
123,聯測科技股份有限公司,新竹市,D,13,3,23.1%
124,旭德科技股份有限公司,新竹縣,D,11,3,27.3%
125,明基材料股份有限公司,桃園縣,D,11,3,27.3%
126,廣明光電股份有限公司,桃園縣,D,3,3,100.0%
127,榮眾科技股份有限公司,臺南市,D,3,3,100.0%
128,全智科技股份有限公司,新竹市,D,3,3,100.0%
129,閎暉實業股份有限公司,新北市,D,5,3,60.0%
130,華亞科技股份有限公司,桃園縣,D,35,3,8.6%
131,國碩科技工業股份有限公司,新竹縣,D,7,3,42.9%
132,台灣順豐速運有限公司,臺北市,D,6,3,50.0%
133,南亞科技股份有限公司三廠,新北市,D,21,3,14.3%
134,永碩聯合國際股份有限公司,臺北市,D,12,3,25.0%
135,高通顯示器製造股份有限公司,桃園縣,D,10,3,30.0%
136,台灣玻璃工業股份有限公司彰濱廠,彰化縣,D,4,3,75.0%
137,勝普電子股份有限公司,桃園縣,D,8,3,37.5%
138,台灣飛利浦股份有限公司,臺北市,D,3,3,100.0%
139,台灣雀巢股份有限公司,臺北市,D,3,3,100.0%
140,吉興工程顧問股份有限公司,臺北市,D,3,3,100.0%
141,威健實業股份有限公司,臺北市,D,4,3,75.0%
142,仲量聯行股份有限公司,臺北市,D,3,3,100.0%
143,年代網際事業股份有限公司,臺北市,D,6,3,50.0%
144,滿心企業股份有限公司,新北市,D,7,3,42.9%
145,長榮國際股份有限公司,臺北市,D,14,3,21.4%
146,群益金鼎證券股份有限公司,臺北市,D,7,3,42.9%
147,凱基證券股份有限公司,臺北市,D,29,3,10.3%
148,仕橋企管顧問有限公司,臺北市,D,6,3,50.0%
149,美商科磊股份有限公司台灣分公司,新竹縣,D,4,3,75.0%
150,台灣巴斯夫股份有限公司,臺北市,D,6,3,50.0%
151,美商亞培股份有限公司台灣分公司,臺北市,D,3,3,100.0%
152,敦陽科技股份有限公司,新竹市,D,6,3,50.0%
153,中宇環保工程股份有限公司,高雄市,D,11,3,27.3%
154,法倈麗國際股份有限公司,臺北市,D,3,3,100.0%
155,順益汽車股份有限公司,臺北市,D,13,3,23.1%
156,群環科技股份有限公司,臺北市,D,4,3,75.0%
157,凌華科技股份有限公司,新北市,D,7,3,42.9%
158,科林研發股份有限公司,新竹市,D,3,3,100.0%
159,藝珂人事顧問股份有限公司新竹分公司,新竹市,D,3,3,100.0%
160,傲勝國際股份有限公司,臺北市,D,3,3,100.0%
161,和運租車股份有限公司,臺北市,D,4,3,75.0%
162,長榮空運倉儲股份有限公司,桃園縣,D,5,3,60.0%
163,康迅數位整合股份有限公司,臺北市,D,4,3,75.0%
164,台灣大昌華嘉股份有限公司,臺北市,D,7,3,42.9%
165,建騰創達科技股份有限公司,臺北市,D,3,3,100.0%
166,互盛股份有限公司台北東二區分公司,臺北市,D,4,3,75.0%
167,益和國際股份有限公司,新北市,D,3,3,100.0%
168,華創車電技術中心股份有限公司,臺北市,D,11,3,27.3%
169,台灣大戶屋股份有限公司,臺北市,D,3,3,100.0%
170,日陞企管顧問有限公司,桃園縣,D,5,3,60.0%
171,長鴻榮實業股份有限公司,臺北市,D,3,3,100.0%
172,馥盛股份有限公司,臺北市,D,3,3,100.0%
173,澳商澳盛銀行集團股份有限公司台北分公司,臺北市,D,14,3,21.4%
174,業鑫科技顧問股份有限公司,新竹縣,D,5,3,60.0%
175,國際康健人壽保險股份有限公司,臺北市,D,9,3,33.3%
176,香港商聯寶電腦有限公司台灣分公司,臺北市,D,3,3,100.0%
177,長庚醫療財團法人高雄長庚紀念醫院,高雄市,D,53,3,5.7%
178,奇美實業股份有限公司,臺南市,D,20,2,10.0%
179,花王（台灣）股份有限公司,新北市,D,5,2,40.0%
180,台灣玻璃工業股份有限公司新竹廠,新竹市,D,10,2,20.0%
181,華新麗華股份有限公司,臺北市,D,10,2,20.0%
182,台灣佳能股份有限公司,臺中市,D,53,2,3.8%
183,東台精機股份有限公司,高雄市,D,7,2,28.6%
184,森田印刷廠股份有限公司,臺南市,D,3,2,66.7%
185,大成工程股份有限公司,臺南市,D,2,2,100.0%
186,和和機械股份有限公司,臺中市,D,2,2,100.0%
187,春原營造股份有限公司,臺北市,D,2,2,100.0%
188,新店客運股份有限公司,新北市,D,3,2,66.7%
189,磯鑫工業股份有限公司,臺中市,D,3,2,66.7%
190,宏益玻璃科技股份有限公司,新北市,D,6,2,33.3%
191,宣昶股份有限公司,臺北市,D,2,2,100.0%
192,光磊科技股份有限公司,新竹市,D,14,2,14.3%
193,國瑞汽車股份有限公司,臺北市,D,34,2,5.9%
194,明緯企業股份有限公司,新北市,D,3,2,66.7%
195,華祺工業股份有限公司,桃園縣,D,2,2,100.0%
196,實盈股份有限公司,臺北市,D,2,2,100.0%
197,昆盈企業股份有限公司,新北市,D,3,2,66.7%
198,亞洲化學股份有限公司楊梅一廠,桃園縣,D,5,2,40.0%
199,致伸科技股份有限公司,臺北市,D,6,2,33.3%
200,伸遠工業股份有限公司,新北市,D,2,2,100.0%
201,亞東工業氣體股份有限公司,臺北市,D,3,2,66.7%
202,伊頓飛瑞慕品股份有限公司內湖廠,臺北市,D,5,2,40.0%
203,智冠科技股份有限公司,高雄市,D,3,2,66.7%
204,美磊科技股份有限公司,新竹縣,D,4,2,50.0%
205,達航工業股份有限公司,臺中市,D,3,2,66.7%
206,喬鼎資訊股份有限公司,新竹市,D,2,2,100.0%
207,乾坤科技股份有限公司,新竹縣,D,9,2,22.2%
208,世界先進積體電路股份有限公司,新竹縣,D,35,2,5.7%
209,台灣普利司通股份有限公司,新竹縣,D,7,2,28.6%
210,東京威力科創股份有限公司,新竹市,D,3,2,66.7%
211,昇陽國際半導體股份有限公司,新竹市,D,4,2,50.0%
212,威達電股份有限公司,新北市,D,2,2,100.0%
213,中華凸版電子股份有限公司,桃園縣,D,2,2,100.0%
214,光紅建聖股份有限公司,臺北市,D,4,2,50.0%
215,茂達電子股份有限公司,新竹市,D,3,2,66.7%
216,達創科技股份有限公司,桃園縣,D,8,2,25.0%
217,達邁科技股份有限公司,新竹縣,D,2,2,100.0%
218,台灣精銳科技股份有限公司,臺中市,D,5,2,40.0%
219,台塑生醫科技股份有限公司,臺北市,D,2,2,100.0%
220,友輝光電股份有限公司,桃園縣,D,3,2,66.7%
221,台灣大福高科技設備股份有限公司,臺南市,D,2,2,100.0%
222,研碩電腦股份有限公司,臺北市,D,3,2,66.7%
223,日商丸紅國際股份有限公司交通專案分公司,臺北市,D,2,2,100.0%
224,益邦製藥股份有限公司,苗栗縣,D,2,2,100.0%
225,精聯電子股份有限公司,新北市,D,3,2,66.7%
226,台灣大日印光罩科技股份有限公司,新竹市,D,2,2,100.0%
227,銘異科技股份有限公司銘異六廠,桃園縣,D,2,2,100.0%
228,哈佛人力資源有限公司,臺北市,D,2,2,100.0%
229,璨圓光電股份有限公司平鎮廠,桃園縣,D,2,2,100.0%
230,第一商業銀行股份有限公司,臺北市,D,66,2,3.0%
231,蘇黎世產物保險股份有限公司,臺北市,D,8,2,25.0%
232,第一產物保險股份有限公司,臺北市,D,7,2,28.6%
233,中國電視事業股份有限公司,臺北市,D,4,2,50.0%
234,中華開發工業銀行股份有限公司,臺北市,D,5,2,40.0%
235,優美股份有限公司,臺北市,D,2,2,100.0%
236,華泰大飯店企業股份有限公司,臺北市,D,5,2,40.0%
237,宏碁股份有限公司,臺北市,D,22,2,9.1%
238,洋基通運股份有限公司,臺北市,D,9,2,22.2%
239,儒鴻企業股份有限公司,新北市,D,11,2,18.2%
240,金器工業股份有限公司,臺北市,D,4,2,50.0%
241,遠揚營造工程股份有限公司,臺北市,D,4,2,50.0%
242,荷商葛蘭素史克藥廠股份有限公司台灣分公司,臺北市,D,3,2,66.7%
243,研華股份有限公司,臺北市,D,21,2,9.5%
244,崇貿科技股份有限公司,新北市,D,2,2,100.0%
245,台灣玻璃工業股份有限公司,臺北市,D,2,2,100.0%
246,台灣房屋仲介股份有限公司,臺北市,D,6,2,33.3%
247,台灣德國萊因技術監護顧問股份有限公司,臺北市,D,3,2,66.7%
248,荷蘭商古馳亞太貿易股份有限公司台灣分公司,臺北市,D,3,2,66.7%
249,艾波比股份有限公司,臺北市,D,3,2,66.7%
250,阿托科技股份有限公司,臺北市,D,2,2,100.0%
251,誠品股份有限公司,臺北市,D,12,2,16.7%
252,台新綜合證券股份有限公司,臺北市,D,2,2,100.0%
253,東宜資訊股份有限公司,臺北市,D,8,2,25.0%
254,艾訊股份有限公司,新北市,D,4,2,50.0%
255,愛德萬測試股份有限公司,新竹縣,D,2,2,100.0%
256,華立企業股份有限公司台北分公司,臺北市,D,3,2,66.7%
257,敬業企業管理顧問股份有限公司,臺北市,D,2,2,100.0%
258,奇鋐科技股份有限公司,新北市,D,3,2,66.7%
259,普安科技股份有限公司,新北市,D,4,2,50.0%
260,國泰世紀產物保險股份有限公司,臺北市,D,17,2,11.8%
261,聯意製作股份有限公司,臺北市,D,10,2,20.0%
262,高達汽車股份有限公司,臺中市,D,2,2,100.0%
263,台灣人壽保險股份有限公司高雄分公司,高雄市,D,5,2,40.0%
264,台灣三星電子股份有限公司,臺北市,D,4,2,50.0%
265,美商安邁科技股份有限公司台灣分公司,臺北市,D,4,2,50.0%
266,新加坡商克蘭詩股份有限公司台灣分公司,臺北市,D,2,2,100.0%
267,日商瑞穗實業銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
268,北達汽車股份有限公司,臺北市,D,2,2,100.0%
269,新台旅行社股份有限公司,臺北市,D,2,2,100.0%
270,光環科技股份有限公司,新竹市,D,5,2,40.0%
271,思夢樂股份有限公司,桃園縣,D,3,2,66.7%
272,亞藝國際股份有限公司,臺北市,D,2,2,100.0%
273,臺灣阿斯特捷利康股份有限公司,臺北市,D,2,2,100.0%
274,台灣日鑛金屬股份有限公司,桃園縣,D,2,2,100.0%
275,藝珂人事顧問股份有限公司台中分公司,臺中市,D,3,2,66.7%
276,立錡科技股份有限公司,新竹縣,D,7,2,28.6%
277,台灣保全股份有限公司,臺北市,D,10,2,20.0%
278,和潤企業股份有限公司,臺北市,D,4,2,50.0%
279,華碩聯合科技股份有限公司,臺北市,D,5,2,40.0%
280,廣積科技股份有限公司,臺北市,D,3,2,66.7%
281,明基電通股份有限公司,臺北市,D,3,2,66.7%
282,台灣新思科技股份有限公司,臺北市,D,2,2,100.0%
283,霖園公寓大廈管理維護股份有限公司,臺北市,D,2,2,100.0%
284,力旺電子股份有限公司,新竹市,D,2,2,100.0%
285,香港商俊思海外有限公司台灣分公司,臺北市,D,2,2,100.0%
286,奇美通訊股份有限公司,新北市,D,2,2,100.0%
287,閎康科技股份有限公司,新竹縣,D,2,2,100.0%
288,香港商歷峯亞太有限公司台灣分公司,臺北市,D,4,2,50.0%
289,包豪氏企業有限公司,臺北市,D,2,2,100.0%
290,燦星國際旅行社股份有限公司,臺北市,D,5,2,40.0%
291,波茵特股份有限公司,臺北市,D,2,2,100.0%
292,荷蘭商臺灣戴爾股份有限公司台灣分公司,臺北市,D,7,2,28.6%
293,互動國際數位股份有限公司,新北市,D,3,2,66.7%
294,台灣英特科人力股份有限公司,臺中市,D,3,2,66.7%
295,中化裕民健康事業股份有限公司,臺北市,D,2,2,100.0%
296,台灣無印良品股份有限公司,臺北市,D,7,2,28.6%
297,海華科技股份有限公司,新北市,D,2,2,100.0%
298,英屬維京群島商永德福汽車股份有限公司台灣分公司,臺北市,D,2,2,100.0%
299,訊崴技術有限公司,臺北市,D,2,2,100.0%
300,寶紘盛有限公司,桃園縣,D,4,2,50.0%
301,優力國際安全認證有限公司,臺北市,D,5,2,40.0%
302,宜得利家居股份有限公司,新北市,D,2,2,100.0%
303,鵬泰顧問有限公司,臺北市,D,6,2,33.3%
304,京站實業股份有限公司,臺北市,D,2,2,100.0%
305,香港商立德國際商品試驗有限公司桃園分公司,桃園縣,D,4,2,50.0%
306,台灣固網股份有限公司,臺北市,D,3,2,66.7%
307,香港商壹傳媒動畫有限公司台灣分公司,臺北市,D,5,2,40.0%
308,小蒙牛餐飲有限公司,臺北市,D,3,2,66.7%
309,北智捷汽車股份有限公司,新北市,D,3,2,66.7%
310,第一商業銀行信用卡處,臺北市,D,2,2,100.0%
311,巴黎管理顧問股份有限公司,臺北市,D,2,2,100.0%
312,紅景天養生御品股份有限公司,臺中市,D,3,2,66.7%
313,陳立教育事業股份有限公司,臺北市,D,2,2,100.0%
314,荷蘭商蔻馳皮件股份有限公司台灣分公司,臺北市,D,2,2,100.0%
315,華泰商業銀行股份有限公司,臺北市,D,8,2,25.0%
316,日商倍樂生股份有限公司台北分公司,臺北市,D,3,2,66.7%
317,新光醫療財團法人新光吳火獅紀念醫院,臺北市,D,23,2,8.7%
318,財團法人台北歐洲學校,臺北市,D,3,2,66.7%
319,財團法人佛教慈濟綜合醫院台中分院,臺中市,D,13,2,15.4%
320,長庚醫療財團法人雲林長庚紀念醫院,雲林縣,D,2,2,100.0%
321,台灣水泥股份有限公司台北水泥製品廠,臺北市,D,1,1,100.0%
322,臺灣肥料股份有限公司新竹廠,新竹市,D,1,1,100.0%
323,台灣中華化學工業股份有限公司,桃園縣,D,2,1,50.0%
324,永豐化學工業股份有限公司,新北市,D,2,1,50.0%
325,復興航空運輸股份有限公司,臺北市,D,14,1,7.1%
326,輝瑞生技股份有限公司,新北市,D,2,1,50.0%
327,正隆股份有限公司,新北市,D,4,1,25.0%
328,台灣第一三共股份有限公司,臺北市,D,1,1,100.0%
329,臺灣華可貴股份有限公司,桃園縣,D,16,1,6.3%
330,永信藥品工業股份有限公司,臺中市,D,11,1,9.1%
331,台灣新東機械股份有限公司,新北市,D,1,1,100.0%
332,泰翔纖維染整股份有限公司,新北市,D,1,1,100.0%
333,三重汽車客運股份有限公司,新北市,D,14,1,7.1%
334,漢威聯合股份有限公司,新北市,D,1,1,100.0%
335,聯合利華股份有限公司,臺北市,D,3,1,33.3%
336,臺灣日鍛工業股份有限公司,桃園縣,D,1,1,100.0%
337,中化合成生技股份有限公司,新北市,D,2,1,50.0%
338,福保化學股份有限公司,桃園縣,D,1,1,100.0%
339,宏益纖維工業股份有限公司,臺北市,D,2,1,50.0%
340,聯城工業股份有限公司,新竹縣,D,1,1,100.0%
341,台灣卡西歐股份有限公司,臺北市,D,1,1,100.0%
342,中日合成化學股份有限公司,臺北市,D,1,1,100.0%
343,和泰股份有限公司,臺北市,D,1,1,100.0%
344,健泰工業股份有限公司,桃園縣,D,1,1,100.0%
345,惠民製藥股份有限公司,臺北市,D,1,1,100.0%
346,永豐餘工業用紙股份有限公司成功廠,臺中市,D,2,1,50.0%
347,隆興鋼鐵工業股份有限公司,高雄市,D,1,1,100.0%
348,佳麗寶化工股份有限公司,高雄市,D,1,1,100.0%
349,高力熱處理工業股份有限公司,桃園縣,D,3,1,33.3%
350,仁宗蕾絲股份有限公司,桃園縣,D,1,1,100.0%
351,台灣特殊金屬網股份有限公司,桃園縣,D,1,1,100.0%
352,台硝股份有限公司,桃園縣,D,1,1,100.0%
353,台達電子工業股份有限公司桃園廠,桃園縣,D,19,1,5.3%
354,國揚實業股份有限公司,臺北市,D,1,1,100.0%
355,福華工程股份有限公司,臺北市,D,1,1,100.0%
356,達興纖維股份有限公司新化工廠,臺南市,D,1,1,100.0%
357,佳美食品工業股份有限公司,臺中市,D,2,1,50.0%
358,能源航運股份有限公司,臺北市,D,1,1,100.0%
359,協易機械工業股份有限公司,桃園縣,D,3,1,33.3%
360,新光紡織股份有限公司桃園廠,桃園縣,D,2,1,50.0%
361,中美嘉吉股份有限公司台中飼料廠,臺中市,D,1,1,100.0%
362,新生五金工廠股份有限公司,臺北市,D,1,1,100.0%
363,順源工業股份有限公司,新北市,D,1,1,100.0%
364,穎明工業股份有限公司,高雄市,D,3,1,33.3%
365,寶成工業股份有限公司第三廠,彰化縣,D,4,1,25.0%
366,健喬信元醫藥生技股份有限公司,新竹縣,D,3,1,33.3%
367,福安工業股份有限公司,臺南市,D,1,1,100.0%
368,中美和石油化學股份有限公司,臺北市,D,3,1,33.3%
369,中鋼焊材廠股份有限公司,臺南市,D,2,1,50.0%
370,裕榮食品股份有限公司,高雄市,D,1,1,100.0%
371,益興電子股份有限公司,桃園縣,D,2,1,50.0%
372,美律實業股份有限公司,臺中市,D,4,1,25.0%
373,嬌生股份有限公司,臺北市,D,1,1,100.0%
374,翰林出版事業股份有限公司,臺南市,D,9,1,11.1%
375,黑松股份有限公司中壢廠,桃園縣,D,2,1,50.0%
376,本源興股份有限公司,臺北市,D,1,1,100.0%
377,漢泰鋼鐵廠股份有限公司,高雄市,D,1,1,100.0%
378,中傳企業股份有限公司,桃園縣,D,1,1,100.0%
379,台灣水泥股份有限公司台中水泥製品廠,臺中市,D,1,1,100.0%
380,格得電子工業股份有限公司,高雄市,D,1,1,100.0%
381,天盛精微科技有限公司,桃園縣,D,1,1,100.0%
382,濟生股份有限公司,臺北市,D,1,1,100.0%
383,均豪精密工業股份有限公司,新竹縣,D,4,1,25.0%
384,榮勝機械工程股份有限公司,新竹市,D,1,1,100.0%
385,台昌彩藝工業股份有限公司,臺中市,D,1,1,100.0%
386,喬暘電子股份有限公司,臺北市,D,1,1,100.0%
387,同昌機械股份有限公司,桃園縣,D,1,1,100.0%
388,台技塑膠股份有限公司,桃園縣,D,1,1,100.0%
389,旭和螺絲工業股份有限公司,高雄市,D,1,1,100.0%
390,雷虎科技股份有限公司,臺中市,D,2,1,50.0%
391,高準精密工業股份有限公司,高雄市,D,1,1,100.0%
392,久馨股份有限公司,臺中市,D,1,1,100.0%
393,萬國通路股份有限公司,臺南市,D,4,1,25.0%
394,全友電腦股份有限公司,新竹市,D,1,1,100.0%
395,北爾電子股份有限公司,新北市,D,1,1,100.0%
396,博世力士樂股份有限公司,新北市,D,1,1,100.0%
397,台灣玻璃工業股份有限公司台中廠,臺中市,D,6,1,16.7%
398,華宏新技股份有限公司,高雄市,D,10,1,10.0%
399,神通電腦股份有限公司,臺北市,D,1,1,100.0%
400,三盛製衣廠股份有限公司,新北市,D,1,1,100.0%
401,正氧機械工業股份有限公司,臺南市,D,1,1,100.0%
402,北譯精機股份有限公司,桃園縣,D,1,1,100.0%
403,啟德電子股份有限公司,臺中市,D,1,1,100.0%
404,智偉織造股份有限公司,桃園縣,D,1,1,100.0%
405,遠雄營造股份有限公司,臺北市,D,2,1,50.0%
406,愛子美實業股份有限公司,臺北市,D,1,1,100.0%
407,百略醫學科技股份有限公司,臺北市,D,1,1,100.0%
408,新歷芳企業股份有限公司,臺中市,D,1,1,100.0%
409,台灣前電電業股份有限公司,臺北市,D,1,1,100.0%
410,介強製衣股份有限公司,新北市,D,1,1,100.0%
411,寬源實業股份有限公司,南投縣,D,1,1,100.0%
412,偉訓科技股份有限公司,臺南市,D,1,1,100.0%
413,台灣伊都錦股份有限公司,臺北市,D,2,1,50.0%
414,伍經企業股份有限公司,高雄市,D,1,1,100.0%
415,永誠興業股份有限公司,高雄市,D,1,1,100.0%
416,國記營造股份有限公司,桃園縣,D,1,1,100.0%
417,璟豐工業股份有限公司,臺南市,D,2,1,50.0%
418,嶸昌機械股份有限公司,新北市,D,1,1,100.0%
419,李長榮化學工業股份有限公司林園廠,高雄市,D,1,1,100.0%
420,明門實業股份有限公司,臺北市,D,1,1,100.0%
421,大進精工股份有限公司,臺南市,D,1,1,100.0%
422,台灣赫克力士股份有限公司,臺北市,D,1,1,100.0%
423,東海冷凍股份有限公司,新北市,D,1,1,100.0%
424,油欣精機股份有限公司,桃園縣,D,1,1,100.0%
