序號,投保單位名稱,縣市別,機關性質,法定人數,不足人數,不足百分比
99,群光電子股份有限公司,新北市,D,6,4,66.7%
100,太平洋崇光百貨股份有限公司,臺北市,D,10,4,40.0%
101,西門子股份有限公司,臺北市,D,5,4,80.0%
102,英屬開曼群島商香奈兒精品股份有限公司台灣分公司,臺北市,D,4,4,100.0%
103,萬泰商業銀行股份有限公司,臺北市,D,8,4,50.0%
104,奇鋐科技股份有限公司,新北市,D,4,4,100.0%
105,國泰世紀產物保險股份有限公司,臺北市,D,16,4,25.0%
106,三立電視股份有限公司,臺北市,D,11,4,36.4%
107,功學社山葉樂器股份有限公司,臺北市,D,6,4,66.7%
108,安瀚視特股份有限公司,臺南市,D,6,4,66.7%
109,亞太國際發展有限公司,新竹縣,D,7,4,57.1%
110,傳奇網路遊戲股份有限公司,臺北市,D,4,4,100.0%
111,震旦行股份有限公司台北二十九分公司,新北市,D,5,4,80.0%
112,寶紘盛有限公司,桃園縣,D,8,4,50.0%
113,瑞士商寶潔家品有限公司台灣分公司,臺北市,D,4,4,100.0%
114,台新國際商業銀行股份有限公司敦南分公司,臺北市,D,55,4,7.3%
115,遠東航空股份有限公司,臺北市,D,5,3,60.0%
116,臺灣華可貴股份有限公司,桃園縣,D,17,3,17.6%
117,潤泰全球股份有限公司,臺北市,D,11,3,27.3%
118,台灣杜邦股份有限公司,臺北市,D,5,3,60.0%
119,華泰電子股份有限公司,高雄市,D,39,3,7.7%
120,大連化學工業股份有限公司,臺北市,D,6,3,50.0%
121,宏益玻璃科技股份有限公司,新北市,D,7,3,42.9%
122,巨擘科技股份有限公司,新竹市,D,8,3,37.5%
123,定穎電子股份有限公司,桃園縣,D,10,3,30.0%
124,銀泰科技股份有限公司,臺中市,D,9,3,33.3%
125,鴻海精密工業股份有限公司新竹園區分公司,新竹市,D,11,3,27.3%
126,台灣化學纖維股份有限公司麥寮分公司,雲林縣,D,17,3,17.6%
127,聯測科技股份有限公司,新竹市,D,14,3,21.4%
128,廣明光電股份有限公司,桃園縣,D,3,3,100.0%
129,全智科技股份有限公司,新竹市,D,3,3,100.0%
130,兆遠科技股份有限公司,新竹縣,D,3,3,100.0%
131,亞太優勢微系統股份有限公司,新竹縣,D,3,3,100.0%
132,閎暉實業股份有限公司,新北市,D,6,3,50.0%
133,台灣艾司摩爾股份有限公司,新竹市,D,6,3,50.0%
134,太極能源科技股份有限公司,臺北市,D,4,3,75.0%
135,南亞科技股份有限公司三廠,新北市,D,23,3,13.0%
136,和碩聯合科技股份有限公司,臺北市,D,49,3,6.1%
137,精聯電子股份有限公司,新北市,D,3,3,100.0%
138,聯景光電股份有限公司,桃園縣,D,10,3,30.0%
139,台灣飛利浦股份有限公司,臺北市,D,3,3,100.0%
140,華泰大飯店企業股份有限公司,臺北市,D,5,3,60.0%
141,台灣雀巢股份有限公司,臺北市,D,3,3,100.0%
142,吉興工程顧問股份有限公司,臺北市,D,3,3,100.0%
143,威健實業股份有限公司,臺北市,D,4,3,75.0%
144,年代網際事業股份有限公司,臺北市,D,6,3,50.0%
145,台灣房屋仲介股份有限公司,臺北市,D,6,3,50.0%
146,群益金鼎證券股份有限公司,臺北市,D,7,3,42.9%
147,凱基證券股份有限公司,臺北市,D,30,3,10.0%
148,仕橋企管顧問有限公司,臺北市,D,6,3,50.0%
149,龍巖股份有限公司,臺北市,D,4,3,75.0%
150,聚陽實業股份有限公司,臺北市,D,4,3,75.0%
151,美商科磊股份有限公司台灣分公司,新竹縣,D,4,3,75.0%
152,台灣巴斯夫股份有限公司,臺北市,D,6,3,50.0%
153,精英人力資源股份有限公司,臺北市,D,18,3,16.7%
154,中宇環保工程股份有限公司,高雄市,D,11,3,27.3%
155,法떈麗國際股份有限公司,臺北市,D,3,3,100.0%
156,台灣人壽保險股份有限公司高雄分公司,高雄市,D,6,3,50.0%
157,群環科技股份有限公司,臺北市,D,4,3,75.0%
158,凌華科技股份有限公司,新北市,D,7,3,42.9%
159,科林研發股份有限公司,新竹市,D,3,3,100.0%
160,耕興股份有限公司,新北市,D,4,3,75.0%
161,藝珂人事顧問股份有限公司新竹分公司,新竹市,D,3,3,100.0%
162,傲勝國際股份有限公司,臺北市,D,3,3,100.0%
163,和潤企業股份有限公司,臺北市,D,4,3,75.0%
164,長榮空運倉儲股份有限公司,桃園縣,D,5,3,60.0%
165,群聯電子股份有限公司,新竹縣,D,5,3,60.0%
166,網訊電通股份有限公司,臺北市,D,5,3,60.0%
167,台灣大昌華嘉股份有限公司,臺北市,D,7,3,42.9%
168,泰宣企業股份有限公司,臺北市,D,7,3,42.9%
169,遠東都會股份有限公司,臺北市,D,4,3,75.0%
170,互盛股份有限公司台北東二區分公司,臺北市,D,4,3,75.0%
171,益和國際股份有限公司,新北市,D,3,3,100.0%
172,中華國際黃頁股份有限公司,臺北市,D,4,3,75.0%
173,壹傳媒電視廣播股份有限公司,臺北市,D,10,3,30.0%
174,華泰商業銀行股份有限公司,臺北市,D,8,3,37.5%
175,中國醫藥大學附設醫院,臺中市,D,38,3,7.9%
176,三福氣體股份有限公司,臺北市,D,7,2,28.6%
177,花王（台灣）股份有限公司,新北市,D,5,2,40.0%
178,嘉裕股份有限公司,臺北市,D,3,2,66.7%
179,台達電子工業股份有限公司,桃園縣,D,20,2,10.0%
180,森田印刷廠股份有限公司,臺南市,D,3,2,66.7%
181,翰林出版事業股份有限公司,臺南市,D,9,2,22.2%
182,均豪精密工業股份有限公司,新竹縣,D,5,2,40.0%
183,春原營造股份有限公司,臺北市,D,2,2,100.0%
184,磯鑫工業股份有限公司,臺中市,D,3,2,66.7%
185,光磊科技股份有限公司,新竹市,D,13,2,15.4%
186,寶僑家品股份有限公司,臺北市,D,2,2,100.0%
187,昆盈企業股份有限公司,新北市,D,3,2,66.7%
188,亞洲化學股份有限公司楊梅一廠,桃園縣,D,5,2,40.0%
189,彰源企業股份有限公司,雲林縣,D,6,2,33.3%
190,微矽電子股份有限公司,新竹縣,D,3,2,66.7%
191,友訊科技股份有限公司,臺北市,D,6,2,33.3%
192,亞東工業氣體股份有限公司,臺北市,D,3,2,66.7%
193,伊頓飛瑞慕品股份有限公司內湖廠,臺北市,D,5,2,40.0%
194,智冠科技股份有限公司,高雄市,D,3,2,66.7%
195,達航工業股份有限公司,臺中市,D,4,2,50.0%
196,喬鼎資訊股份有限公司,新竹市,D,2,2,100.0%
197,台塑勝高科技股份有限公司,雲林縣,D,9,2,22.2%
198,威達電股份有限公司,新北市,D,2,2,100.0%
199,中華凸版電子股份有限公司,桃園縣,D,2,2,100.0%
200,茂達電子股份有限公司,新竹市,D,3,2,66.7%
201,金居開發銅箔股份有限公司,臺北市,D,2,2,100.0%
202,盛群半導體股份有限公司,新竹市,D,3,2,66.7%
203,和鑫光電股份有限公司,臺南市,D,26,2,7.7%
204,州巧科技股份有限公司,新竹縣,D,3,2,66.7%
205,達邁科技股份有限公司,新竹縣,D,2,2,100.0%
206,台塑海運股份有限公司,臺北市,D,2,2,100.0%
207,緯創資通股份有限公司,新竹市,D,71,2,2.8%
208,友輝光電股份有限公司,桃園縣,D,3,2,66.7%
209,台灣大福高科技設備股份有限公司,臺南市,D,2,2,100.0%
210,研碩電腦股份有限公司,臺北市,D,3,2,66.7%
211,日商丸紅國際股份有限公司交通專案分公司,臺北市,D,2,2,100.0%
212,益邦製藥股份有限公司,苗栗縣,D,2,2,100.0%
213,晶發光電股份有限公司,臺南市,D,2,2,100.0%
214,永碩聯合國際股份有限公司,臺北市,D,12,2,16.7%
215,台灣大日印光罩科技股份有限公司,新竹市,D,2,2,100.0%
216,高通顯示器製造股份有限公司,新竹市,D,4,2,50.0%
217,揚弘實業股份有限公司,臺北市,D,4,2,50.0%
218,台灣玻璃工業股份有限公司彰濱廠,彰化縣,D,3,2,66.7%
219,新光產物保險股份有限公司,臺北市,D,14,2,14.3%
220,蘇黎世產物保險股份有限公司,臺北市,D,8,2,25.0%
221,第一產物保險股份有限公司,臺北市,D,7,2,28.6%
222,中華開發工業銀行股份有限公司,臺北市,D,5,2,40.0%
223,美商聯邦快遞股份有限公司台灣分公司,臺北市,D,9,2,22.2%
224,優美股份有限公司,臺北市,D,2,2,100.0%
225,國泰世華商業銀行股份有限公司,臺北市,D,25,2,8.0%
226,雄獅旅行社股份有限公司,臺北市,D,12,2,16.7%
227,儒鴻企業股份有限公司,新北市,D,9,2,22.2%
228,金器工業股份有限公司,臺北市,D,4,2,50.0%
229,仲量聯行股份有限公司,臺北市,D,3,2,66.7%
230,遠揚營造工程股份有限公司,臺北市,D,5,2,40.0%
231,荷商葛蘭素史克藥廠股份有限公司台灣分公司,臺北市,D,3,2,66.7%
232,滿心企業股份有限公司,新北市,D,7,2,28.6%
233,飛捷科技股份有限公司,臺北市,D,4,2,50.0%
234,台灣玻璃工業股份有限公司,臺北市,D,2,2,100.0%
235,台灣德國萊因技術監護顧問股份有限公司,臺北市,D,3,2,66.7%
236,荷蘭商古馳亞太貿易股份有限公司台灣分公司,臺北市,D,3,2,66.7%
237,阿托科技股份有限公司,臺北市,D,2,2,100.0%
238,立端科技股份有限公司,新北市,D,4,2,50.0%
239,新宇科技服務股份有限公司,臺北市,D,3,2,66.7%
240,愛德萬測試股份有限公司,新竹縣,D,2,2,100.0%
241,瑞士商瑞士銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
242,華立企業股份有限公司台北分公司,臺北市,D,3,2,66.7%
243,美商亞培股份有限公司台灣分公司,臺北市,D,3,2,66.7%
244,敬業企業管理顧問股份有限公司,臺北市,D,2,2,100.0%
245,杏一醫療用品股份有限公司,桃園縣,D,9,2,22.2%
246,敦陽科技股份有限公司,新竹市,D,6,2,33.3%
247,普安科技股份有限公司,新北市,D,4,2,50.0%
248,聯意製作股份有限公司,臺北市,D,9,2,22.2%
249,伍豐科技股份有限公司,新北市,D,2,2,100.0%
250,台灣人壽保險股份有限公司新竹分公司,新竹市,D,3,2,66.7%
251,高達汽車股份有限公司,臺中市,D,2,2,100.0%
252,台灣三星電子股份有限公司,臺北市,D,4,2,50.0%
253,美商安邁科技股份有限公司台灣分公司,臺北市,D,4,2,50.0%
254,新加坡商克蘭詩股份有限公司台灣分公司,臺北市,D,2,2,100.0%
255,日商瑞穗實業銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
256,新光三越百貨股份有限公司台北信義分公司,臺北市,D,6,2,33.3%
257,光環科技股份有限公司,新竹市,D,4,2,50.0%
258,臺灣阿斯特捷利康股份有限公司,臺北市,D,2,2,100.0%
259,臺灣工業銀行股份有限公司,臺北市,D,2,2,100.0%
260,台灣日괵金屬股份有限公司,桃園縣,D,2,2,100.0%
261,系微股份有限公司,臺北市,D,5,2,40.0%
262,立錡科技股份有限公司,新竹縣,D,7,2,28.6%
263,台灣保全股份有限公司,臺北市,D,10,2,20.0%
264,和運租車股份有限公司,臺北市,D,3,2,66.7%
265,精實企業管理顧問股份有限公司,臺北市,D,6,2,33.3%
266,華碩聯合科技股份有限公司,臺北市,D,5,2,40.0%
267,廣積科技股份有限公司,臺北市,D,3,2,66.7%
268,康迅數位整合股份有限公司,臺北市,D,3,2,66.7%
269,明基電通股份有限公司,臺北市,D,3,2,66.7%
270,台灣新思科技有限公司,臺北市,D,2,2,100.0%
271,勝霖藥品股份有限公司,臺中市,D,4,2,50.0%
272,霖園公寓大廈管理維護股份有限公司,臺北市,D,2,2,100.0%
273,百慕達商泰科資訊科技有限公司台灣分公司,臺北市,D,2,2,100.0%
274,雅妮絲比股份有限公司,新北市,D,2,2,100.0%
275,台耀科技股份有限公司,桃園縣,D,2,2,100.0%
276,閎康科技股份有限公司,新竹縣,D,2,2,100.0%
277,香港商歷궐亞太有限公司台灣分公司,臺北市,D,4,2,50.0%
278,瓦城泰統股份有限公司仁愛二分公司,臺北市,D,2,2,100.0%
279,燦星國際旅行社股份有限公司,臺北市,D,5,2,40.0%
280,互動國際數位股份有限公司,新北市,D,3,2,66.7%
281,遠通電收股份有限公司,臺北市,D,4,2,50.0%
282,阿瘦實業股份有限公司,臺北市,D,12,2,16.7%
283,中化裕民健康事業股份有限公司,臺北市,D,2,2,100.0%
284,海華科技股份有限公司,新北市,D,2,2,100.0%
285,全真概念健康事業股份有限公司,臺北市,D,3,2,66.7%
286,華創車電技術中心股份有限公司,臺北市,D,10,2,20.0%
287,訊崴技術有限公司,臺北市,D,2,2,100.0%
288,台灣大戶屋股份有限公司,臺北市,D,3,2,66.7%
289,長生能源股份有限公司,臺北市,D,2,2,100.0%
290,全球華人股份有限公司台中分公司,臺中市,D,8,2,25.0%
291,京站實業股份有限公司,臺北市,D,2,2,100.0%
292,台灣固網股份有限公司,臺北市,D,3,2,66.7%
293,香港商壹傳媒動畫有限公司台灣分公司,臺北市,D,5,2,40.0%
294,香港商希思黎化妝品有限公司台灣分公司,臺北市,D,2,2,100.0%
295,北智捷汽車股份有限公司,新北市,D,3,2,66.7%
296,第一商業銀行信用卡處,臺北市,D,2,2,100.0%
297,巴黎管理顧問股份有限公司,臺北市,D,2,2,100.0%
298,裕隆經管企業股份有限公司,新北市,D,2,2,100.0%
299,澳商澳盛銀行集團股份有限公司台北分公司,臺北市,D,14,2,14.3%
300,紅景天養生御品股份有限公司,臺中市,D,6,2,33.3%
301,壹多媒體娛樂服務股份有限公司,臺北市,D,3,2,66.7%
302,荷蘭商띔拉股份有限公司台灣分公司,臺北市,D,2,2,100.0%
303,國際康健人壽保險股份有限公司,臺北市,D,9,2,22.2%
304,國泰醫療財團法人國泰綜合醫院,臺北市,D,37,2,5.4%
305,長庚醫療財團法人台北長庚紀念醫院,臺北市,D,9,2,22.2%
306,天下雜誌股份有限公司,臺北市,D,2,2,100.0%
307,日商倍樂生股份有限公司台北分公司,臺北市,D,3,2,66.7%
308,長庚醫療財團法人雲林長庚紀念醫院,雲林縣,D,2,2,100.0%
309,南僑化學工業股份有限公司,臺北市,D,2,1,50.0%
310,台灣中華化學工業股份有限公司,桃園縣,D,2,1,50.0%
311,復興航空運輸股份有限公司,臺北市,D,12,1,8.3%
312,大亞電線電纜股份有限公司,臺南市,D,5,1,20.0%
313,新興航運股份有限公司,臺北市,D,1,1,100.0%
314,奇美實業股份有限公司,臺南市,D,20,1,5.0%
315,台灣水泥股份有限公司花蓮廠,花蓮縣,D,1,1,100.0%
316,台灣第一三共股份有限公司,臺北市,D,1,1,100.0%
317,正新橡膠工業股份有限公司,彰化縣,D,44,1,2.3%
318,臺灣塑膠工業股份有限公司,高雄市,D,7,1,14.3%
319,台灣新東機械股份有限公司,新北市,D,1,1,100.0%
320,泰翔纖維染整股份有限公司,新北市,D,1,1,100.0%
321,漢威聯合股份有限公司,新北市,D,1,1,100.0%
322,高福化學工業股份有限公司,高雄市,D,1,1,100.0%
323,臺灣日鍛工業股份有限公司,桃園縣,D,1,1,100.0%
324,中化合成生技股份有限公司,新北市,D,2,1,50.0%
325,宏益纖維工業股份有限公司,臺北市,D,2,1,50.0%
326,聯城工業股份有限公司,新竹縣,D,1,1,100.0%
327,台灣卡西歐股份有限公司,臺北市,D,1,1,100.0%
328,中日合成化學股份有限公司,臺北市,D,1,1,100.0%
329,健泰工業股份有限公司,桃園縣,D,1,1,100.0%
330,惠民製藥股份有限公司,臺北市,D,1,1,100.0%
331,台灣好奇股份有限公司,高雄市,D,1,1,100.0%
332,佳麗寶化工股份有限公司,高雄市,D,1,1,100.0%
333,高力熱處理工業股份有限公司,桃園縣,D,3,1,33.3%
334,仁宗蕾絲股份有限公司,桃園縣,D,1,1,100.0%
335,台灣特殊金屬網股份有限公司,桃園縣,D,1,1,100.0%
336,台硝股份有限公司,桃園縣,D,1,1,100.0%
337,國揚實業股份有限公司,臺北市,D,1,1,100.0%
338,裕元興業股份有限公司,臺北市,D,1,1,100.0%
339,皇冠金屬工業股份有限公司,臺北市,D,1,1,100.0%
340,達興纖維股份有限公司新化工廠,臺南市,D,1,1,100.0%
341,台灣生物製劑股份有限公司,彰化縣,D,1,1,100.0%
342,佳美食品工業股份有限公司,臺中市,D,2,1,50.0%
343,協易機械工業股份有限公司,桃園縣,D,3,1,33.3%
344,三久股份有限公司,臺中市,D,1,1,100.0%
345,中美嘉吉股份有限公司台中飼料廠,臺中市,D,1,1,100.0%
346,新生五金工廠股份有限公司,臺北市,D,1,1,100.0%
347,順源工業股份有限公司,新北市,D,1,1,100.0%
348,桂冠實業股份有限公司,臺北市,D,7,1,14.3%
349,健喬信元醫藥生技股份有限公司,新竹縣,D,3,1,33.3%
350,福安工業股份有限公司,臺南市,D,1,1,100.0%
351,納爾科股份有限公司,新北市,D,1,1,100.0%
352,超眾科技股份有限公司,新北市,D,2,1,50.0%
353,中美和石油化學股份有限公司,臺北市,D,3,1,33.3%
354,嬌生股份有限公司,臺北市,D,1,1,100.0%
355,泰鋒染化工業股份有限公司,桃園縣,D,1,1,100.0%
356,怡全股份有限公司,臺北市,D,1,1,100.0%
357,中傳企業股份有限公司,桃園縣,D,1,1,100.0%
358,格得電子工業股份有限公司,高雄市,D,1,1,100.0%
359,天盛精微科技有限公司,桃園縣,D,1,1,100.0%
360,濟生股份有限公司,臺北市,D,1,1,100.0%
361,煇倫工業股份有限公司,新北市,D,1,1,100.0%
362,和旭機械股份有限公司,臺北市,D,1,1,100.0%
363,坤福營造股份有限公司,臺中市,D,1,1,100.0%
364,台昌彩藝工業股份有限公司,臺中市,D,1,1,100.0%
365,遠東精密工業股份有限公司,臺南市,D,1,1,100.0%
366,華格電子股份有限公司,臺南市,D,1,1,100.0%
367,龍偉實業股份有限公司,新北市,D,1,1,100.0%
368,和和機械股份有限公司,臺中市,D,1,1,100.0%
369,亞柏工業有限公司,彰化縣,D,1,1,100.0%
370,有美股份有限公司,臺北市,D,1,1,100.0%
371,喬暘電子股份有限公司,臺北市,D,1,1,100.0%
372,偉林電子股份有限公司,臺北市,D,1,1,100.0%
373,同昌機械股份有限公司,桃園縣,D,1,1,100.0%
374,台技塑膠股份有限公司,桃園縣,D,1,1,100.0%
375,旭和螺絲工業股份有限公司,高雄市,D,1,1,100.0%
376,巧力工業股份有限公司,臺北市,D,1,1,100.0%
377,萬國通路股份有限公司,臺南市,D,3,1,33.3%
378,星記精密工業股份有限公司,臺中市,D,1,1,100.0%
379,全友電腦股份有限公司,新竹市,D,1,1,100.0%
380,北爾電子股份有限公司,新北市,D,1,1,100.0%
381,建準電機工業股份有限公司,高雄市,D,4,1,25.0%
382,博世力士樂股份有限公司,新北市,D,1,1,100.0%
383,精技電腦股份有限公司,臺北市,D,3,1,33.3%
384,神通電腦股份有限公司,臺北市,D,1,1,100.0%
385,志沛企業有限公司,臺北市,D,1,1,100.0%
386,正氧機械工業股份有限公司,臺南市,D,1,1,100.0%
387,章隆工業股份有限公司,彰化縣,D,1,1,100.0%
388,慶堂工業股份有限公司,臺北市,D,1,1,100.0%
389,啟德電子股份有限公司,臺中市,D,1,1,100.0%
390,智偉織造股份有限公司,桃園縣,D,1,1,100.0%
391,遠雄營造股份有限公司,臺北市,D,2,1,50.0%
392,愛子美實業股份有限公司,臺北市,D,1,1,100.0%
393,隆大營建事業股份有限公司,高雄市,D,1,1,100.0%
394,百略醫學科技股份有限公司,臺北市,D,1,1,100.0%
395,新歷芳企業股份有限公司,臺中市,D,1,1,100.0%
396,台灣前電電業股份有限公司,臺北市,D,1,1,100.0%
397,慶鐘佳味食品股份有限公司,高雄市,D,1,1,100.0%
398,百容電子股份有限公司,臺中市,D,5,1,20.0%
399,台灣伊都錦股份有限公司,臺北市,D,2,1,50.0%
400,永誠興業股份有限公司,高雄市,D,1,1,100.0%
401,宣昶股份有限公司,臺北市,D,2,1,50.0%
402,明門實業股份有限公司,臺北市,D,1,1,100.0%
403,大進精工股份有限公司,臺南市,D,1,1,100.0%
404,台灣赫克力士股份有限公司,臺北市,D,1,1,100.0%
405,油欣精機股份有限公司,桃園縣,D,1,1,100.0%
406,華瑞股份有限公司,臺北市,D,1,1,100.0%
407,中鹿營造股份有限公司,臺北市,D,2,1,50.0%
408,利晉工程股份有限公司,桃園縣,D,2,1,50.0%
409,明緯企業股份有限公司,新北市,D,3,1,33.3%
410,華祺工業股份有限公司,桃園縣,D,1,1,100.0%
411,丞豐實業股份有限公司,新北市,D,1,1,100.0%
412,橋椿金屬股份有限公司,臺中市,D,2,1,50.0%
413,忠群螺絲五金股份有限公司,新北市,D,1,1,100.0%
414,泉順食品企業股份有限公司,苗栗縣,D,1,1,100.0%
415,實盈股份有限公司,臺北市,D,2,1,50.0%
416,至佳電子股份有限公司,新北市,D,1,1,100.0%
417,台灣陶氏化學股份有限公司,臺北市,D,1,1,100.0%
418,正台興業股份有限公司,新北市,D,1,1,100.0%
419,嘉新水泥股份有限公司,臺北市,D,1,1,100.0%
420,宗達通運股份有限公司,新竹市,D,1,1,100.0%
421,五綸織造股份有限公司,彰化縣,D,1,1,100.0%
422,樹億興業股份有限公司,南投縣,D,1,1,100.0%
423,邦昌金屬股份有限公司,臺中市,D,1,1,100.0%
424,健維實業股份有限公司,新北市,D,1,1,100.0%
425,上品綜合工業股份有限公司,桃園縣,D,1,1,100.0%
