序號,投保單位名稱,縣市別,機關性質,法定人數不足人數不足百分比
81,新日興股份有限公司,新北市,D,9,4,44.4%
82,致茂電子股份有限公司,桃園縣,D,12,4,33.3%
83,矽統科技股份有限公司,新竹縣,D,6,4,66.7%
84,台達電子工業股份有限公司台南分公司,臺南市,D,5,4,80.0%
85,索爾思光電股份有限公司,新竹縣,D,4,4,100.0%
86,介面光電股份有限公司,桃園縣,D,21,4,19.0%
87,昱晶能源科技股份有限公司,苗栗縣,D,7,4,57.1%
88,台灣順豐速運有限公司,臺北市,D,6,4,66.7%
89,昱晶能源科技股份有限公司台北分公司,臺北市,D,7,4,57.1%
90,和碩聯合科技股份有限公司,臺北市,D,50,4,8.0%
91,景智電子股份有限公司,桃園縣,D,5,4,80.0%
92,聚成科技股份有限公司,新竹市,D,7,4,57.1%
93,保誠人壽保險股份有限公司,臺北市,D,6,4,66.7%
94,群光電子股份有限公司,新北市,D,6,4,66.7%
95,台灣房屋仲介股份有限公司,臺北市,D,6,4,66.7%
96,太平洋崇光百貨股份有限公司,臺北市,D,10,4,40.0%
97,香港商法華香水化粧品有限公司台灣分公司,臺北市,D,4,4,100.0%
98,西門子股份有限公司,臺北市,D,5,4,80.0%
99,英屬開曼群島商香奈兒精品股份有限公司台灣分公司,臺北市,D,4,4,100.0%
100,萬泰商業銀行股份有限公司,臺北市,D,8,4,50.0%
101,中宇環保工程股份有限公司,高雄市,D,12,4,33.3%
102,三立電視股份有限公司,臺北市,D,11,4,36.4%
103,台灣人壽保險股份有限公司高雄分公司,高雄市,D,6,4,66.7%
104,安瀚視特股份有限公司,臺南市,D,6,4,66.7%
105,傳奇網路遊戲股份有限公司,臺北市,D,4,4,100.0%
106,震旦行股份有限公司台北二十九分公司,新北市,D,5,4,80.0%
107,香港商雅虎資訊股份有限公司台灣分公司,臺北市,D,10,4,40.0%
108,瑞士商寶潔家品有限公司台灣分公司,臺北市,D,4,4,100.0%
109,國際康健人壽保險股份有限公司,臺北市,D,10,4,40.0%
110,長庚醫療財團法人高雄長庚紀念醫院,高雄市,D,50,4,8.0%
111,永信藥品工業股份有限公司,臺中市,D,12,3,25.0%
112,潤泰全球股份有限公司,臺北市,D,11,3,27.3%
113,台灣杜邦股份有限公司,臺北市,D,5,3,60.0%
114,敬鵬工業股份有限公司,桃園縣,D,37,3,8.1%
115,大連化學工業股份有限公司,臺北市,D,6,3,50.0%
116,宏益玻璃科技股份有限公司,新北市,D,7,3,42.9%
117,巨擘科技股份有限公司,新竹市,D,8,3,37.5%
118,鴻海精密工業股份有限公司新竹園區分公司,新竹市,D,11,3,27.3%
119,台灣化學纖維股份有限公司麥寮分公司,雲林縣,D,17,3,17.6%
120,啟碁科技股份有限公司,新竹縣,D,20,3,15.0%
121,廣明光電股份有限公司,桃園縣,D,3,3,100.0%
122,全智科技股份有限公司,新竹市,D,3,3,100.0%
123,兆遠科技股份有限公司,新竹縣,D,3,3,100.0%
124,亞太優勢微系統股份有限公司,新竹縣,D,3,3,100.0%
125,台灣艾司摩爾股份有限公司,新竹市,D,6,3,50.0%
126,太極能源科技股份有限公司,臺北市,D,4,3,75.0%
127,精聯電子股份有限公司,新北市,D,3,3,100.0%
128,聯景光電股份有限公司,桃園縣,D,10,3,30.0%
129,南亞電路板股份有限公司樹林廠,新北市,D,7,3,42.9%
130,台灣飛利浦股份有限公司,臺北市,D,3,3,100.0%
131,美商聯邦快遞股份有限公司台灣分公司,臺北市,D,10,3,30.0%
132,台灣雀巢股份有限公司,臺北市,D,3,3,100.0%
133,吉興工程顧問股份有限公司,臺北市,D,3,3,100.0%
134,威健實業股份有限公司,臺北市,D,4,3,75.0%
135,年代網際事業股份有限公司,臺北市,D,6,3,50.0%
136,滿心企業股份有限公司,新北市,D,7,3,42.9%
137,長榮國際股份有限公司,臺北市,D,13,3,23.1%
138,群益金鼎證券股份有限公司,臺北市,D,7,3,42.9%
139,龍巖股份有限公司,臺北市,D,4,3,75.0%
140,聚陽實業股份有限公司,臺北市,D,4,3,75.0%
141,美商科磊股份有限公司台灣分公司,新竹縣,D,4,3,75.0%
142,台灣巴斯夫股份有限公司,臺北市,D,6,3,50.0%
143,法倈麗國際股份有限公司,臺北市,D,3,3,100.0%
144,聯意製作股份有限公司,臺北市,D,10,3,30.0%
145,群環科技股份有限公司,臺北市,D,4,3,75.0%
146,台灣東洋藥品工業股份有限公司,臺北市,D,3,3,100.0%
147,凌華科技股份有限公司,新北市,D,7,3,42.9%
148,科林研發股份有限公司,新竹市,D,3,3,100.0%
149,耕興股份有限公司,新北市,D,4,3,75.0%
150,藝珂人事顧問股份有限公司新竹分公司,新竹市,D,3,3,100.0%
151,傲勝國際股份有限公司,臺北市,D,3,3,100.0%
152,和潤企業股份有限公司,臺北市,D,4,3,75.0%
153,長榮空運倉儲股份有限公司,桃園縣,D,5,3,60.0%
154,群聯電子股份有限公司,新竹縣,D,5,3,60.0%
155,亞太國際發展有限公司,新竹縣,D,7,3,42.9%
156,網訊電通股份有限公司,臺北市,D,5,3,60.0%
157,台灣大昌華嘉股份有限公司,臺北市,D,7,3,42.9%
158,香港商歷궐亞太有限公司台灣分公司,臺北市,D,4,3,75.0%
159,台灣英特科人力股份有限公司,臺中市,D,4,3,75.0%
160,泰宣企業股份有限公司,臺北市,D,7,3,42.9%
161,遠東都會股份有限公司,臺北市,D,4,3,75.0%
162,互盛股份有限公司台北東二區分公司,臺北市,D,4,3,75.0%
163,益和國際股份有限公司,新北市,D,3,3,100.0%
164,台灣大戶屋股份有限公司,臺北市,D,3,3,100.0%
165,中華國際黃頁股份有限公司,臺北市,D,4,3,75.0%
166,全球華人股份有限公司台南分公司,臺南市,D,9,3,33.3%
167,中國醫藥大學附設醫院,臺中市,D,38,3,7.9%
168,三福氣體股份有限公司,臺北市,D,7,2,28.6%
169,花王（台灣）股份有限公司,新北市,D,5,2,40.0%
170,嘉裕股份有限公司,臺北市,D,3,2,66.7%
171,台達電子工業股份有限公司,桃園縣,D,20,2,10.0%
172,森田印刷廠股份有限公司,臺南市,D,3,2,66.7%
173,翰林出版事業股份有限公司,臺南市,D,9,2,22.2%
174,均豪精密工業股份有限公司,新竹縣,D,5,2,40.0%
175,春原營造股份有限公司,臺北市,D,2,2,100.0%
176,磯鑫工業股份有限公司,臺中市,D,3,2,66.7%
177,宣昶股份有限公司,臺北市,D,2,2,100.0%
178,寶僑家品股份有限公司,臺北市,D,2,2,100.0%
179,實盈股份有限公司,臺北市,D,2,2,100.0%
180,昆盈企業股份有限公司,新北市,D,3,2,66.7%
181,彰源企業股份有限公司,雲林縣,D,6,2,33.3%
182,友訊科技股份有限公司,臺北市,D,6,2,33.3%
183,亞東工業氣體股份有限公司,臺北市,D,3,2,66.7%
184,定穎電子股份有限公司,桃園縣,D,10,2,20.0%
185,伊頓飛瑞慕品股份有限公司內湖廠,臺北市,D,5,2,40.0%
186,智冠科技股份有限公司,高雄市,D,3,2,66.7%
187,台灣必成股份有限公司,嘉義縣,D,8,2,25.0%
188,銀泰科技股份有限公司,臺中市,D,9,2,22.2%
189,達航工業股份有限公司,臺中市,D,4,2,50.0%
190,喬鼎資訊股份有限公司,新竹市,D,2,2,100.0%
191,義隆電子股份有限公司,新竹縣,D,6,2,33.3%
192,林朋科技股份有限公司,臺中市,D,2,2,100.0%
193,聯測科技股份有限公司,新竹市,D,14,2,14.3%
194,台塑勝高科技股份有限公司,雲林縣,D,9,2,22.2%
195,昇陽國際半導體股份有限公司,新竹市,D,3,2,66.7%
196,威達電股份有限公司,新北市,D,2,2,100.0%
197,中華凸版電子股份有限公司,桃園縣,D,2,2,100.0%
198,茂達電子股份有限公司,新竹市,D,3,2,66.7%
199,金居開發銅箔股份有限公司,臺北市,D,2,2,100.0%
200,和鑫光電股份有限公司,臺南市,D,28,2,7.1%
201,宇環科技股份有限公司,桃園縣,D,3,2,66.7%
202,達邁科技股份有限公司,新竹縣,D,2,2,100.0%
203,台塑海運股份有限公司,臺北市,D,2,2,100.0%
204,茂迪股份有限公司園區分公司,臺南市,D,28,2,7.1%
205,閎暉實業股份有限公司,新北市,D,5,2,40.0%
206,友輝光電股份有限公司,桃園縣,D,3,2,66.7%
207,台灣大福高科技設備股份有限公司,臺南市,D,2,2,100.0%
208,研碩電腦股份有限公司,臺北市,D,3,2,66.7%
209,日商丸紅國際股份有限公司交通專案分公司,臺北市,D,2,2,100.0%
210,南亞科技股份有限公司三廠,新北市,D,22,2,9.1%
211,台灣大日印光罩科技股份有限公司,新竹市,D,2,2,100.0%
212,銘異科技股份有限公司銘異六廠,桃園縣,D,2,2,100.0%
213,揚弘實業股份有限公司,臺北市,D,4,2,50.0%
214,台灣玻璃工業股份有限公司彰濱廠,彰化縣,D,3,2,66.7%
215,蘇黎世產物保險股份有限公司,臺北市,D,8,2,25.0%
216,第一產物保險股份有限公司,臺北市,D,7,2,28.6%
217,中華開發工業銀行股份有限公司,臺北市,D,5,2,40.0%
218,優美股份有限公司,臺北市,D,2,2,100.0%
219,華泰大飯店企業股份有限公司,臺北市,D,5,2,40.0%
220,宏碁股份有限公司,臺北市,D,21,2,9.5%
221,洋基通運股份有限公司,臺北市,D,9,2,22.2%
222,儒鴻企業股份有限公司,新北市,D,9,2,22.2%
223,金器工業股份有限公司,臺北市,D,4,2,50.0%
224,仲量聯行股份有限公司,臺北市,D,3,2,66.7%
225,遠揚營造工程股份有限公司,臺北市,D,5,2,40.0%
226,友尚股份有限公司,臺北市,D,5,2,40.0%
227,荷商葛蘭素史克藥廠股份有限公司台灣分公司,臺北市,D,3,2,66.7%
228,台灣玻璃工業股份有限公司,臺北市,D,2,2,100.0%
229,台灣德國萊因技術監護顧問股份有限公司,臺北市,D,3,2,66.7%
230,荷蘭商古馳亞太貿易股份有限公司台灣分公司,臺北市,D,3,2,66.7%
231,阿托科技股份有限公司,臺北市,D,2,2,100.0%
232,立端科技股份有限公司,新北市,D,4,2,50.0%
233,新宇科技服務股份有限公司,臺北市,D,3,2,66.7%
234,凱基證券股份有限公司,臺北市,D,29,2,6.9%
235,仕橋企管顧問有限公司,臺北市,D,6,2,33.3%
236,愛德萬測試股份有限公司,新竹縣,D,2,2,100.0%
237,瑞士商瑞士銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
238,華立企業股份有限公司台北分公司,臺北市,D,3,2,66.7%
239,精英人力資源股份有限公司,臺北市,D,17,2,11.8%
240,美商亞培股份有限公司台灣分公司,臺北市,D,3,2,66.7%
241,敬業企業管理顧問股份有限公司,臺北市,D,2,2,100.0%
242,奇鋐科技股份有限公司,新北市,D,3,2,66.7%
243,敦陽科技股份有限公司,新竹市,D,6,2,33.3%
244,普安科技股份有限公司,新北市,D,4,2,50.0%
245,拿帕里股份有限公司,臺北市,D,10,2,20.0%
246,伍豐科技股份有限公司,新北市,D,2,2,100.0%
247,台灣人壽保險股份有限公司新竹分公司,新竹市,D,3,2,66.7%
248,高達汽車股份有限公司,臺中市,D,2,2,100.0%
249,台灣三星電子股份有限公司,臺北市,D,4,2,50.0%
250,美商安邁科技股份有限公司台灣分公司,臺北市,D,4,2,50.0%
251,新加坡商克蘭詩股份有限公司台灣分公司,臺北市,D,2,2,100.0%
252,日商瑞穗實業銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
253,新光三越百貨股份有限公司台北信義分公司,臺北市,D,6,2,33.3%
254,光環科技股份有限公司,新竹市,D,4,2,50.0%
255,臺灣阿斯特捷利康股份有限公司,臺北市,D,2,2,100.0%
256,台灣日鑛金屬股份有限公司,桃園縣,D,2,2,100.0%
257,立錡科技股份有限公司,新竹縣,D,7,2,28.6%
258,台灣保全股份有限公司,臺北市,D,10,2,20.0%
259,和運租車股份有限公司,臺北市,D,3,2,66.7%
260,華碩聯合科技股份有限公司,臺北市,D,5,2,40.0%
261,廣積科技股份有限公司,臺北市,D,3,2,66.7%
262,康迅數位整合股份有限公司,臺北市,D,3,2,66.7%
263,明基電通股份有限公司,臺北市,D,3,2,66.7%
264,台灣新思科技有限公司,臺北市,D,2,2,100.0%
265,霖園公寓大廈管理維護股份有限公司,臺北市,D,2,2,100.0%
266,雅妮絲比股份有限公司,新北市,D,2,2,100.0%
267,台耀科技股份有限公司,桃園縣,D,2,2,100.0%
268,閎康科技股份有限公司,新竹縣,D,2,2,100.0%
269,燦星國際旅行社股份有限公司,臺北市,D,5,2,40.0%
270,荷蘭商臺灣戴爾股份有限公司台灣分公司,臺北市,D,7,2,28.6%
271,互動國際數位股份有限公司,新北市,D,3,2,66.7%
272,遠通電收股份有限公司,臺北市,D,4,2,50.0%
273,阿瘦實業股份有限公司,臺北市,D,12,2,16.7%
274,中化裕民健康事業股份有限公司,臺北市,D,2,2,100.0%
275,國泰綜合證券股份有限公司,臺北市,D,4,2,50.0%
276,海華科技股份有限公司,新北市,D,2,2,100.0%
277,全真概念健康事業股份有限公司,臺北市,D,3,2,66.7%
278,華創車電技術中心股份有限公司,臺北市,D,10,2,20.0%
279,訊崴技術有限公司,臺北市,D,2,2,100.0%
280,長生能源股份有限公司,臺北市,D,2,2,100.0%
281,京站實業股份有限公司,臺北市,D,2,2,100.0%
282,香港商立德國際商品試驗有限公司桃園分公司,桃園縣,D,4,2,50.0%
283,台灣固網股份有限公司,臺北市,D,3,2,66.7%
284,香港商壹傳媒動畫有限公司台灣分公司,臺北市,D,5,2,40.0%
285,香港商希思黎化妝品有限公司台灣分公司,臺北市,D,2,2,100.0%
286,台新國際商業銀行股份有限公司敦南分公司,臺北市,D,54,2,3.7%
287,北智捷汽車股份有限公司,新北市,D,3,2,66.7%
288,壹傳媒電視廣播股份有限公司,臺北市,D,9,2,22.2%
289,第一商業銀行信用卡處,臺北市,D,2,2,100.0%
290,巴黎管理顧問股份有限公司,臺北市,D,2,2,100.0%
291,裕隆經管企業股份有限公司,新北市,D,2,2,100.0%
292,壹多媒體娛樂服務股份有限公司,臺北市,D,3,2,66.7%
293,材霈有限公司,新北市,D,2,2,100.0%
294,荷蘭商띔拉股份有限公司台灣分公司,臺北市,D,2,2,100.0%
295,國泰醫療財團法人國泰綜合醫院,臺北市,D,37,2,5.4%
296,華泰商業銀行股份有限公司,臺北市,D,8,2,25.0%
297,長庚醫療財團法人台北長庚紀念醫院,臺北市,D,9,2,22.2%
298,天下雜誌股份有限公司,臺北市,D,2,2,100.0%
299,日商倍樂生股份有限公司台北分公司,臺北市,D,3,2,66.7%
300,長庚醫療財團法人雲林長庚紀念醫院,雲林縣,D,2,2,100.0%
301,台灣中華化學工業股份有限公司,桃園縣,D,2,1,50.0%
302,永豐化學工業股份有限公司,新北市,D,2,1,50.0%
303,復興航空運輸股份有限公司,臺北市,D,12,1,8.3%
304,大亞電線電纜股份有限公司,臺南市,D,5,1,20.0%
305,新興航運股份有限公司,臺北市,D,1,1,100.0%
306,奇美實業股份有限公司,臺南市,D,19,1,5.3%
307,台灣水泥股份有限公司花蓮廠,花蓮縣,D,1,1,100.0%
308,台灣第一三共股份有限公司,臺北市,D,1,1,100.0%
309,臺灣塑膠工業股份有限公司,高雄市,D,7,1,14.3%
310,台灣新東機械股份有限公司,新北市,D,1,1,100.0%
311,泰翔纖維染整股份有限公司,新北市,D,1,1,100.0%
312,漢威聯合股份有限公司,新北市,D,1,1,100.0%
313,高福化學工業股份有限公司,高雄市,D,1,1,100.0%
314,臺灣日鍛工業股份有限公司,桃園縣,D,1,1,100.0%
315,中化合成生技股份有限公司,新北市,D,2,1,50.0%
316,宏益纖維工業股份有限公司,臺北市,D,2,1,50.0%
317,聯城工業股份有限公司,新竹縣,D,1,1,100.0%
318,台灣卡西歐股份有限公司,臺北市,D,1,1,100.0%
319,中日合成化學股份有限公司,臺北市,D,1,1,100.0%
320,健泰工業股份有限公司,桃園縣,D,1,1,100.0%
321,惠民製藥股份有限公司,臺北市,D,1,1,100.0%
322,台灣好奇股份有限公司,高雄市,D,1,1,100.0%
323,華泰電子股份有限公司,高雄市,D,39,1,2.6%
324,新東手套廠股份有限公司,臺北市,D,1,1,100.0%
325,佳麗寶化工股份有限公司,高雄市,D,1,1,100.0%
326,高力熱處理工業股份有限公司,桃園縣,D,3,1,33.3%
327,仁宗蕾絲股份有限公司,桃園縣,D,1,1,100.0%
328,台灣特殊金屬網股份有限公司,桃園縣,D,1,1,100.0%
329,台硝股份有限公司,桃園縣,D,1,1,100.0%
330,國揚實業股份有限公司,臺北市,D,1,1,100.0%
331,裕元興業股份有限公司,臺北市,D,1,1,100.0%
332,皇冠金屬工業股份有限公司,臺北市,D,1,1,100.0%
333,達興纖維股份有限公司新化工廠,臺南市,D,1,1,100.0%
334,台灣生物製劑股份有限公司,彰化縣,D,1,1,100.0%
335,佳美食品工業股份有限公司,臺中市,D,2,1,50.0%
336,脫普聚益股份有限公司,臺北市,D,1,1,100.0%
337,協易機械工業股份有限公司,桃園縣,D,3,1,33.3%
338,三久股份有限公司,臺中市,D,1,1,100.0%
339,中美嘉吉股份有限公司台中飼料廠,臺中市,D,1,1,100.0%
340,新生五金工廠股份有限公司,臺北市,D,1,1,100.0%
341,順源工業股份有限公司,新北市,D,1,1,100.0%
342,桂冠實業股份有限公司,臺北市,D,7,1,14.3%
343,百輝紙器股份有限公司,臺南市,D,1,1,100.0%
344,健喬信元醫藥生技股份有限公司,新竹縣,D,3,1,33.3%
345,福安工業股份有限公司,臺南市,D,1,1,100.0%
346,納爾科股份有限公司,新北市,D,1,1,100.0%
347,超眾科技股份有限公司,新北市,D,2,1,50.0%
348,中美和石油化學股份有限公司,臺北市,D,3,1,33.3%
349,嬌生股份有限公司,臺北市,D,1,1,100.0%
350,三發自行車工業股份有限公司,臺中市,D,1,1,100.0%
351,泰鋒染化工業股份有限公司,桃園縣,D,1,1,100.0%
352,大成工程股份有限公司,臺南市,D,2,1,50.0%
353,怡全股份有限公司,臺北市,D,1,1,100.0%
354,中傳企業股份有限公司,桃園縣,D,1,1,100.0%
355,格得電子工業股份有限公司,高雄市,D,1,1,100.0%
356,天盛精微科技有限公司,桃園縣,D,1,1,100.0%
357,濟生股份有限公司,臺北市,D,1,1,100.0%
358,煇倫工業股份有限公司,新北市,D,1,1,100.0%
359,鼎豪實業股份有限公司,桃園縣,D,1,1,100.0%
360,坤福營造股份有限公司,臺中市,D,1,1,100.0%
361,台昌彩藝工業股份有限公司,臺中市,D,1,1,100.0%
362,遠東精密工業股份有限公司,臺南市,D,1,1,100.0%
363,華格電子股份有限公司,臺南市,D,1,1,100.0%
364,龍偉實業股份有限公司,新北市,D,1,1,100.0%
365,和和機械股份有限公司,臺中市,D,1,1,100.0%
366,亞柏工業有限公司,彰化縣,D,1,1,100.0%
367,有美股份有限公司,臺北市,D,1,1,100.0%
368,喬暘電子股份有限公司,臺北市,D,1,1,100.0%
369,偉林電子股份有限公司,臺北市,D,1,1,100.0%
370,同昌機械股份有限公司,桃園縣,D,1,1,100.0%
371,台技塑膠股份有限公司,桃園縣,D,1,1,100.0%
372,旭和螺絲工業股份有限公司,高雄市,D,1,1,100.0%
373,華村營造有限公司,臺北市,D,1,1,100.0%
374,萬國通路股份有限公司,臺南市,D,3,1,33.3%
375,星記精密工業股份有限公司,臺中市,D,1,1,100.0%
376,全友電腦股份有限公司,新竹市,D,1,1,100.0%
377,北爾電子股份有限公司,新北市,D,1,1,100.0%
378,建準電機工業股份有限公司,高雄市,D,4,1,25.0%
379,博世力士樂股份有限公司,新北市,D,1,1,100.0%
380,神通電腦股份有限公司,臺北市,D,1,1,100.0%
381,志沛企業有限公司,臺北市,D,1,1,100.0%
382,正氧機械工業股份有限公司,臺南市,D,1,1,100.0%
383,北譯精機股份有限公司,桃園縣,D,1,1,100.0%
384,啟德電子股份有限公司,臺中市,D,1,1,100.0%
385,智偉織造股份有限公司,桃園縣,D,1,1,100.0%
386,遠雄營造股份有限公司,臺北市,D,2,1,50.0%
387,隆大營建事業股份有限公司,高雄市,D,1,1,100.0%
388,百略醫學科技股份有限公司,臺北市,D,1,1,100.0%
389,新歷芳企業股份有限公司,臺中市,D,1,1,100.0%
390,凱美塑膠機械股份有限公司,臺中市,D,1,1,100.0%
391,台灣前電電業股份有限公司,臺北市,D,1,1,100.0%
392,百容電子股份有限公司,臺中市,D,5,1,20.0%
393,台灣伊都錦股份有限公司,臺北市,D,2,1,50.0%
394,永誠興業股份有限公司,高雄市,D,1,1,100.0%
395,大云股份有限公司,彰化縣,D,1,1,100.0%
396,國記營造股份有限公司,桃園縣,D,1,1,100.0%
397,明門實業股份有限公司,臺北市,D,1,1,100.0%
398,大進精工股份有限公司,臺南市,D,1,1,100.0%
399,台灣赫克力士股份有限公司,臺北市,D,1,1,100.0%
400,光磊科技股份有限公司,新竹市,D,13,1,7.7%
401,加興營造工程股份有限公司,高雄市,D,1,1,100.0%
402,油欣精機股份有限公司,桃園縣,D,1,1,100.0%
403,天工精密股份有限公司,臺中市,D,1,1,100.0%
404,華瑞股份有限公司,臺北市,D,1,1,100.0%
405,中鹿營造股份有限公司,臺北市,D,2,1,50.0%
406,利晉工程股份有限公司,桃園縣,D,2,1,50.0%
407,明緯企業股份有限公司,新北市,D,3,1,33.3%
408,華祺工業股份有限公司,桃園縣,D,1,1,100.0%
409,丞豐實業股份有限公司,新北市,D,1,1,100.0%
410,橋椿金屬股份有限公司,臺中市,D,2,1,50.0%
411,忠群螺絲五金股份有限公司,新北市,D,1,1,100.0%
412,泉順食品企業股份有限公司,苗栗縣,D,1,1,100.0%
413,至佳電子股份有限公司,新北市,D,1,1,100.0%
414,台灣陶氏化學股份有限公司,臺北市,D,1,1,100.0%
415,正台興業股份有限公司,新北市,D,1,1,100.0%
416,嘉新水泥股份有限公司,臺北市,D,1,1,100.0%
417,宗達通運股份有限公司,新竹市,D,1,1,100.0%
418,虎山交通器材廠有限公司,新北市,D,1,1,100.0%
419,五綸織造股份有限公司,彰化縣,D,1,1,100.0%
420,樹億興業股份有限公司,南投縣,D,1,1,100.0%
421,健維實業股份有限公司,新北市,D,1,1,100.0%
422,上品綜合工業股份有限公司,桃園縣,D,1,1,100.0%
423,宏泰高分子企業有限公司,桃園縣,D,1,1,100.0%
424,若雷針織股份有限公司,臺北市,D,1,1,100.0%
425,麗儀服飾實業股份有限公司,新北市,D,1,1,100.0%
426,建名精密企業股份有限公司,桃園縣,D,1,1,100.0%
