序號,投保單位名稱,縣市別,機關性質,法定人數,不足人數,不足百分比
37,台灣電氣硝子股份有限公司,臺中市,D,8,7,87.5%
38,東方美企業股份有限公司,高雄市,D,9,7,77.8%
39,微星科技股份有限公司,新北市,D,20,7,35.0%
40,台灣高速鐵路股份有限公司,臺北市,D,32,7,21.9%
41,香港商蘋果日報出版發展有限公司台灣分公司,臺北市,D,11,7,63.6%
42,新竹物流股份有限公司,新竹縣,D,29,6,20.7%
43,台灣玻璃工業股份有限公司新竹廠,新竹市,D,10,6,60.0%
44,台灣華歌爾股份有限公司,桃園縣,D,24,6,25.0%
45,長榮海運股份有限公司,臺北市,D,12,6,50.0%
46,台灣應用材料股份有限公司,新竹縣,D,7,6,85.7%
47,介面光電股份有限公司,桃園縣,D,24,6,25.0%
48,奇美材料科技股份有限公司,臺南市,D,11,6,54.5%
49,上海商業儲蓄銀行股份有限公司,臺北市,D,22,6,27.3%
50,香港商捷時海外貿易有限公司台灣分公司,臺北市,D,11,6,54.5%
51,趨勢科技股份有限公司,臺北市,D,11,6,54.5%
52,美商怡佳股份有限公司台灣分公司,臺北市,D,9,6,66.7%
53,璨圓光電股份有限公司,桃園縣,D,9,6,66.7%
54,泰金寶電通股份有限公司,臺北市,D,9,6,66.7%
55,富士康國際股份有限公司,新北市,D,15,6,40.0%
56,長庚醫療財團法人高雄長庚紀念醫院,高雄市,D,50,6,12.0%
57,黛安芬國際股份有限公司,新北市,D,13,5,38.5%
58,台灣明尼蘇達礦業製造股份有限公司,臺北市,D,10,5,50.0%
59,南亞科技股份有限公司錦興廠,桃園縣,D,16,5,31.3%
60,昱晶能源科技股份有限公司,苗栗縣,D,8,5,62.5%
61,昱晶能源科技股份有限公司台北分公司,臺北市,D,7,5,71.4%
62,聚成科技股份有限公司,新竹市,D,7,5,71.4%
63,台灣富士全錄股份有限公司,臺北市,D,9,5,55.6%
64,京城商業銀行股份有限公司,臺南市,D,9,5,55.6%
65,宏碁股份有限公司,臺北市,D,22,5,22.7%
66,美商英特爾亞太科技有限公司台灣分公司,臺北市,D,6,5,83.3%
67,釆盟股份有限公司,臺北市,D,11,5,45.5%
68,英屬維京群島商漢登企業有限公司台灣分公司,臺北市,D,10,5,50.0%
69,香港商法華香水化粧品有限公司台灣分公司,臺北市,D,5,5,100.0%
70,達鴻先進科技股份有限公司,新竹縣,D,9,5,55.6%
71,英屬維京群島商銀鯨股份有限公司台灣分公司,臺北市,D,7,5,71.4%
72,新加坡商安富利股份有限公司台灣分公司,臺北市,D,6,5,83.3%
73,新加坡商立可人事顧問有限公司台灣分公司,臺北市,D,6,5,83.3%
74,香港商雅虎資訊股份有限公司台灣分公司,臺北市,D,10,5,50.0%
75,三信商業銀行股份有限公司,臺中市,D,11,5,45.5%
76,中華航空股份有限公司,桃園縣,D,62,4,6.5%
77,輝瑞大藥廠股份有限公司,新北市,D,4,4,100.0%
78,東台精機股份有限公司,高雄市,D,7,4,57.1%
79,新日興股份有限公司,新北市,D,9,4,44.4%
80,敬鵬工業股份有限公司,桃園縣,D,36,4,11.1%
81,光寶科技股份有限公司,新北市,D,18,4,22.2%
82,致茂電子股份有限公司,桃園縣,D,12,4,33.3%
83,矽統科技股份有限公司,新竹縣,D,6,4,66.7%
84,台灣必成股份有限公司,嘉義縣,D,8,4,50.0%
85,台達電子工業股份有限公司台南分公司,臺南市,D,5,4,80.0%
86,索爾思光電股份有限公司,新竹縣,D,4,4,100.0%
87,明基材料股份有限公司,桃園縣,D,11,4,36.4%
88,和鑫光電股份有限公司,臺南市,D,26,4,15.4%
89,台灣順豐速運有限公司,臺北市,D,6,4,66.7%
90,南亞電路板股份有限公司樹林廠,新北市,D,8,4,50.0%
91,保誠人壽保險股份有限公司,臺北市,D,6,4,66.7%
92,長榮國際股份有限公司,臺北市,D,14,4,28.6%
93,太平洋崇光百貨股份有限公司,臺北市,D,10,4,40.0%
94,西門子股份有限公司,臺北市,D,5,4,80.0%
95,英屬開曼群島商香奈兒精品股份有限公司台灣分公司,臺北市,D,4,4,100.0%
96,萬泰商業銀行股份有限公司,臺北市,D,8,4,50.0%
97,奇鋐科技股份有限公司,新北市,D,4,4,100.0%
98,國泰世紀產物保險股份有限公司,臺北市,D,16,4,25.0%
99,三立電視股份有限公司,臺北市,D,11,4,36.4%
100,群環科技股份有限公司,臺北市,D,4,4,100.0%
101,功學社山葉樂器股份有限公司,臺北市,D,6,4,66.7%
102,香港商瑞健股份有限公司台灣分公司,桃園縣,D,12,4,33.3%
103,和潤企業股份有限公司,臺北市,D,4,4,100.0%
104,安瀚視特股份有限公司,臺南市,D,6,4,66.7%
105,傳奇網路遊戲股份有限公司,臺北市,D,4,4,100.0%
106,新世紀光電股份有限公司,臺南市,D,9,4,44.4%
107,震旦行股份有限公司台北二十九分公司,新北市,D,5,4,80.0%
108,瑞士商寶潔家品有限公司台灣分公司,臺北市,D,4,4,100.0%
109,壹傳媒電視廣播股份有限公司,臺北市,D,10,4,40.0%
110,中國醫藥大學附設醫院,臺中市,D,38,4,10.5%
111,遠東航空股份有限公司,臺北市,D,5,3,60.0%
112,臺灣華可貴股份有限公司,桃園縣,D,17,3,17.6%
113,華新麗華股份有限公司,臺北市,D,12,3,25.0%
114,潤泰全球股份有限公司,臺北市,D,11,3,27.3%
115,台灣杜邦股份有限公司,臺北市,D,5,3,60.0%
116,華泰電子股份有限公司,高雄市,D,39,3,7.7%
117,台達電子工業股份有限公司,桃園縣,D,20,3,15.0%
118,大連化學工業股份有限公司,臺北市,D,6,3,50.0%
119,巨擘科技股份有限公司,新竹市,D,8,3,37.5%
120,國瑞汽車股份有限公司,臺北市,D,36,3,8.3%
121,定穎電子股份有限公司,桃園縣,D,10,3,30.0%
122,銀泰科技股份有限公司,臺中市,D,9,3,33.3%
123,鴻海精密工業股份有限公司新竹園區分公司,新竹市,D,11,3,27.3%
124,台灣化學纖維股份有限公司麥寮分公司,雲林縣,D,17,3,17.6%
125,聯測科技股份有限公司,新竹市,D,14,3,21.4%
126,궏碁科技股份有限公司,新竹縣,D,20,3,15.0%
127,遠傳電信股份有限公司,臺北市,D,49,3,6.1%
128,廣明光電股份有限公司,桃園縣,D,3,3,100.0%
129,全智科技股份有限公司,新竹市,D,3,3,100.0%
130,兆遠科技股份有限公司,新竹縣,D,3,3,100.0%
131,亞太優勢微系統股份有限公司,新竹縣,D,3,3,100.0%
132,台灣艾司摩爾股份有限公司,新竹市,D,6,3,50.0%
133,太極能源科技股份有限公司,臺北市,D,4,3,75.0%
134,明興光電股份有限公司,新竹縣,D,3,3,100.0%
135,南亞科技股份有限公司三廠,新北市,D,23,3,13.0%
136,精聯電子股份有限公司,新北市,D,3,3,100.0%
137,景智電子股份有限公司,桃園縣,D,4,3,75.0%
138,台灣飛利浦股份有限公司,臺北市,D,3,3,100.0%
139,台灣雀巢股份有限公司,臺北市,D,3,3,100.0%
140,儒鴻企業股份有限公司,新北市,D,9,3,33.3%
141,威健實業股份有限公司,臺北市,D,4,3,75.0%
142,遠揚營造工程股份有限公司,臺北市,D,6,3,50.0%
143,年代網際事業股份有限公司,臺北市,D,6,3,50.0%
144,台灣房屋仲介股份有限公司,臺北市,D,6,3,50.0%
145,群益金鼎證券股份有限公司,臺北市,D,7,3,42.9%
146,龍巖股份有限公司,臺北市,D,4,3,75.0%
147,聚陽實業股份有限公司,臺北市,D,4,3,75.0%
148,美商科磊股份有限公司台灣分公司,新竹縣,D,4,3,75.0%
149,台灣巴斯夫股份有限公司,臺北市,D,6,3,50.0%
150,中宇環保工程股份有限公司,高雄市,D,11,3,27.3%
151,法떈麗國際股份有限公司,臺北市,D,3,3,100.0%
152,聯意製作股份有限公司,臺北市,D,10,3,30.0%
153,凌華科技股份有限公司,新北市,D,7,3,42.9%
154,科林研發股份有限公司,新竹市,D,3,3,100.0%
155,耕興股份有限公司,新北市,D,4,3,75.0%
156,藝珂人事顧問股份有限公司新竹分公司,新竹市,D,3,3,100.0%
157,傲勝國際股份有限公司,臺北市,D,3,3,100.0%
158,台灣保全股份有限公司,臺北市,D,10,3,30.0%
159,長榮空運倉儲股份有限公司,桃園縣,D,5,3,60.0%
160,勝霖藥品股份有限公司,臺中市,D,4,3,75.0%
161,群聯電子股份有限公司,新竹縣,D,5,3,60.0%
162,泰宣企業股份有限公司,臺北市,D,7,3,42.9%
163,互盛股份有限公司台北東二區分公司,臺北市,D,4,3,75.0%
164,益和國際股份有限公司,新北市,D,3,3,100.0%
165,台新國際商業銀行股份有限公司敦南分公司,臺北市,D,55,3,5.5%
166,台灣優衣庫有限公司,新北市,D,13,3,23.1%
167,華泰商業銀行股份有限公司,臺北市,D,8,3,37.5%
168,花王（台灣）股份有限公司,新北市,D,5,2,40.0%
169,永信藥品工業股份有限公司,臺中市,D,11,2,18.2%
170,嘉裕股份有限公司,臺北市,D,3,2,66.7%
171,森田印刷廠股份有限公司,臺南市,D,3,2,66.7%
172,翰林出版事業股份有限公司,臺南市,D,9,2,22.2%
173,均豪精密工業股份有限公司,新竹縣,D,5,2,40.0%
174,春原營造股份有限公司,臺北市,D,2,2,100.0%
175,宏益玻璃科技股份有限公司,新北市,D,7,2,28.6%
176,光磊科技股份有限公司,新竹市,D,13,2,15.4%
177,佳世達科技股份有限公司,桃園縣,D,18,2,11.1%
178,寶僑家品股份有限公司,臺北市,D,2,2,100.0%
179,明緯企業股份有限公司,新北市,D,3,2,66.7%
180,昆盈企業股份有限公司,新北市,D,3,2,66.7%
181,墩豐機械工業股份有限公司,臺中市,D,3,2,66.7%
182,亞洲化學股份有限公司楊梅一廠,桃園縣,D,5,2,40.0%
183,彰源企業股份有限公司,雲林縣,D,6,2,33.3%
184,友訊科技股份有限公司,臺北市,D,6,2,33.3%
185,亞東工業氣體股份有限公司,臺北市,D,3,2,66.7%
186,伊頓飛瑞慕品股份有限公司內湖廠,臺北市,D,5,2,40.0%
187,智冠科技股份有限公司,高雄市,D,3,2,66.7%
188,達航工業股份有限公司,臺中市,D,4,2,50.0%
189,喬鼎資訊股份有限公司,新竹市,D,2,2,100.0%
190,東京威力科創股份有限公司,新竹市,D,3,2,66.7%
191,威達電股份有限公司,新北市,D,2,2,100.0%
192,中華凸版電子股份有限公司,桃園縣,D,2,2,100.0%
193,茂達電子股份有限公司,新竹市,D,3,2,66.7%
194,金居開發銅箔股份有限公司,臺北市,D,2,2,100.0%
195,盛群半導體股份有限公司,新竹市,D,3,2,66.7%
196,州巧科技股份有限公司,新竹縣,D,3,2,66.7%
197,達邁科技股份有限公司,新竹縣,D,2,2,100.0%
198,台塑海運股份有限公司,臺北市,D,2,2,100.0%
199,友輝光電股份有限公司,桃園縣,D,3,2,66.7%
200,台灣大福高科技設備股份有限公司,臺南市,D,2,2,100.0%
201,研碩電腦股份有限公司,臺北市,D,3,2,66.7%
202,群豐科技股份有限公司,新竹縣,D,10,2,20.0%
203,日商丸紅國際股份有限公司交通專案分公司,臺北市,D,2,2,100.0%
204,益邦製藥股份有限公司,苗栗縣,D,2,2,100.0%
205,和碩聯合科技股份有限公司,臺北市,D,49,2,4.1%
206,台灣大日印光罩科技股份有限公司,新竹市,D,2,2,100.0%
207,高通顯示器製造股份有限公司,新竹市,D,4,2,50.0%
208,友達晶材股份有限公司,臺中市,D,6,2,33.3%
209,揚弘實業股份有限公司,臺北市,D,4,2,50.0%
210,台灣玻璃工業股份有限公司彰濱廠,彰化縣,D,3,2,66.7%
211,第一商業銀行股份有限公司,臺北市,D,66,2,3.0%
212,蘇黎世產物保險股份有限公司,臺北市,D,8,2,25.0%
213,第一產物保險股份有限公司,臺北市,D,7,2,28.6%
214,中華開發工業銀行股份有限公司,臺北市,D,5,2,40.0%
215,優美股份有限公司,臺北市,D,2,2,100.0%
216,華泰大飯店企業股份有限公司,臺北市,D,4,2,50.0%
217,雄獅旅行社股份有限公司,臺北市,D,12,2,16.7%
218,吉興工程顧問股份有限公司,臺北市,D,3,2,66.7%
219,仲量聯行股份有限公司,臺北市,D,3,2,66.7%
220,友尚股份有限公司,臺北市,D,6,2,33.3%
221,荷商葛蘭素史克藥廠股份有限公司台灣分公司,臺北市,D,3,2,66.7%
222,滿心企業股份有限公司,新北市,D,7,2,28.6%
223,群光電子股份有限公司,新北市,D,5,2,40.0%
224,凱撒大飯店股份有限公司,屏東縣,D,2,2,100.0%
225,台灣玻璃工業股份有限公司,臺北市,D,2,2,100.0%
226,台灣德國萊因技術監護顧問股份有限公司,臺北市,D,3,2,66.7%
227,荷蘭商古馳亞太貿易股份有限公司台灣分公司,臺北市,D,3,2,66.7%
228,艾波比股份有限公司,臺北市,D,3,2,66.7%
229,阿托科技股份有限公司,臺北市,D,2,2,100.0%
230,立端科技股份有限公司,新北市,D,4,2,50.0%
231,新宇科技服務股份有限公司,臺北市,D,3,2,66.7%
232,凱基證券股份有限公司,臺北市,D,30,2,6.7%
233,瑞士商瑞士銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
234,華立企業股份有限公司台北分公司,臺北市,D,3,2,66.7%
235,精英人力資源股份有限公司,臺北市,D,17,2,11.8%
236,美商亞培股份有限公司台灣分公司,臺北市,D,3,2,66.7%
237,杏一醫療用品股份有限公司,桃園縣,D,9,2,22.2%
238,敦陽科技股份有限公司,新竹市,D,6,2,33.3%
239,普安科技股份有限公司,新北市,D,4,2,50.0%
240,伍豐科技股份有限公司,新北市,D,2,2,100.0%
241,台灣人壽保險股份有限公司新竹分公司,新竹市,D,3,2,66.7%
242,高達汽車股份有限公司,臺中市,D,2,2,100.0%
243,台灣人壽保險股份有限公司高雄分公司,高雄市,D,6,2,33.3%
244,台灣三星電子股份有限公司,臺北市,D,4,2,50.0%
245,美商安邁科技股份有限公司台灣分公司,臺北市,D,4,2,50.0%
246,新加坡商克蘭詩股份有限公司台灣分公司,臺北市,D,2,2,100.0%
247,日商瑞穗實業銀行股份有限公司台北分公司,臺北市,D,2,2,100.0%
248,大潤發流通事業股份有限公司,臺北市,D,2,2,100.0%
249,新光三越百貨股份有限公司台北信義分公司,臺北市,D,6,2,33.3%
250,光環科技股份有限公司,新竹市,D,4,2,50.0%
251,臺灣阿斯特捷利康股份有限公司,臺北市,D,2,2,100.0%
252,臺灣工業銀行股份有限公司,臺北市,D,2,2,100.0%
253,台灣日괵金屬股份有限公司,桃園縣,D,2,2,100.0%
254,系微股份有限公司,臺北市,D,5,2,40.0%
255,立錡科技股份有限公司,新竹縣,D,7,2,28.6%
256,華碩聯合科技股份有限公司,臺北市,D,5,2,40.0%
257,廣積科技股份有限公司,臺北市,D,3,2,66.7%
258,明基電通股份有限公司,臺北市,D,3,2,66.7%
259,台灣新思科技有限公司,臺北市,D,2,2,100.0%
260,霖園公寓大廈管理維護股份有限公司,臺北市,D,2,2,100.0%
261,百慕達商泰科資訊科技有限公司台灣分公司,臺北市,D,2,2,100.0%
262,雅妮絲比股份有限公司,新北市,D,2,2,100.0%
263,台耀科技股份有限公司,桃園縣,D,2,2,100.0%
264,台灣大昌華嘉股份有限公司,臺北市,D,7,2,28.6%
265,閎康科技股份有限公司,新竹縣,D,2,2,100.0%
266,香港商歷궐亞太有限公司台灣分公司,臺北市,D,4,2,50.0%
267,名喬人才服務股份有限公司,新竹市,D,4,2,50.0%
268,荷蘭商臺灣戴爾股份有限公司台灣分公司,臺北市,D,6,2,33.3%
269,阿瘦實業股份有限公司,臺北市,D,11,2,18.2%
270,台灣英特科人力股份有限公司,臺中市,D,5,2,40.0%
271,中化裕民健康事業股份有限公司,臺北市,D,2,2,100.0%
272,遠東都會股份有限公司,臺北市,D,3,2,66.7%
273,海華科技股份有限公司,新北市,D,2,2,100.0%
274,華創車電技術中心股份有限公司,臺北市,D,10,2,20.0%
275,訊崴技術有限公司,臺北市,D,2,2,100.0%
276,台灣大戶屋股份有限公司,臺北市,D,3,2,66.7%
277,香港商利豐品牌代理股份有限公司台灣分公司,臺北市,D,2,2,100.0%
278,長生能源股份有限公司,臺北市,D,2,2,100.0%
279,全球華人股份有限公司台中分公司,臺中市,D,4,2,50.0%
280,中華國際黃頁股份有限公司,臺北市,D,3,2,66.7%
281,鵬泰顧問有限公司,臺北市,D,5,2,40.0%
282,京站實業股份有限公司,臺北市,D,2,2,100.0%
283,台灣固網股份有限公司,臺北市,D,3,2,66.7%
284,香港商壹傳媒動畫有限公司台灣分公司,臺北市,D,5,2,40.0%
285,三盈科技有限公司,桃園縣,D,5,2,40.0%
286,康傑國際人力資源管理顧問有限公司,桃園縣,D,2,2,100.0%
287,北智捷汽車股份有限公司,新北市,D,3,2,66.7%
288,第一商業銀行信用卡處,臺北市,D,2,2,100.0%
289,馥盛股份有限公司,臺北市,D,2,2,100.0%
290,巴黎管理顧問股份有限公司,臺北市,D,2,2,100.0%
291,澳商澳盛銀行集團股份有限公司台北分公司,臺北市,D,14,2,14.3%
292,壹多媒體娛樂服務股份有限公司,臺北市,D,3,2,66.7%
293,荷蘭商띔拉股份有限公司台灣分公司,臺北市,D,2,2,100.0%
294,國際康健人壽保險股份有限公司,臺北市,D,9,2,22.2%
295,國泰醫療財團法人國泰綜合醫院,臺北市,D,37,2,5.4%
296,長庚醫療財團法人台北長庚紀念醫院,臺北市,D,9,2,22.2%
297,天下雜誌股份有限公司,臺北市,D,2,2,100.0%
298,日商倍樂生股份有限公司台北分公司,臺北市,D,3,2,66.7%
299,財團法人佛教慈濟綜合醫院台中分院,臺中市,D,11,2,18.2%
300,長庚醫療財團法人雲林長庚紀念醫院,雲林縣,D,2,2,100.0%
301,臺灣水泥股份有限公司總管理處,臺北市,D,2,1,50.0%
302,台灣中華化學工業股份有限公司,桃園縣,D,2,1,50.0%
303,中國化學製藥股份有限公司,臺北市,D,6,1,16.7%
304,復興航空運輸股份有限公司,臺北市,D,12,1,8.3%
305,新興航運股份有限公司,臺北市,D,1,1,100.0%
306,奇美實業股份有限公司,臺南市,D,20,1,5.0%
307,裕民航運股份有限公司,臺北市,D,2,1,50.0%
308,台灣水泥股份有限公司花蓮廠,花蓮縣,D,1,1,100.0%
309,三福氣體股份有限公司,臺北市,D,7,1,14.3%
310,台灣第一三共股份有限公司,臺北市,D,1,1,100.0%
311,臺灣塑膠工業股份有限公司,高雄市,D,7,1,14.3%
312,台灣新東機械股份有限公司,新北市,D,1,1,100.0%
313,泰翔纖維染整股份有限公司,新北市,D,1,1,100.0%
314,漢威聯合股份有限公司,新北市,D,1,1,100.0%
315,臺灣日鍛工業股份有限公司,桃園縣,D,1,1,100.0%
316,中化合成生技股份有限公司,新北市,D,2,1,50.0%
317,福保化學股份有限公司,桃園縣,D,1,1,100.0%
318,宏益纖維工業股份有限公司,臺北市,D,2,1,50.0%
319,聯城工業股份有限公司,新竹縣,D,1,1,100.0%
320,台灣卡西歐股份有限公司,臺北市,D,1,1,100.0%
321,中日合成化學股份有限公司,臺北市,D,1,1,100.0%
322,健泰工業股份有限公司,桃園縣,D,1,1,100.0%
323,味全食品工業股份有限公司高雄廠,高雄市,D,2,1,50.0%
324,惠民製藥股份有限公司,臺北市,D,1,1,100.0%
325,台灣好奇股份有限公司,高雄市,D,1,1,100.0%
326,佳麗寶化工股份有限公司,高雄市,D,1,1,100.0%
327,高力熱處理工業股份有限公司,桃園縣,D,3,1,33.3%
328,仁宗蕾絲股份有限公司,桃園縣,D,1,1,100.0%
329,台灣特殊金屬網股份有限公司,桃園縣,D,1,1,100.0%
330,台硝股份有限公司,桃園縣,D,1,1,100.0%
331,國揚實業股份有限公司,臺北市,D,1,1,100.0%
332,裕元興業股份有限公司,臺北市,D,1,1,100.0%
333,久裕興業科技股份有限公司,臺中市,D,2,1,50.0%
334,皇冠金屬工業股份有限公司,臺北市,D,1,1,100.0%
335,達興纖維股份有限公司新化工廠,臺南市,D,1,1,100.0%
336,台灣生物製劑股份有限公司,彰化縣,D,1,1,100.0%
337,協易機械工業股份有限公司,桃園縣,D,3,1,33.3%
338,三久股份有限公司,臺中市,D,1,1,100.0%
339,中美嘉吉股份有限公司台中飼料廠,臺中市,D,1,1,100.0%
340,新生五金工廠股份有限公司,臺北市,D,1,1,100.0%
341,桂冠實業股份有限公司,臺北市,D,7,1,14.3%
342,健喬信元醫藥生技股份有限公司,新竹縣,D,3,1,33.3%
343,福安工業股份有限公司,臺南市,D,1,1,100.0%
344,納爾科股份有限公司,新北市,D,1,1,100.0%
345,超眾科技股份有限公司,新北市,D,2,1,50.0%
346,中美和石油化學股份有限公司,臺北市,D,3,1,33.3%
347,裕榮食品股份有限公司,高雄市,D,1,1,100.0%
348,中國營建股份有限公司,高雄市,D,1,1,100.0%
349,嬌生股份有限公司,臺北市,D,1,1,100.0%
350,泰鋒染化工業股份有限公司,桃園縣,D,1,1,100.0%
351,漢泰鋼鐵廠股份有限公司,高雄市,D,1,1,100.0%
352,中傳企業股份有限公司,桃園縣,D,1,1,100.0%
353,格得電子工業股份有限公司,高雄市,D,1,1,100.0%
354,天盛精微科技有限公司,桃園縣,D,1,1,100.0%
355,濟生股份有限公司,臺北市,D,1,1,100.0%
356,光洋應用材料科技股份有限公司,臺南市,D,11,1,9.1%
357,隆典實業股份有限公司,臺中市,D,1,1,100.0%
358,榮勝機械工程股份有限公司,新竹市,D,1,1,100.0%
359,和旭機械股份有限公司,臺北市,D,1,1,100.0%
360,坤福營造股份有限公司,臺中市,D,1,1,100.0%
361,台昌彩藝工業股份有限公司,臺中市,D,1,1,100.0%
362,遠東精密工業股份有限公司,臺南市,D,1,1,100.0%
363,華格電子股份有限公司,臺南市,D,1,1,100.0%
364,龍偉實業股份有限公司,新北市,D,1,1,100.0%
365,和和機械股份有限公司,臺中市,D,1,1,100.0%
366,亞柏工業有限公司,彰化縣,D,1,1,100.0%
367,有美股份有限公司,臺北市,D,1,1,100.0%
368,喬暘電子股份有限公司,臺北市,D,1,1,100.0%
369,偉林電子股份有限公司,臺北市,D,1,1,100.0%
370,同昌機械股份有限公司,桃園縣,D,1,1,100.0%
371,台技塑膠股份有限公司,桃園縣,D,1,1,100.0%
372,旭和螺絲工業股份有限公司,高雄市,D,1,1,100.0%
373,巧力工業股份有限公司,臺北市,D,1,1,100.0%
374,星記精密工業股份有限公司,臺中市,D,1,1,100.0%
375,全友電腦股份有限公司,新竹市,D,1,1,100.0%
376,北爾電子股份有限公司,新北市,D,1,1,100.0%
377,建準電機工業股份有限公司,高雄市,D,4,1,25.0%
378,博世力士樂股份有限公司,新北市,D,1,1,100.0%
379,台灣玻璃工業股份有限公司台中廠,臺中市,D,7,1,14.3%
380,精技電腦股份有限公司,臺北市,D,3,1,33.3%
381,神通電腦股份有限公司,臺北市,D,1,1,100.0%
382,志沛企業有限公司,臺北市,D,1,1,100.0%
383,正氧機械工業股份有限公司,臺南市,D,1,1,100.0%
384,油機工業股份有限公司,高雄市,D,4,1,25.0%
385,北譯精機股份有限公司,桃園縣,D,1,1,100.0%
386,啟德電子股份有限公司,臺中市,D,1,1,100.0%
387,智偉織造股份有限公司,桃園縣,D,1,1,100.0%
388,遠雄營造股份有限公司,臺北市,D,2,1,50.0%
389,愛子美實業股份有限公司,臺北市,D,1,1,100.0%
390,隆大營建事業股份有限公司,高雄市,D,1,1,100.0%
391,百略醫學科技股份有限公司,臺北市,D,1,1,100.0%
392,新歷芳企業股份有限公司,臺中市,D,1,1,100.0%
393,台灣前電電業股份有限公司,臺北市,D,1,1,100.0%
394,慶鐘佳味食品股份有限公司,高雄市,D,1,1,100.0%
395,台灣伊都錦股份有限公司,臺北市,D,2,1,50.0%
396,永誠興業股份有限公司,高雄市,D,1,1,100.0%
397,宣昶股份有限公司,臺北市,D,2,1,50.0%
398,璟豐工業股份有限公司,臺南市,D,2,1,50.0%
399,明門實業股份有限公司,臺北市,D,1,1,100.0%
400,大進精工股份有限公司,臺南市,D,1,1,100.0%
401,台灣赫克力士股份有限公司,臺北市,D,1,1,100.0%
402,油欣精機股份有限公司,桃園縣,D,1,1,100.0%
403,中鹿營造股份有限公司,臺北市,D,2,1,50.0%
404,利晉工程股份有限公司,桃園縣,D,2,1,50.0%
405,華祺工業股份有限公司,桃園縣,D,1,1,100.0%
406,丞豐實業股份有限公司,新北市,D,1,1,100.0%
407,瑞鋒營造有限公司,高雄市,D,1,1,100.0%
408,橋椿金屬股份有限公司,臺中市,D,2,1,50.0%
409,忠群螺絲五金股份有限公司,新北市,D,1,1,100.0%
410,泉順食品企業股份有限公司,苗栗縣,D,1,1,100.0%
411,實盈股份有限公司,臺北市,D,2,1,50.0%
412,利強纖維染整股份有限公司,臺北市,D,1,1,100.0%
413,至佳電子股份有限公司,新北市,D,1,1,100.0%
414,台灣陶氏化學股份有限公司,臺北市,D,1,1,100.0%
415,正台興業股份有限公司,新北市,D,1,1,100.0%
416,嘉新水泥股份有限公司,臺北市,D,1,1,100.0%
417,宗達通運股份有限公司,新竹市,D,1,1,100.0%
418,虎山交通器材廠有限公司,新北市,D,1,1,100.0%
419,五綸織造股份有限公司,彰化縣,D,1,1,100.0%
420,樹億興業股份有限公司,南投縣,D,1,1,100.0%
421,邦昌金屬股份有限公司,臺中市,D,1,1,100.0%
422,健維實業股份有限公司,新北市,D,1,1,100.0%
423,上品綜合工業股份有限公司,桃園縣,D,1,1,100.0%
424,宏泰高分子企業有限公司,桃園縣,D,1,1,100.0%
425,若雷針織股份有限公司,臺北市,D,1,1,100.0%
